seqnames	start	end	width	strand	Conc	Conc_Cph_NanoDam	Conc_control	Fold	p.value	FDR
2R	10167234	10167634	401	*	9.65944137774673	9.89201957763182	9.38202497510947	0.248388724279841	0.0785026440032559	0.398084075888775
2R	20305049	20305449	401	*	9.49908849376122	9.21681274309711	9.73506929357801	-0.250245771048046	0.0785867744322525	0.39843215850802
3R	21040297	21040697	401	*	9.48904923137969	9.04670942682213	9.8271140942075	-0.277547662757329	0.0786667864421643	0.398745658099788
X	18538363	18538763	401	*	9.52201951214967	9.09362962512681	9.85190012170305	-0.277067042026055	0.0786796097381738	0.398745658099788
X	1842865	1843265	401	*	12.4911164727124	12.1723616180722	12.7520315008396	-0.261824771008982	0.0787251299572448	0.398897768002782
2L	18955699	18956099	401	*	11.0588626968017	11.3493422720099	10.6947623564372	0.271030032742271	0.0787486504439326	0.398938367993337
X	21042268	21042668	401	*	9.76102571000432	10.0550088584029	9.39139289687566	0.271663912043242	0.0788300638174607	0.399272177929548
3R	16016327	16016727	401	*	11.2432486924393	11.4899048060579	10.945544597173	0.25550110204094	0.0788502972952129	0.39929604289751
3L	6603361	6603761	401	*	8.9344787851977	8.33216281227182	9.35811536697275	-0.271358836201586	0.0789427841329843	0.399663477518531
2R	6698036	6698436	401	*	11.0302653321842	11.279971319704	10.7281017919591	0.256812317459017	0.0789539278036609	0.399663477518531
X	18889705	18890105	401	*	10.8187680892745	10.5840709320788	11.0205733334667	-0.227331610437316	0.0789972170036002	0.399790469688451
3L	2402010	2402410	401	*	9.32330089355664	9.58276004776106	9.0067191181166	0.260826427498249	0.079010097099945	0.399790469688451
X	6276252	6276652	401	*	12.194144024845	12.5093507674734	11.7902396574569	0.275024315863349	0.0790902172219296	0.400117175621266
3R	20966508	20966908	401	*	9.07803861089302	9.3818808619353	8.69264929180613	0.273257722007606	0.0791730623049421	0.400388364658271
2R	5373958	5374358	401	*	8.11886584362943	7.51539929884715	8.54306711929511	-0.270884734160192	0.0791749508655637	0.400388364658271
3R	20568834	20569234	401	*	10.7514757961765	10.3055402069643	11.0916300168886	-0.276867054495155	0.0792014642534944	0.400443724041105
2R	9912993	9913393	401	*	9.15725779190986	8.68313126109622	9.51351147065859	-0.276966587269944	0.0792519822878077	0.400620405650197
2R	16598005	16598405	401	*	9.06789266141012	8.72488566056907	9.34481049290039	-0.266778303139302	0.0792830448851212	0.400698689522543
3L	19611514	19611914	401	*	9.53964977534873	9.85978189417119	9.12760061005637	0.275290571286372	0.0793150642745668	0.400781777344968
2R	24860940	24861340	401	*	8.99716564777792	8.35643815145228	9.43929762186563	-0.26771650087453	0.0793346720700829	0.400802128633716
3R	21937311	21937711	401	*	10.8914493415702	11.1379336183998	10.593995811832	0.254853637491832	0.0793658033288151	0.40081028480187
2L	12710787	12711187	401	*	10.7228649197333	10.9536931935971	10.4479368324309	0.24665163709695	0.0793695200328347	0.40081028480187
3R	29042207	29042607	401	*	10.9362451800824	11.1645005077135	10.6649624705175	0.245086413733325	0.0793963926623118	0.40081028480187
3L	24305080	24305480	401	*	5.84324617152569	5.0033652235637	6.37062716809491	-0.249585868198976	0.0793986087988466	0.40081028480187
X	3792371	3792771	401	*	10.4896832966812	10.7848308035374	10.118204158565	0.271222926284495	0.0794299986414175	0.400890075544529
3R	10108213	10108613	401	*	11.5968378077425	11.8848480860104	11.2366159869564	0.269457737724796	0.0794991214906623	0.401160239377655
3L	22791326	22791726	401	*	9.32324280897943	9.63027894253041	8.93268865691891	0.273300761373816	0.0795306270143865	0.401190710345247
3R	8307780	8308180	401	*	10.4791895109924	10.1453044354173	10.7501405348756	-0.26447142256687	0.0795437144208754	0.401190710345247
X	11340537	11340937	401	*	13.0256272935908	13.3321446532918	12.6359140892837	0.273156768305274	0.0795519461018894	0.401190710345247
2R	15136281	15136681	401	*	13.5296117386489	13.7875937684195	13.2152291864281	0.259522356244991	0.0797075813233844	0.401870449540727
2R	18122946	18123346	401	*	9.1435570362413	8.73122388351526	9.46386008657119	-0.274806732398315	0.079717974888487	0.401870449540727
X	13033159	13033559	401	*	8.28094091588661	7.92105573796068	8.56873635417172	-0.269016115042593	0.0798069805631506	0.402240316415958
3L	2298575	2298975	401	*	8.49560277652025	8.09433196982645	8.80920735542023	-0.273721037534441	0.0798539165222094	0.402297751053431
3R	29106340	29106740	401	*	10.3813047102465	9.9916952627348	10.6877580293284	-0.272710818594238	0.0798589022238394	0.402297751053431
2R	23875913	23876313	401	*	12.6105668126161	12.2346781504957	12.9084853188032	-0.271196976292383	0.0798652911420747	0.402297751053431
2L	8698023	8698423	401	*	11.6106823097525	11.8788643265997	11.2809981956261	0.263064045735772	0.0799759656778169	0.402776373739593
3R	7523952	7524352	401	*	11.4079733165972	11.0191435651337	11.7139451544163	-0.272460064481212	0.0800010784880862	0.402823985927974
X	10074528	10074928	401	*	8.63007661655566	8.10613196336674	9.01360931974287	-0.274482657620498	0.0800184197982562	0.402832455833687
3L	21940055	21940455	401	*	9.22447663944141	8.68295770084843	9.61729172331099	-0.273590652029565	0.0800558360577642	0.402941964896494
3R	31399648	31400048	401	*	9.748204463025	9.36887135302734	10.048277936664	-0.27133095384499	0.0801287888679676	0.403230260881938
3L	256505	256905	401	*	11.7572771372788	11.9631353121903	11.5170768763159	0.229355826886166	0.0802018406323848	0.403518941965206
3L	21746560	21746960	401	*	9.13182061874243	8.69625605009739	9.46592621105939	-0.275184608768038	0.0802202155307421	0.403525173191734
3R	12713116	12713516	401	*	9.56657649472232	9.82747701849923	9.24784331666673	0.260138550720756	0.080234451345995	0.403525173191734
2R	10165319	10165719	401	*	10.8352480616787	11.2002758682246	10.3453867469845	0.275262111556182	0.0802784854845644	0.403667716788589
3L	20448299	20448699	401	*	11.2345365756782	10.7749540510491	11.5825461040074	-0.27544681263881	0.0803252739354411	0.403768358521859
2L	6324964	6325364	401	*	9.72338719051287	9.94981456761417	9.45468482031788	0.24306304313145	0.0803298915030077	0.403768358521859
3R	21485881	21486281	401	*	10.3674635249033	10.0604505162541	10.620468179968	-0.256613742566669	0.0803780214019905	0.403931353890644
2L	9776598	9776998	401	*	11.3756101081566	11.6071192502983	11.0997147257158	0.245919647330358	0.0804508194309463	0.404218228488495
2L	8701826	8702226	401	*	13.3472355498734	13.6296343918079	12.9957645584909	0.266785014101055	0.0805079093247732	0.404376304941004
2L	2362526	2362926	401	*	10.3168372806693	10.6181722332839	9.93548163565529	0.271042991649161	0.0805137194910719	0.404376304941004
3L	596735	597135	401	*	10.2423251153898	9.95211119213074	10.4838226852648	-0.251170620238632	0.0805885259677284	0.404472901681999
X	18652488	18652888	401	*	9.95549153526043	9.44589856273215	10.3313143743112	-0.274198197347114	0.0806133780431947	0.404472901681999
X	17067943	17068343	401	*	10.590125073478	10.8112592162582	10.3288504159655	0.23948440905611	0.0806279410066448	0.404472901681999
3L	24723649	24724049	401	*	8.63162268320505	8.06197097823302	9.03894341737624	-0.271022412775261	0.0806528534475698	0.404472901681999
3R	7124738	7125138	401	*	9.48975644877176	9.13117363577298	9.77671996497897	-0.267841657442625	0.0806595055956779	0.404472901681999
2R	11979885	11980285	401	*	9.81967715867324	9.28394923443339	10.2094526075817	-0.272976460048978	0.0806773997018552	0.404472901681999
2R	18341478	18341878	401	*	12.5094361042437	12.7885180846679	12.1630969089202	0.265661243383543	0.0806776986467583	0.404472901681999
2R	7822915	7823315	401	*	12.5351791944187	12.2584027093656	12.7673078584329	-0.24603108092708	0.0806869317557304	0.404472901681999
2R	16308688	16309088	401	*	9.82096487867524	10.2020507756931	9.30159869084474	0.273728557312613	0.080688609385818	0.404472901681999
3L	9734499	9734899	401	*	8.58296581311843	8.87651675604513	8.21401736927071	0.269322787576684	0.0806901819798647	0.404472901681999
3R	29931403	29931803	401	*	10.8928399561085	11.1734990400451	10.5440644382425	0.266021765823486	0.0807593860530089	0.404683959333185
3R	20285606	20286006	401	*	10.065277133434	10.3373772478952	9.72964275781033	0.263403521499033	0.0807637491629377	0.404683959333185
3L	13177527	13177927	401	*	9.36255565232435	8.98871223212105	9.65919061803194	-0.269825814952933	0.080795925643271	0.404766346090194
2R	21372564	21372964	401	*	10.6562586634812	10.9153544688377	10.3402183814719	0.258693447002952	0.0808495472091846	0.404956114088059
X	10022200	10022600	401	*	9.43798338088246	9.67194902963562	9.15858888296132	0.246758468401963	0.0810536304805835	0.405899288322564
3R	22591894	22592294	401	*	10.1643716532087	10.466053153142	9.7824595804197	0.270301154857144	0.0811033975579876	0.406069463250142
2L	8029712	8030112	401	*	11.4671074797299	11.6919961842211	11.2005710051169	0.241326372306857	0.0811611207148524	0.406279398791512
X	16489321	16489721	401	*	8.02124403786909	7.35124527209742	8.47699106003581	-0.262279684859959	0.0812220361793401	0.406490892439959
X	19713361	19713761	401	*	9.44623723081424	9.14240035398183	9.69708354831995	-0.254800700135853	0.081245020103949	0.406490892439959
X	9877111	9877511	401	*	9.9557622168704	10.1686098429637	9.70598531689212	0.233469883134028	0.081264371281161	0.406490892439959
3L	16465061	16465461	401	*	8.93348456111457	9.18810914979144	8.62407998246996	0.256474105247742	0.0812665756975203	0.406490892439959
3R	5235245	5235645	401	*	10.3681182528062	9.92955090982205	10.7039822234302	-0.273743057422129	0.0813176798163594	0.406667440372443
2R	12449671	12450071	401	*	10.3723921248474	10.0406541570748	10.6419295830284	-0.261917754030817	0.0814027979144875	0.407013989572438
2L	14783979	14784379	401	*	9.76705893428699	9.49203445987286	9.99795508886558	-0.244446652314605	0.0814677238450294	0.407161231021903
2R	13030747	13031147	401	*	10.0616111975547	10.279319432188	9.80510920699406	0.236565686663906	0.0814742786471546	0.407161231021903
3L	3230897	3231297	401	*	10.6174973116005	10.3443043068285	10.8471023288027	-0.243875718267468	0.0814873885864152	0.407161231021903
3R	22722051	22722451	401	*	10.566372489191	10.2904179624982	10.7979232370867	-0.244820257892087	0.0815082203601901	0.407161231021903
2L	3503260	3503660	401	*	10.7639726369104	11.0090693902491	10.4685396541653	0.251875499301662	0.0815113834698854	0.407161231021903
3R	14880272	14880672	401	*	10.6880023649874	10.130719241642	11.0889984493436	-0.270501470074856	0.0815516186446702	0.407283127477022
X	10961125	10961525	401	*	9.52073453050567	8.96666709943263	9.92007279515106	-0.270629436153974	0.0815836979261015	0.407346787792792
3L	6033719	6034119	401	*	12.0420113268427	12.2910567249338	11.740815653856	0.2536389682176	0.0815960348880955	0.407346787792792
3R	26471073	26471473	401	*	8.92244472064111	8.32293996119077	9.34469874680202	-0.267452076281495	0.0816460683254638	0.407365375414994
2R	12006391	12006791	401	*	9.46773246766822	9.75828031366627	9.10352465178041	0.267351672888506	0.0816625131342158	0.407365375414994
X	13276117	13276517	401	*	11.7974380227402	12.1497221038396	11.3303431814881	0.273565464807966	0.0816638137636763	0.407365375414994
3R	25113159	25113559	401	*	8.31592061124731	7.74389655947226	8.72444511106636	-0.269328956923526	0.0816694540900457	0.407365375414994
2L	21424901	21425301	401	*	7.59728385529274	6.93739326688912	8.04837488215695	-0.262523155762152	0.0816812454494663	0.407365375414994
3L	1320781	1321181	401	*	12.907493331677	13.197869996124	12.5435549741899	0.267305377118952	0.0816947705254015	0.407365375414994
2L	2013580	2013980	401	*	11.9151353421986	11.4019784217964	12.2928837917381	-0.272482380342907	0.0817116373118783	0.407370517412416
2R	15255496	15255896	401	*	10.8807496763182	11.1283712521628	10.5816364173575	0.252794046727818	0.0818088700661306	0.407545890210125
2R	6161246	6161646	401	*	9.29237670884836	9.55439088001058	8.97197761446344	0.258680613593649	0.0818141890236127	0.407545890210125
3L	21881173	21881573	401	*	10.1135576383829	10.3564326975741	9.8213500292029	0.2505346881742	0.0818167792124156	0.407545890210125
2L	19364152	19364552	401	*	12.7951474658421	13.0556612752956	12.4769920275011	0.258152901656503	0.081821839919365	0.407545890210125
2L	3322968	3323368	401	*	11.3970103619732	11.6582385729658	11.077787326509	0.258433430054729	0.0818260261588064	0.407545890210125
3L	4892372	4892772	401	*	9.45475012307312	8.94040501830817	9.83313892551053	-0.272178332810697	0.0818763527725158	0.407676459544528
3L	20975019	20975419	401	*	10.1289727578953	9.85004775539894	10.3626093923665	-0.245743722802655	0.0818839365001585	0.407676459544528
X	1922733	1923133	401	*	11.6752757600354	11.9603369378119	11.3196638129756	0.265775688677535	0.0819151120395636	0.407752758749569
2L	17527562	17527962	401	*	9.15647531752465	8.77518447549985	9.45776989625606	-0.26911174473746	0.0819384491619031	0.407765302507698
X	13285972	13286372	401	*	9.46544382693906	9.72893519713052	9.14283001401208	0.259163579906356	0.0819764522483836	0.407765302507698
2L	15738549	15738949	401	*	10.4115155447322	10.6544890682026	10.119165246407	0.25043342788273	0.0819898934723251	0.407765302507698
3R	24189585	24189985	401	*	8.97481141336272	8.68543554683254	9.21572898623335	-0.249410997396021	0.0819906881344578	0.407765302507698
2L	6969942	6970342	401	*	10.102685477286	9.64427792881074	10.4500232712201	-0.273098874908363	0.0819968866811398	0.407765302507698
X	2726694	2727094	401	*	9.82139492768819	9.2414018832635	10.2339412649381	-0.268306431462269	0.0820304710216124	0.407775351198595
X	7553938	7554338	401	*	8.55717589743465	8.82159769174023	8.23316421499846	0.259328890892668	0.0820306100078806	0.407775351198595
4	1303627	1304027	401	*	8.47148128200953	7.83398825017666	8.9120837672192	-0.263773272465499	0.0820871143069801	0.407977398676017
2L	1157774	1158174	401	*	10.6981539520973	10.2826458870229	11.0203643128068	-0.271759484629363	0.082106649428354	0.407995664775818
3L	12388769	12389169	401	*	14.0004235301208	14.355247444858	13.5288358451911	0.272860171133651	0.0821490181527316	0.408080596180677
3L	2418119	2418519	401	*	9.91600879207165	9.48121713202305	10.2496608409011	-0.272501347015174	0.0821554677403199	0.408080596180677
2L	14237224	14237624	401	*	8.52436701075401	8.00747769092127	8.90412425162479	-0.271621740505621	0.0821785212766152	0.408084334382502
X	2081398	2081798	401	*	10.0251249754585	10.2797897099387	9.71566104351972	0.255336364386036	0.0821879469945867	0.408084334382502
X	19252592	19252992	401	*	9.43672163447895	9.11655707422344	9.69857915179314	-0.258327213447873	0.0822289766799635	0.408120086553914
3R	30182009	30182409	401	*	9.48404844026743	9.15781802833924	9.74994394611669	-0.259774648527221	0.0822323698695912	0.408120086553914
3R	11450334	11450734	401	*	9.21423592183556	9.46144798303834	8.91572066313283	0.252181125555131	0.0822427416402523	0.408120086553914
3R	28237524	28237924	401	*	8.8648642219395	8.26199694604059	9.28877146374458	-0.266284329821819	0.0822693451461329	0.408173366226474
2L	548064	548464	401	*	10.4402313448682	10.6574899219192	10.1843537670511	0.235469023631885	0.0823033819878226	0.408244857200263
3L	16041051	16041451	401	*	11.8882891179675	12.145689146819	11.5747715431907	0.256383878544388	0.0823342177539317	0.408244857200263
X	7318114	7318514	401	*	12.0193342786235	12.2752405494103	11.7080327825362	0.255763162582386	0.0823446731205523	0.408244857200263
3L	4832417	4832817	401	*	9.20727619221798	8.66597637323394	9.59997660104264	-0.270230360783306	0.0823472328090249	0.408244857200263
3L	21493438	21493838	401	*	10.0870749278121	9.56990213262636	10.466984409888	-0.27122869424681	0.0824618548443138	0.408734338317914
2L	20354926	20355326	401	*	11.5074593397503	11.7548962077086	11.2086158551159	0.251934714760456	0.0825147132450291	0.408873554429786
3L	4544046	4544446	401	*	11.3220453540614	11.5286004557075	11.0808951185423	0.22783407389451	0.0825217296248571	0.408873554429786
2R	24175315	24175715	401	*	12.2449905181943	11.6976408378946	12.6408473694981	-0.269620858850468	0.0825557061270668	0.408963131160946
X	9125141	9125541	401	*	8.38881629610707	7.93427115935176	8.73393987518758	-0.272267024349291	0.0825873410303199	0.409041075857717
3L	17855710	17856110	401	*	10.8574994588674	11.1292922452126	10.5223332837456	0.261180829010491	0.0826395087505453	0.409220666527003
3R	3575840	3576240	401	*	9.09632311077231	9.34763014886446	8.79180923944221	0.253518785315944	0.0827225253704704	0.409552918621122
2L	18566200	18566600	401	*	11.5446608435547	11.7625180498849	11.2879518823072	0.23543710369824	0.0827598138465337	0.409587959159692
2L	8190499	8190899	401	*	9.30312388838352	8.805975858975	9.67216483226804	-0.271490637482337	0.0827712598820915	0.409587959159692
2R	11684966	11685366	401	*	9.0023661598349	9.28262930336364	8.65420293140403	0.263545823554275	0.0827868441097485	0.409587959159692
2R	21951993	21952393	401	*	10.4103011811157	9.85453594598753	10.8105154303762	-0.268781409394323	0.0827932900925326	0.409587959159692
3L	19496486	19496886	401	*	12.5689595638104	12.8275251514346	12.253708848479	0.25631002549273	0.0828112034861612	0.409597809975293
3L	21034861	21035261	401	*	12.9200473531958	13.2561833325832	12.48101461604	0.271621943256389	0.0828803537424536	0.409861034222341
3R	8220071	8220471	401	*	10.1366324366195	10.3420573803762	9.89702216292268	0.226688362311721	0.0829169286182273	0.409899264289658
2R	21320194	21320594	401	*	11.0738082719797	10.8105839639991	11.2963363224042	-0.238193588120436	0.0829199522395871	0.409899264289658
X	1873031	1873431	401	*	10.2320923043257	10.454290009271	9.96933045729618	0.238028100166121	0.0829360285754444	0.40989996831956
3R	7101102	7101502	401	*	11.0086844399341	11.2125623722807	10.771177523346	0.225476588714291	0.0829642178272972	0.409902403622556
2L	7431330	7431730	401	*	9.63312415392507	9.16456587656272	9.98623688505917	-0.271708491807709	0.0829900575978678	0.409902403622556
3L	17067770	17068170	401	*	8.60669887313948	8.98107385079797	8.09977671519669	0.270868006911356	0.0829908075265381	0.409902403622556
3R	20619864	20620264	401	*	9.27937142526121	8.88441112461351	9.5891177038533	-0.26912042772955	0.0830002573554866	0.409902403622556
2R	13910435	13910835	401	*	10.7067590836183	10.9746060778115	10.3775818704243	0.259397377445775	0.0830667266083871	0.410075201295186
3R	25069318	25069718	401	*	12.0664786869473	11.8119908171806	12.282735292448	-0.234068190046036	0.0830946526270914	0.410075201295186
X	3700141	3700541	401	*	11.0624158602869	10.5765301669623	11.4252408022632	-0.271323909860825	0.083096386689496	0.410075201295186
3L	23487747	23488147	401	*	9.16359449394328	9.43257578211919	8.83269985869985	0.259798942409219	0.0831144805496565	0.410075201295186
3R	10226463	10226863	401	*	9.80747954290518	9.26747094689533	10.1995036580771	-0.269194534252661	0.0831149504199456	0.410075201295186
2R	21661778	21662178	401	*	12.3614365755171	12.5764798654634	12.1086284629453	0.233219912016376	0.0831489492456192	0.41015373007337
2L	15434511	15434911	401	*	10.787356152384	11.0088731231181	10.5255464855997	0.23735605482433	0.0831627543658968	0.41015373007337
2L	18993709	18994109	401	*	9.79614011687557	10.0680037594666	9.46086601778652	0.260534670897231	0.0832384094890145	0.410448166399252
2R	12995594	12995994	401	*	9.32851307026971	9.63538907974477	8.9382185686441	0.268403463943171	0.0833019562546227	0.410682795065191
2L	5550286	5550686	401	*	9.87358449235953	9.61905844324515	10.0898686471499	-0.233891757662281	0.083407959473366	0.411126606141472
4	437742	438142	401	*	9.59921711586004	9.25441157745148	9.87730406141253	-0.262105624211299	0.0834312507044577	0.411162629190072
3L	21806112	21806512	401	*	8.60061400758066	8.89103934939823	8.23659903498575	0.265204595511015	0.0834766013988898	0.411307330202344
2R	8538512	8538912	401	*	9.56046230582153	9.82252107273925	9.23999643332219	0.256917025796612	0.0834964593458602	0.411307437052088
X	5961784	5962184	401	*	9.83718838551932	9.47492330335553	10.1265008799967	-0.264927476714427	0.0835086003390888	0.411307437052088
3L	1518596	1518996	401	*	12.2985013791375	12.581852889143	11.9455508654629	0.263415759948163	0.0835285799751734	0.411327090325677
2L	7524122	7524522	401	*	11.2742154866357	11.5159085023389	10.9837189716358	0.248176097250385	0.0835512364511308	0.411359915350304
3R	3527385	3527785	401	*	8.55126220642403	8.8381812474805	8.19274896455755	0.264217365579798	0.0835699106004517	0.411373124798435
3R	25340543	25340943	401	*	8.79276607479679	8.46162152895489	9.06191223295735	-0.259292005370686	0.0835962822755273	0.411424213035764
X	21113916	21114316	401	*	9.75844464415676	9.47671268047358	9.99404564214277	-0.24496432624065	0.0837374096860773	0.412027113591675
X	1209290	1209690	401	*	9.89671994825067	9.57390655379296	10.1603442521321	-0.257232061649239	0.0837508173749609	0.412027113591675
3R	26236743	26237143	401	*	11.6815820334752	11.9345540463969	11.3746171473748	0.252982723358342	0.0838045458725394	0.412147964849024
2R	8804509	8804909	401	*	10.2538904520014	9.9792000050677	10.4845513343866	-0.242024515714287	0.0838074248445187	0.412147964849024
2L	22505726	22506126	401	*	7.38366549922384	6.76616824685929	7.81469930900457	-0.262656792329044	0.0839213976483695	0.412479858502776
3L	7354000	7354400	401	*	10.719996057293	10.9456548915729	10.4523762131513	0.239213552056027	0.0839241231397082	0.412479858502776
2R	13538914	13539314	401	*	10.4365769135801	10.685980143564	10.1348570962991	0.251331084407706	0.0839316958603216	0.412479858502776
3R	8876158	8876558	401	*	8.46958636927262	7.84633951134509	8.90339168883636	-0.262183583845418	0.0839547916292092	0.412479858502776
3L	4068234	4068634	401	*	11.9570301935357	12.2436307292085	11.5990150193334	0.263698616396204	0.0839550841251908	0.412479858502776
3R	4748496	4748896	401	*	12.8008622897123	13.1428289039285	12.3517960610548	0.270303476882283	0.0839911788775488	0.412558412811356
X	10594142	10594542	401	*	9.1065498445446	8.814928669474	9.34902005527368	-0.248170824591422	0.0840031473782655	0.412558412811356
3L	14139081	14139481	401	*	8.8688329265433	9.16820822499834	8.49061722740971	0.266144954539796	0.084138561136885	0.412785590042594
3R	25444798	25445198	401	*	10.9222824637678	11.1807830595516	10.6071284804909	0.25486909473698	0.084144853115881	0.412785590042594
X	9686215	9686615	401	*	11.8784845818485	11.4882347897548	12.1853330146571	-0.267319834737119	0.0841470088051026	0.412785590042594
3R	23158159	23158559	401	*	11.1128703439033	11.3946886149298	10.7622997747066	0.262287726339374	0.0841508200626095	0.412785590042594
3R	18492223	18492623	401	*	9.5630391365111	9.19662935067565	9.85498389317416	-0.264699069756119	0.0841696394713489	0.412785590042594
2L	2867107	2867507	401	*	11.8492910841715	12.1779553498186	11.4229562648215	0.269518572465048	0.0841749573114366	0.412785590042594
3L	19562685	19563085	401	*	8.62737807672688	8.88832438382923	8.30857647416779	0.255733650739643	0.0841819705450866	0.412785590042594
3L	381333	381733	401	*	9.04470479075204	9.28864526270808	8.75095197425586	0.248476791302749	0.0841890128063431	0.412785590042594
X	19150125	19150525	401	*	11.3357561720426	11.5426652696898	11.0941229922031	0.226724643989711	0.0841938188903203	0.412785590042594
3R	7913832	7914232	401	*	10.1398509781258	9.88429619620117	10.3568769692575	-0.233564526603976	0.0842216004677583	0.412843115859962
3L	9856052	9856452	401	*	10.6716777433054	10.9286897880272	10.35873631402	0.254181848081159	0.084251583185034	0.412911407398552
2R	16319535	16319935	401	*	9.92179967336963	9.58893683444665	10.1920781346147	-0.258732272138211	0.0844202275342897	0.41365911491802
X	15865187	15865587	401	*	9.21490405083477	8.88796577164008	9.48126893927312	-0.257235587192966	0.0844457399340577	0.413705324662661
2L	15271113	15271513	401	*	11.5356172804186	11.788432559234	11.2288834214307	0.252176560035787	0.0845287992091571	0.414033389119491
3R	26919945	26920345	401	*	9.66624625144104	10.0424306422281	9.1559851471023	0.268576872958029	0.0845498870846959	0.4140365960485
2R	21181981	21182381	401	*	9.54406806691875	9.14458140669259	9.8565845581163	-0.26758995453429	0.0845616433678842	0.4140365960485
3R	8525611	8526011	401	*	11.097769465676	11.3465527520393	10.7969575249483	0.250373394978065	0.0846181384089745	0.414151251449441
4	652957	653357	401	*	9.71301782209571	10.0671076173357	9.24273101086034	0.269465257553229	0.0846203630576224	0.414151251449441
2L	1848361	1848761	401	*	8.51604391201713	8.82557239925247	8.12143850014299	0.267086696496813	0.0846333577791919	0.414151251449441
2R	9610242	9610642	401	*	12.3842351987242	12.05028025611	12.6552321615612	-0.258605797915056	0.0846614930518813	0.414210138600161
2R	23864713	23865113	401	*	13.5403820195704	13.172521031236	13.8332455040238	-0.264153486222341	0.0847346902808152	0.414469219421319
3R	5298571	5298971	401	*	10.4384908565866	9.87816080557806	10.8410525998532	-0.265676207717552	0.0847471232504055	0.414469219421319
X	13602764	13603164	401	*	10.1317268462322	10.3357427289401	9.89403258474038	0.224102007142493	0.0847853520445564	0.414469219421319
3L	15013139	15013539	401	*	8.36739164162733	7.69585471201205	8.8238430029536	-0.256875401892627	0.0847881126115064	0.414469219421319
3L	4366684	4367084	401	*	10.3209731623417	10.55531683413	10.0410389137323	0.243242714995375	0.0848090672005286	0.414469219421319
2R	9578477	9578877	401	*	10.5203165660422	10.0255034678519	10.8880749733929	-0.268697938119114	0.0848261392837356	0.414469219421319
3R	15930931	15931331	401	*	9.88075389109218	9.60641655851342	10.1111659564685	-0.240918085704869	0.0848272279981824	0.414469219421319
2L	1736920	1737320	401	*	12.7047755587456	12.4342755894384	12.9324769716306	-0.239478038030287	0.0848673264706925	0.414586398302044
2R	16172573	16172973	401	*	8.81212537927516	8.4414727342551	9.1067519704602	-0.26425864471844	0.0848965695614154	0.414586639232516
3R	15085693	15086093	401	*	10.4487789974798	9.98729368672379	10.7978745280161	-0.269140026831644	0.08489960798744	0.414586639232516
3R	22636943	22637343	401	*	11.4258277328424	11.174202124223	11.6400154202458	-0.231016722455742	0.0849648765318835	0.414818940324579
2L	3367834	3368234	401	*	11.9453545996204	12.2485776394545	11.5609631524144	0.265733469248755	0.0849794291743646	0.414818940324579
X	1857313	1857713	401	*	10.2360322037667	9.9473182239492	10.476491299098	-0.246104247788898	0.0850754844507622	0.415209037658102
3L	12054493	12054893	401	*	12.28918043553	12.513507650658	12.0234329517962	0.237285855788237	0.0851176402700129	0.415248188116725
X	6772932	6773332	401	*	13.2519180403644	13.5921223548639	12.8058960656182	0.268763805693932	0.0851195818643634	0.415248188116725
3R	15313877	15314277	401	*	10.1468436772359	10.4703343646904	9.72919809010789	0.267924933945222	0.0851322536210574	0.415248188116725
3R	7760481	7760881	401	*	8.16713343093683	7.76144675837128	8.48342179928882	-0.267209251284343	0.0851480735594062	0.415248188116725
2R	11047120	11047520	401	*	11.4475759303371	11.6767322869897	11.1750184203443	0.239997487774548	0.0851661469712035	0.41525760629913
2L	7156116	7156516	401	*	9.6064149208547	9.82398380507201	9.35010648764253	0.233026003389117	0.0852568868797964	0.415561551999009
2R	1519131	1519531	401	*	6.2071164704944	6.71937415610131	5.40553405970497	0.244269875723101	0.0852607918931299	0.415561551999009
2R	13878227	13878627	401	*	9.80824896044461	9.48554607470227	10.0717996624467	-0.255373295429437	0.0853126982359704	0.415678875727263
3L	16375266	16375666	401	*	10.5192785338596	10.7288811936536	10.2739614226276	0.227673285611677	0.085343815600131	0.415678875727263
3L	2508794	2509194	401	*	9.54626054696152	9.83927201590962	9.17816558247756	0.263470531720121	0.0853446022784013	0.415678875727263
3R	13669571	13669971	401	*	9.33855534498549	8.87656758892736	9.68793726754159	-0.26853543119041	0.0853494974379555	0.415678875727263
2L	6471761	6472161	401	*	9.97254101546473	10.2839597954617	9.57485068798333	0.266346429970673	0.0854169607698525	0.415903799726394
3R	10104085	10104485	401	*	10.3295797069904	10.55495326133	10.062361338809	0.237675209079367	0.0854280146843252	0.415903799726394
4	1018754	1019154	401	*	10.181531582486	10.4280030890525	9.88409667090581	0.248516772751385	0.0854603406227579	0.415982452700179
2R	1343650	1344050	401	*	10.2481799615375	10.4739869637348	9.98035152448119	0.237842778050287	0.085522128034258	0.416204453969218
2R	23397066	23397466	401	*	10.5303808803025	10.2420330065283	10.7705862272836	-0.245341119399618	0.0855720843303921	0.416362025878976
2L	5131988	5132388	401	*	9.40343288260757	9.67663567570566	9.06611655192785	0.258314143907711	0.0855868763011865	0.416362025878976
3R	31524114	31524514	401	*	7.45450975597018	6.98470694291467	7.80832615301515	-0.268139961985144	0.0856068146078823	0.416380280920358
3R	16104818	16105218	401	*	9.47941780704852	9.04109607304589	9.81513817061873	-0.267978423520626	0.0856276736895526	0.416403006741728
