"","seqnames","start","end","width","strand","V4","V5","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"674","chr2L",21309799,21309799,1,"*","SRR21146075_vs_SRR21146078_peak_674",1.78058,"Promoter (<=1kb)",1,21286078,21310050,23973,2,"FBgn0032940","FBtr0081524",251
"675","chr2L",21314527,21314527,1,"*","SRR21146075_vs_SRR21146078_peak_675",1.78058,"Promoter (<=1kb)",1,21314360,21319527,5168,1,"FBgn0284230","FBtr0452129",167
"676","chr2L",21345140,21345140,1,"*","SRR21146075_vs_SRR21146078_peak_676",4.51745,"Promoter (<=1kb)",1,21344607,21358271,13665,1,"FBgn0032943","FBtr0273404",533
"677","chr2L",21375367,21375367,1,"*","SRR21146075_vs_SRR21146078_peak_677",2.4273,"Exon (FBtr0081517/FBgn0032945, exon 2 of 3)",1,21371227,21377995,6769,1,"FBgn0032945","FBtr0081517",4140
"678","chr2L",21418800,21418800,1,"*","SRR21146075_vs_SRR21146078_peak_678",2.81286,"Promoter (<=1kb)",1,21418835,21419167,333,1,"FBgn0053802","FBtr0091806",-35
"679","chr2L",21419276,21419276,1,"*","SRR21146075_vs_SRR21146078_peak_679",2.80284,"Promoter (<=1kb)",1,21418835,21419167,333,1,"FBgn0053802","FBtr0091806",441
"680","chr2L",21423763,21423763,1,"*","SRR21146075_vs_SRR21146078_peak_680",4.47064,"Promoter (<=1kb)",1,21423737,21424229,493,1,"FBgn0051618","FBtr0085893",26
"681","chr2L",21423887,21423887,1,"*","SRR21146075_vs_SRR21146078_peak_681",2.37616,"Promoter (<=1kb)",1,21423876,21423911,36,1,"FBgn0053727","FBtr0091725",11
"682","chr2L",21424142,21424142,1,"*","SRR21146075_vs_SRR21146078_peak_682",2.25478,"Promoter (<=1kb)",1,21423876,21423911,36,1,"FBgn0053727","FBtr0091725",266
"683","chr2L",21424232,21424232,1,"*","SRR21146075_vs_SRR21146078_peak_683",3.71285,"Promoter (<=1kb)",1,21423876,21423911,36,1,"FBgn0053727","FBtr0091725",356
"684","chr2L",21429569,21429569,1,"*","SRR21146075_vs_SRR21146078_peak_684",2.7286,"Promoter (<=1kb)",1,21429655,21430066,412,2,"FBgn0053907","FBtr0091911",497
"685","chr2L",21429717,21429717,1,"*","SRR21146075_vs_SRR21146078_peak_685",1.31245,"Promoter (<=1kb)",1,21429655,21430066,412,2,"FBgn0053907","FBtr0091911",349
"686","chr2L",21429832,21429832,1,"*","SRR21146075_vs_SRR21146078_peak_686",2.37453,"Promoter (<=1kb)",1,21429655,21430066,412,2,"FBgn0053907","FBtr0091911",234
"687","chr2L",21433818,21433818,1,"*","SRR21146075_vs_SRR21146078_peak_687",3.37995,"Promoter (<=1kb)",1,21433862,21434337,476,1,"FBgn0053808","FBtr0091812",-44
"688","chr2L",21433977,21433977,1,"*","SRR21146075_vs_SRR21146078_peak_688",2.37616,"Promoter (<=1kb)",1,21433984,21434019,36,1,"FBgn0053728","FBtr0091726",-7
"689","chr2L",21434379,21434379,1,"*","SRR21146075_vs_SRR21146078_peak_689",4.51745,"Promoter (<=1kb)",1,21433984,21434019,36,1,"FBgn0053728","FBtr0091726",395
"690","chr2L",21434696,21434696,1,"*","SRR21146075_vs_SRR21146078_peak_690",2.95477,"Promoter (<=1kb)",1,21434703,21435115,413,2,"FBgn0053905","FBtr0091909",419
"691","chr2L",21434839,21434839,1,"*","SRR21146075_vs_SRR21146078_peak_691",3.13666,"Promoter (<=1kb)",1,21434703,21435115,413,2,"FBgn0053905","FBtr0091909",276
"692","chr2L",21439665,21439665,1,"*","SRR21146075_vs_SRR21146078_peak_692",2.21489,"Promoter (<=1kb)",1,21439589,21440001,413,2,"FBgn0053903","FBtr0091907",336
"693","chr2L",21452981,21452981,1,"*","SRR21146075_vs_SRR21146078_peak_693",2.40409,"Promoter (<=1kb)",1,21452934,21453426,493,1,"FBgn0053814","FBtr0091818",47
"694","chr2L",21453275,21453275,1,"*","SRR21146075_vs_SRR21146078_peak_694",2.25478,"Promoter (<=1kb)",1,21453073,21453108,36,1,"FBgn0053729","FBtr0091727",202
"695","chr2L",21453529,21453529,1,"*","SRR21146075_vs_SRR21146078_peak_695",1.76276,"Promoter (<=1kb)",1,21453073,21453108,36,1,"FBgn0053729","FBtr0091727",456
"696","chr2L",21454040,21454040,1,"*","SRR21146075_vs_SRR21146078_peak_696",1.43188,"Promoter (<=1kb)",1,21453790,21454202,413,2,"FBgn0053901","FBtr0091905",162
"697","chr2L",21458397,21458397,1,"*","SRR21146075_vs_SRR21146078_peak_697",2.25478,"Promoter (<=1kb)",1,21458134,21458169,36,1,"FBgn0053730","FBtr0091728",263
"698","chr2L",21458548,21458548,1,"*","SRR21146075_vs_SRR21146078_peak_698",1.72568,"Promoter (<=1kb)",1,21458134,21458169,36,1,"FBgn0053730","FBtr0091728",414
"699","chr2L",21458688,21458688,1,"*","SRR21146075_vs_SRR21146078_peak_699",2.10584,"Promoter (<=1kb)",1,21458134,21458169,36,1,"FBgn0053730","FBtr0091728",554
"700","chr2L",21459010,21459010,1,"*","SRR21146075_vs_SRR21146078_peak_700",1.56839,"Promoter (<=1kb)",1,21458853,21459265,413,2,"FBgn0053899","FBtr0091903",255
"701","chr2L",21463193,21463193,1,"*","SRR21146075_vs_SRR21146078_peak_701",1.72568,"Promoter (<=1kb)",1,21463194,21463229,36,1,"FBgn0053731","FBtr0091729",-1
"702","chr2L",21464072,21464072,1,"*","SRR21146075_vs_SRR21146078_peak_702",3.23143,"Promoter (<=1kb)",1,21463913,21464325,413,2,"FBgn0053897","FBtr0091901",253
"703","chr2L",21467946,21467946,1,"*","SRR21146075_vs_SRR21146078_peak_703",2.95899,"Promoter (<=1kb)",1,21467375,21467969,595,2,"FBgn0053896","FBtr0091900",23
"704","chr2L",21468381,21468381,1,"*","SRR21146075_vs_SRR21146078_peak_704",1.80921,"Promoter (<=1kb)",1,21468237,21468272,36,1,"FBgn0053732","FBtr0091730",144
"705","chr2L",21468615,21468615,1,"*","SRR21146075_vs_SRR21146078_peak_705",3.39276,"Promoter (<=1kb)",1,21468237,21468272,36,1,"FBgn0053732","FBtr0091730",378
"706","chr2L",21469140,21469140,1,"*","SRR21146075_vs_SRR21146078_peak_706",1.40082,"Promoter (<=1kb)",1,21468956,21469368,413,2,"FBgn0053895","FBtr0091899",228
"707","chr2L",21473259,21473259,1,"*","SRR21146075_vs_SRR21146078_peak_707",3.80655,"Promoter (<=1kb)",1,21473280,21473315,36,1,"FBgn0053733","FBtr0091731",-21
"708","chr2L",21473682,21473682,1,"*","SRR21146075_vs_SRR21146078_peak_708",3.04694,"Promoter (<=1kb)",1,21473280,21473315,36,1,"FBgn0053733","FBtr0091731",402
"709","chr2L",21473851,21473851,1,"*","SRR21146075_vs_SRR21146078_peak_709",2.21489,"Promoter (<=1kb)",1,21473999,21474411,413,2,"FBgn0053893","FBtr0091897",560
"710","chr2L",21478780,21478780,1,"*","SRR21146075_vs_SRR21146078_peak_710",1.70627,"Promoter (<=1kb)",1,21478323,21478358,36,1,"FBgn0053734","FBtr0091732",457
"711","chr2L",21483209,21483209,1,"*","SRR21146075_vs_SRR21146078_peak_711",1.72568,"Promoter (<=1kb)",1,21483227,21483719,493,1,"FBgn0053832","FBtr0091836",-18
"712","chr2L",21483324,21483324,1,"*","SRR21146075_vs_SRR21146078_peak_712",3.23143,"Promoter (<=1kb)",1,21483366,21483401,36,1,"FBgn0053735","FBtr0091733",-42
"713","chr2L",21483961,21483961,1,"*","SRR21146075_vs_SRR21146078_peak_713",2.37616,"Promoter (<=1kb)",1,21484085,21484497,413,2,"FBgn0053889","FBtr0091893",536
"714","chr2L",21484042,21484042,1,"*","SRR21146075_vs_SRR21146078_peak_714",3.09026,"Promoter (<=1kb)",1,21484085,21484497,413,2,"FBgn0053889","FBtr0091893",455
"715","chr2L",21484199,21484199,1,"*","SRR21146075_vs_SRR21146078_peak_715",3.09026,"Promoter (<=1kb)",1,21484085,21484497,413,2,"FBgn0053889","FBtr0091893",298
"716","chr2L",21484371,21484371,1,"*","SRR21146075_vs_SRR21146078_peak_716",1.56839,"Promoter (<=1kb)",1,21484085,21484497,413,2,"FBgn0053889","FBtr0091893",126
"717","chr2L",21488524,21488524,1,"*","SRR21146075_vs_SRR21146078_peak_717",2.14333,"Promoter (<=1kb)",1,21488517,21488552,36,1,"FBgn0053736","FBtr0091734",7
"718","chr2L",21488936,21488936,1,"*","SRR21146075_vs_SRR21146078_peak_718",1.93817,"Promoter (<=1kb)",1,21488517,21488552,36,1,"FBgn0053736","FBtr0091734",419
"719","chr2L",21489441,21489441,1,"*","SRR21146075_vs_SRR21146078_peak_719",3.32819,"Promoter (<=1kb)",1,21489234,21489646,413,2,"FBgn0053887","FBtr0091891",205
"720","chr2L",21493530,21493530,1,"*","SRR21146075_vs_SRR21146078_peak_720",2.33335,"Promoter (<=1kb)",1,21493562,21493597,36,1,"FBgn0053737","FBtr0091735",-32
"721","chr2L",21494332,21494332,1,"*","SRR21146075_vs_SRR21146078_peak_721",2.21489,"Promoter (<=1kb)",1,21494279,21494691,413,2,"FBgn0053885","FBtr0091889",359
"722","chr2L",21494439,21494439,1,"*","SRR21146075_vs_SRR21146078_peak_722",2.37616,"Promoter (<=1kb)",1,21494279,21494691,413,2,"FBgn0053885","FBtr0091889",252
"723","chr2L",21499207,21499207,1,"*","SRR21146075_vs_SRR21146078_peak_723",3.37995,"Promoter (<=1kb)",1,21499324,21499736,413,2,"FBgn0053883","FBtr0091887",529
"724","chr2L",21503599,21503599,1,"*","SRR21146075_vs_SRR21146078_peak_724",3.62886,"Promoter (<=1kb)",1,21503660,21503695,36,1,"FBgn0053739","FBtr0091737",-61
"725","chr2L",21504331,21504331,1,"*","SRR21146075_vs_SRR21146078_peak_725",2.25478,"Promoter (<=1kb)",1,21504377,21504789,413,2,"FBgn0053881","FBtr0091885",458
"726","chr2L",21504648,21504648,1,"*","SRR21146075_vs_SRR21146078_peak_726",2.78458,"Promoter (<=1kb)",1,21504377,21504789,413,2,"FBgn0053881","FBtr0091885",141
"727","chr2L",21508408,21508408,1,"*","SRR21146075_vs_SRR21146078_peak_727",1.64242,"Promoter (<=1kb)",1,21507843,21508437,595,2,"FBgn0053880","FBtr0091884",29
"728","chr2L",21508565,21508565,1,"*","SRR21146075_vs_SRR21146078_peak_728",2.1793,"Promoter (<=1kb)",1,21508566,21509058,493,1,"FBgn0053847","FBtr0091851",-1
"729","chr2L",21509310,21509310,1,"*","SRR21146075_vs_SRR21146078_peak_729",1.43188,"Promoter (<=1kb)",1,21509422,21509834,413,2,"FBgn0053879","FBtr0091883",524
"730","chr2L",21509704,21509704,1,"*","SRR21146075_vs_SRR21146078_peak_730",2.09279,"Promoter (<=1kb)",1,21509422,21509834,413,2,"FBgn0053879","FBtr0091883",130
"731","chr2L",21513581,21513581,1,"*","SRR21146075_vs_SRR21146078_peak_731",2.53906,"Promoter (<=1kb)",1,21513610,21514102,493,1,"FBgn0053850","FBtr0091854",-29
"732","chr2L",21513871,21513871,1,"*","SRR21146075_vs_SRR21146078_peak_732",2.33335,"Promoter (<=1kb)",1,21513749,21513784,36,1,"FBgn0053741","FBtr0091739",122
"733","chr2L",21514012,21514012,1,"*","SRR21146075_vs_SRR21146078_peak_733",2.29339,"Promoter (<=1kb)",1,21513749,21513784,36,1,"FBgn0053741","FBtr0091739",263
"734","chr2L",21514079,21514079,1,"*","SRR21146075_vs_SRR21146078_peak_734",1.46618,"Promoter (<=1kb)",1,21513749,21513784,36,1,"FBgn0053741","FBtr0091739",330
"735","chr2L",21514367,21514367,1,"*","SRR21146075_vs_SRR21146078_peak_735",3.13666,"Promoter (<=1kb)",1,21514466,21514878,413,2,"FBgn0053877","FBtr0091881",511
"736","chr2L",21518657,21518657,1,"*","SRR21146075_vs_SRR21146078_peak_736",1.64242,"Promoter (<=1kb)",1,21518655,21519147,493,1,"FBgn0053853","FBtr0091857",2
"737","chr2L",21519008,21519008,1,"*","SRR21146075_vs_SRR21146078_peak_737",4.5924,"Promoter (<=1kb)",1,21518794,21518829,36,1,"FBgn0053742","FBtr0091740",214
"738","chr2L",21519750,21519750,1,"*","SRR21146075_vs_SRR21146078_peak_738",4.18435,"Promoter (<=1kb)",1,21519556,21520083,528,2,"FBgn0053875","FBtr0091879",333
"739","chr2L",21524117,21524117,1,"*","SRR21146075_vs_SRR21146078_peak_739",2.83992,"Promoter (<=1kb)",1,21523637,21523672,36,1,"FBgn0053743","FBtr0091741",480
"740","chr2L",21524201,21524201,1,"*","SRR21146075_vs_SRR21146078_peak_740",2.83992,"Promoter (<=1kb)",1,21523637,21523672,36,1,"FBgn0053743","FBtr0091741",564
"741","chr2L",21529384,21529384,1,"*","SRR21146075_vs_SRR21146078_peak_741",1.6774,"Promoter (<=1kb)",1,21529242,21529769,528,2,"FBgn0053871","FBtr0091875",385
"742","chr2L",21533277,21533277,1,"*","SRR21146075_vs_SRR21146078_peak_742",2.25478,"Promoter (<=1kb)",1,21533323,21533358,36,1,"FBgn0053745","FBtr0091743",-46
"743","chr2L",21533871,21533871,1,"*","SRR21146075_vs_SRR21146078_peak_743",2.69483,"Promoter (<=1kb)",1,21533323,21533358,36,1,"FBgn0053745","FBtr0091743",548
"744","chr2L",21538083,21538083,1,"*","SRR21146075_vs_SRR21146078_peak_744",3.5905,"Promoter (<=1kb)",1,21537505,21538099,595,2,"FBgn0053868","FBtr0091872",16
"745","chr2L",21539025,21539025,1,"*","SRR21146075_vs_SRR21146078_peak_745",2.33335,"Promoter (<=1kb)",1,21538367,21538402,36,1,"FBgn0053746","FBtr0091744",658
"746","chr2L",21553387,21553387,1,"*","SRR21146075_vs_SRR21146078_peak_746",2.79608,"Distal Intergenic",1,21542864,21543688,825,1,"FBgn0051614","FBtr0085895",10523
"747","chr2L",21588960,21588960,1,"*","SRR21146075_vs_SRR21146078_peak_747",4.26779,"Promoter (<=1kb)",1,21578292,21589423,11132,2,"FBgn0016919","FBtr0340651",463
"748","chr2L",21629230,21629230,1,"*","SRR21146075_vs_SRR21146078_peak_748",3.76606,"Promoter (<=1kb)",1,21626309,21629932,3624,2,"FBgn0022893","FBtr0100293",702
"749","chr2L",21828370,21828370,1,"*","SRR21146075_vs_SRR21146078_peak_749",1.67605,"Promoter (<=1kb)",1,21828593,21837011,8419,1,"FBgn0003866","FBtr0085906",-223
"750","chr2L",21828933,21828933,1,"*","SRR21146075_vs_SRR21146078_peak_750",2.00087,"Promoter (<=1kb)",1,21828593,21837011,8419,1,"FBgn0003866","FBtr0085906",340
"751","chr2L",21899614,21899614,1,"*","SRR21146075_vs_SRR21146078_peak_751",2.37616,"Promoter (1-2kb)",1,21896666,21898289,1624,2,"FBgn0032965","FBtr0085950",-1325
"752","chr2L",22143107,22143107,1,"*","SRR21146075_vs_SRR21146078_peak_752",1.72568,"Promoter (2-3kb)",1,22140121,22159611,19491,1,"FBgn0261802","FBtr0303272",2986
"753","chr2L",22146151,22146151,1,"*","SRR21146075_vs_SRR21146078_peak_753",2.86267,"Exon (FBtr0333742/FBgn0261802, exon 6 of 9)",1,22151623,22152640,1018,1,"FBgn0083973","FBtr0110947",-5472
"754","chr2L",22146333,22146333,1,"*","SRR21146075_vs_SRR21146078_peak_754",2.37616,"Exon (FBtr0333742/FBgn0261802, exon 6 of 9)",1,22151623,22152640,1018,1,"FBgn0083973","FBtr0110947",-5290
"755","chr2L",22146427,22146427,1,"*","SRR21146075_vs_SRR21146078_peak_755",1.31245,"Exon (FBtr0333742/FBgn0261802, exon 6 of 9)",1,22151623,22152640,1018,1,"FBgn0083973","FBtr0110947",-5196
"756","chr2L",22161477,22161477,1,"*","SRR21146075_vs_SRR21146078_peak_756",2.62958,"Intron (FBtr0333743/FBgn0261802, intron 9 of 9)",1,22165720,22169143,3424,2,"FBgn0032979","FBtr0100407",7666
"757","chr2R",1264530,1264530,1,"*","SRR21146075_vs_SRR21146078_peak_757",2.4273,"Promoter (<=1kb)",2,1264393,1267747,3355,1,"FBgn0058191","FBtr0113825",137
"758","chr2R",1596031,1596031,1,"*","SRR21146075_vs_SRR21146078_peak_758",2.37616,"Intron (FBtr0113761/FBgn0039993, intron 5 of 6)",2,1590570,1596457,5888,1,"FBgn0039993","FBtr0302409",5461
"759","chr2R",1681116,1681116,1,"*","SRR21146075_vs_SRR21146078_peak_759",2.1793,"Intron (FBtr0302582/FBgn0087011, intron 1 of 6)",2,1649616,1778937,129322,1,"FBgn0087011","FBtr0114112",31500
"760","chr2R",1907618,1907618,1,"*","SRR21146075_vs_SRR21146078_peak_760",1.43188,"Intron (FBtr0300103/FBgn0263780, intron 10 of 13)",2,1806864,1807342,479,2,"FBgn0085784","FBtr0114236",-100276
"761","chr2R",4783300,4783300,1,"*","SRR21146075_vs_SRR21146078_peak_761",2.79608,"Promoter (<=1kb)",2,4780311,4783646,3336,2,"FBgn0262970","FBtr0306722",346
"762","chr2R",5049572,5049572,1,"*","SRR21146075_vs_SRR21146078_peak_762",2.58527,"Distal Intergenic",2,5031995,5032795,801,2,"FBgn0264914","FBtr0334999",-16777
"763","chr2R",5056434,5056434,1,"*","SRR21146075_vs_SRR21146078_peak_763",1.80245,"Distal Intergenic",2,5065237,5070210,4974,2,"FBgn0013348","FBtr0310003",13776
"764","chr2R",5993081,5993081,1,"*","SRR21146075_vs_SRR21146078_peak_764",1.78058,"Promoter (<=1kb)",2,5992992,6012795,19804,1,"FBgn0264959","FBtr0335276",89
"765","chr2R",5993245,5993245,1,"*","SRR21146075_vs_SRR21146078_peak_765",2.37616,"Promoter (<=1kb)",2,5992992,6012795,19804,1,"FBgn0264959","FBtr0335276",253
"766","chr2R",6022380,6022380,1,"*","SRR21146075_vs_SRR21146078_peak_766",1.72568,"Promoter (<=1kb)",2,6020311,6023144,2834,2,"FBgn0033051","FBtr0335289",764
"767","chr2R",6022594,6022594,1,"*","SRR21146075_vs_SRR21146078_peak_767",1.64902,"Promoter (<=1kb)",2,6020311,6023144,2834,2,"FBgn0033051","FBtr0335289",550
"768","chr2R",6023171,6023171,1,"*","SRR21146075_vs_SRR21146078_peak_768",3.03554,"Promoter (<=1kb)",2,6020868,6023144,2277,2,"FBgn0033051","FBtr0086028",-27
"769","chr2R",6080404,6080404,1,"*","SRR21146075_vs_SRR21146078_peak_769",5.46306,"Promoter (<=1kb)",2,6078641,6080572,1932,2,"FBgn0033061","FBtr0086022",168
"770","chr2R",6115810,6115810,1,"*","SRR21146075_vs_SRR21146078_peak_770",2.40409,"Intron (FBtr0302439/FBgn0000546, intron 2 of 5)",2,6087873,6131841,43969,2,"FBgn0000546","FBtr0302439",16031
"771","chr2R",6115952,6115952,1,"*","SRR21146075_vs_SRR21146078_peak_771",2.37616,"Intron (FBtr0302439/FBgn0000546, intron 2 of 5)",2,6087873,6131841,43969,2,"FBgn0000546","FBtr0302439",15889
"772","chr2R",6121013,6121013,1,"*","SRR21146075_vs_SRR21146078_peak_772",2.37616,"Intron (FBtr0302439/FBgn0000546, intron 2 of 5)",2,6087873,6131841,43969,2,"FBgn0000546","FBtr0302439",10828
"773","chr2R",6121194,6121194,1,"*","SRR21146075_vs_SRR21146078_peak_773",3.03554,"Intron (FBtr0302439/FBgn0000546, intron 2 of 5)",2,6087873,6131841,43969,2,"FBgn0000546","FBtr0302439",10647
"774","chr2R",6125632,6125632,1,"*","SRR21146075_vs_SRR21146078_peak_774",1.67605,"Intron (FBtr0302439/FBgn0000546, intron 1 of 5)",2,6087873,6131841,43969,2,"FBgn0000546","FBtr0302439",6209
"775","chr2R",6125733,6125733,1,"*","SRR21146075_vs_SRR21146078_peak_775",1.71072,"Intron (FBtr0302439/FBgn0000546, intron 1 of 5)",2,6087873,6131841,43969,2,"FBgn0000546","FBtr0302439",6108
"776","chr2R",6125828,6125828,1,"*","SRR21146075_vs_SRR21146078_peak_776",2.76512,"Intron (FBtr0302439/FBgn0000546, intron 1 of 5)",2,6087873,6131841,43969,2,"FBgn0000546","FBtr0302439",6013
"777","chr2R",6125901,6125901,1,"*","SRR21146075_vs_SRR21146078_peak_777",2.27031,"Intron (FBtr0302439/FBgn0000546, intron 1 of 5)",2,6087873,6131841,43969,2,"FBgn0000546","FBtr0302439",5940
"778","chr2R",6133187,6133187,1,"*","SRR21146075_vs_SRR21146078_peak_778",1.79372,"Promoter (1-2kb)",2,6092277,6131922,39646,2,"FBgn0000546","FBtr0086011",-1265
"779","chr2R",6134331,6134331,1,"*","SRR21146075_vs_SRR21146078_peak_779",1.72568,"Promoter (2-3kb)",2,6092277,6131922,39646,2,"FBgn0000546","FBtr0086011",-2409
"780","chr2R",6135243,6135243,1,"*","SRR21146075_vs_SRR21146078_peak_780",1.92905,"Promoter (2-3kb)",2,6137303,6138411,1109,1,"FBgn0033063","FBtr0085978",-2060
"781","chr2R",6141627,6141627,1,"*","SRR21146075_vs_SRR21146078_peak_781",1.60316,"Promoter (<=1kb)",2,6142165,6142237,73,1,"FBgn0011958","FBtr0085979",-538
"782","chr2R",6141906,6141906,1,"*","SRR21146075_vs_SRR21146078_peak_782",2.42851,"Promoter (<=1kb)",2,6142165,6142237,73,1,"FBgn0011958","FBtr0085979",-259
"783","chr2R",6158775,6158775,1,"*","SRR21146075_vs_SRR21146078_peak_783",3.80164,"Promoter (<=1kb)",2,6158597,6159635,1039,1,"FBgn0264505","FBtr0344875",178
"784","chr2R",6158990,6158990,1,"*","SRR21146075_vs_SRR21146078_peak_784",1.72568,"Promoter (<=1kb)",2,6158597,6159635,1039,1,"FBgn0264505","FBtr0344875",393
"785","chr2R",6249623,6249623,1,"*","SRR21146075_vs_SRR21146078_peak_785",3.27685,"Exon (FBtr0085995/FBgn0286511, exon 2 of 9)",2,6245512,6255266,9755,1,"FBgn0286511","FBtr0336520",4111
"786","chr2R",6460242,6460242,1,"*","SRR21146075_vs_SRR21146078_peak_786",1.72568,"Distal Intergenic",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",41530
"787","chr2R",6498911,6498911,1,"*","SRR21146075_vs_SRR21146078_peak_787",1.72568,"Promoter (2-3kb)",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",2861
"788","chr2R",6501633,6501633,1,"*","SRR21146075_vs_SRR21146078_peak_788",2.37616,"Promoter (<=1kb)",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",139
"789","chr2R",6501897,6501897,1,"*","SRR21146075_vs_SRR21146078_peak_789",3.13684,"Promoter (<=1kb)",2,6502006,6619382,117377,1,"FBgn0086655","FBtr0114365",-109
"790","chr2R",6503344,6503344,1,"*","SRR21146075_vs_SRR21146078_peak_790",1.4045,"Promoter (1-2kb)",2,6502006,6619382,117377,1,"FBgn0086655","FBtr0114365",1338
"791","chr2R",6547389,6547389,1,"*","SRR21146075_vs_SRR21146078_peak_791",3.09094,"Intron (FBtr0114365/FBgn0086655, intron 1 of 6)",2,6532595,6533595,1001,2,"FBgn0264506","FBtr0332951",-13794
"792","chr2R",6610339,6610339,1,"*","SRR21146075_vs_SRR21146078_peak_792",2.79608,"Promoter (<=1kb)",2,6610487,6619382,8896,1,"FBgn0086655","FBtr0114364",-148
"793","chr2R",6610534,6610534,1,"*","SRR21146075_vs_SRR21146078_peak_793",2.06963,"Promoter (<=1kb)",2,6610487,6621792,11306,1,"FBgn0086655","FBtr0332950",47
"794","chr2R",6627378,6627378,1,"*","SRR21146075_vs_SRR21146078_peak_794",2.79608,"Promoter (2-3kb)",2,6623832,6624577,746,2,"FBgn0053919","FBtr0091923",-2801
"795","chr2R",6652089,6652089,1,"*","SRR21146075_vs_SRR21146078_peak_795",1.5303,"Promoter (1-2kb)",2,6653217,6655267,2051,1,"FBgn0050443","FBtr0086109",-1128
"796","chr2R",6662784,6662784,1,"*","SRR21146075_vs_SRR21146078_peak_796",3.03554,"Promoter (<=1kb)",2,6662270,6668085,5816,1,"FBgn0284249","FBtr0086113",514
"797","chr2R",6663347,6663347,1,"*","SRR21146075_vs_SRR21146078_peak_797",1.67605,"Promoter (<=1kb)",2,6663395,6664195,801,2,"FBgn0266621","FBtr0344904",848
"798","chr2R",6664046,6664046,1,"*","SRR21146075_vs_SRR21146078_peak_798",2.37616,"Promoter (<=1kb)",2,6663395,6664195,801,2,"FBgn0266621","FBtr0344904",149
"799","chr2R",6674049,6674049,1,"*","SRR21146075_vs_SRR21146078_peak_799",2.79608,"Promoter (<=1kb)",2,6673604,6675061,1458,1,"FBgn0033088","FBtr0086119",445
"800","chr2R",6696629,6696629,1,"*","SRR21146075_vs_SRR21146078_peak_800",1.95724,"Promoter (<=1kb)",2,6695114,6696661,1548,2,"FBgn0259483","FBtr0086141",32
"801","chr2R",6702324,6702324,1,"*","SRR21146075_vs_SRR21146078_peak_801",1.31245,"Intron (FBtr0302166/FBgn0033095, intron 3 of 6)",2,6707163,6707273,111,2,"FBgn0263518","FBtr0309586",4949
"802","chr2R",6715376,6715376,1,"*","SRR21146075_vs_SRR21146078_peak_802",1.36796,"Promoter (<=1kb)",2,6700221,6715892,15672,2,"FBgn0033095","FBtr0086140",516
"803","chr2R",6715581,6715581,1,"*","SRR21146075_vs_SRR21146078_peak_803",2.00142,"Promoter (<=1kb)",2,6700221,6715892,15672,2,"FBgn0033095","FBtr0086140",311
"804","chr2R",6724238,6724238,1,"*","SRR21146075_vs_SRR21146078_peak_804",3.43081,"Intron (FBtr0086137/FBgn0010482, intron 18 of 25)",2,6718196,6719533,1338,2,"FBgn0033097","FBtr0306802",-4705
"805","chr2R",6750925,6750925,1,"*","SRR21146075_vs_SRR21146078_peak_805",1.67772,"Promoter (<=1kb)",2,6751644,6756300,4657,1,"FBgn0027066","FBtr0332939",-719
"806","chr2R",6751088,6751088,1,"*","SRR21146075_vs_SRR21146078_peak_806",3.24701,"Promoter (<=1kb)",2,6751644,6756300,4657,1,"FBgn0027066","FBtr0332939",-556
"807","chr2R",6788485,6788485,1,"*","SRR21146075_vs_SRR21146078_peak_807",3.03554,"Promoter (<=1kb)",2,6761913,6789023,27111,2,"FBgn0085421","FBtr0112636",538
"808","chr2R",6788646,6788646,1,"*","SRR21146075_vs_SRR21146078_peak_808",3.13666,"Promoter (<=1kb)",2,6761913,6789023,27111,2,"FBgn0085421","FBtr0112636",377
"809","chr2R",6795375,6795375,1,"*","SRR21146075_vs_SRR21146078_peak_809",2.37616,"Intron (FBtr0329849/FBgn0085421, intron 2 of 19)",2,6759715,6798941,39227,2,"FBgn0085421","FBtr0329849",3566
"810","chr2R",6798329,6798329,1,"*","SRR21146075_vs_SRR21146078_peak_810",2.37616,"Promoter (<=1kb)",2,6759715,6798941,39227,2,"FBgn0085421","FBtr0329849",612
"811","chr2R",6811819,6811819,1,"*","SRR21146075_vs_SRR21146078_peak_811",6.34484,"Promoter (<=1kb)",2,6811788,6818199,6412,1,"FBgn0265003","FBtr0335514",31
"812","chr2R",6869636,6869636,1,"*","SRR21146075_vs_SRR21146078_peak_812",3.5905,"Promoter (1-2kb)",2,6862260,6867795,5536,2,"FBgn0265935","FBtr0336654",-1841
"813","chr2R",6870621,6870621,1,"*","SRR21146075_vs_SRR21146078_peak_813",1.72568,"Promoter (2-3kb)",2,6862001,6872718,10718,2,"FBgn0265935","FBtr0086207",2097
"814","chr2R",6896094,6896094,1,"*","SRR21146075_vs_SRR21146078_peak_814",3.20873,"Intron (FBtr0086165/FBgn0050158, intron 2 of 7)",2,6891760,6922613,30854,1,"FBgn0050158","FBtr0086165",4334
"815","chr2R",6922936,6922936,1,"*","SRR21146075_vs_SRR21146078_peak_815",4.68576,"Promoter (<=1kb)",2,6923366,6924681,1316,1,"FBgn0033117","FBtr0336741",-430
