name,chrom,chromStart,chromEnd,score,strand,signalValue,pValue,qValue,peak,annotation,geneStart,geneEnd,geneLength,geneId,transcriptId,distanceToTSS,gene,gene_start,gene_end
SRR21146074_vs_SRR21146077_peak_1532,2R,18689999,18690069,14,.,3.82527,4.26211,1.41832,7,Promoter (1-2kb),18688622,18701740,13119,FBgn0262103,FBtr0304024,1385,Sik3,18688132.0,18705805.0
SRR21146074_vs_SRR21146077_peak_1533,2R,18690207,18690261,24,.,4.5388,5.57406,2.40616,47,Promoter (1-2kb),18688622,18701740,13119,FBgn0262103,FBtr0304024,1633,Sik3,18688132.0,18705805.0
SRR21146074_vs_SRR21146077_peak_1534,2R,18692576,18692635,19,.,4.08267,4.98931,1.99222,58,5' UTR,18696585,18697345,761,FBgn0034377,FBtr0086605,-3950,Sik3,18688132.0,18705805.0
SRR21146074_vs_SRR21146077_peak_1535,2R,18695568,18695729,47,.,6.70032,8.56957,4.77344,66,Promoter (<=1kb),18696585,18697345,761,FBgn0034377,FBtr0086605,-950,Sik3,18688132.0,18705805.0
SRR21146074_vs_SRR21146077_peak_1536,2R,18695800,18695855,25,.,4.72056,5.78009,2.58369,21,Promoter (<=1kb),18696585,18697345,761,FBgn0034377,FBtr0086605,-763,Sik3,18688132.0,18705805.0
SRR21146074_vs_SRR21146077_peak_1537,2R,18695915,18695938,23,.,4.53504,5.46836,2.31712,4,Promoter (<=1kb),18696585,18697345,761,FBgn0034377,FBtr0086605,-665,Sik3,18688132.0,18705805.0
SRR21146074_vs_SRR21146077_peak_1538,2R,18718410,18718446,43,.,6.31768,7.94049,4.30498,32,Promoter (<=1kb),18718114,18754675,36562,FBgn0053147,FBtr0345672,329,Hs3st-A,18718114.0,18754675.0
SRR21146074_vs_SRR21146077_peak_1539,2R,18718511,18718564,26,.,4.5305,5.94877,2.6805,52,Promoter (<=1kb),18718114,18754675,36562,FBgn0053147,FBtr0345672,450,Hs3st-A,18718114.0,18754675.0
SRR21146074_vs_SRR21146077_peak_1540,2R,18718653,18718674,19,.,4.08267,4.98931,1.99222,1,Promoter (<=1kb),18718114,18754675,36562,FBgn0053147,FBtr0345672,541,Hs3st-A,18718114.0,18754675.0
SRR21146074_vs_SRR21146077_peak_1541,2R,18769969,18770388,49,.,6.1141,8.83892,4.99931,358,Promoter (<=1kb),18770131,18770212,82,FBgn0050229,FBtr0086611,197,Mctp,18761758.0,18774824.0
SRR21146074_vs_SRR21146077_peak_1542,2R,18770517,18770567,25,.,4.60751,5.76512,2.57233,31,Promoter (<=1kb),18770131,18770212,82,FBgn0050229,FBtr0086611,418,Mctp,18761758.0,18774824.0
SRR21146074_vs_SRR21146077_peak_1543,2R,18801045,18801164,17,.,3.06613,4.70046,1.78014,24,Promoter (1-2kb),18796975,18802405,5431,FBgn0010651,FBtr0345426,1335,MFS14,18796975.0,18803727.0
SRR21146074_vs_SRR21146077_peak_1544,2R,18803551,18803789,13,.,2.70439,4.1611,1.33403,59,Promoter (<=1kb),18797264,18803727,6464,FBgn0010651,FBtr0086634,116,intergenic,,
SRR21146074_vs_SRR21146077_peak_1545,2R,18804232,18804590,79,.,8.38662,12.41728,7.99915,165,Promoter (<=1kb),18797264,18803727,6464,FBgn0010651,FBtr0086634,-671,intergenic,,
SRR21146074_vs_SRR21146077_peak_1546,2R,18807227,18807450,26,.,3.4244,5.94584,2.6805,108,Promoter (1-2kb),18805595,18807195,1601,FBgn0265661,FBtr0340529,1741,intergenic,,
SRR21146074_vs_SRR21146077_peak_1547,2R,18810029,18810132,47,.,6.06087,8.50135,4.76834,77,Promoter (1-2kb),18808356,18811460,3105,FBgn0034394,FBtr0086633,1353,CG15096,18808356.0,18815019.0
SRR21146074_vs_SRR21146077_peak_1548,2R,18860743,18860782,26,.,4.5305,5.94877,2.6805,35,Promoter (1-2kb),18860375,18862078,1704,FBgn0034406,FBtr0086622,1299,asRNA:CR46485,18853372.0,18861263.0
SRR21146074_vs_SRR21146077_peak_1549,2R,19029183,19029272,16,.,3.91347,4.50747,1.61832,28,Promoter (<=1kb),19030009,19030250,242,FBgn0263083,FBtr0307099,-797,5-HT1B,19022325.0,19032642.0
SRR21146074_vs_SRR21146077_peak_1550,2R,19075919,19075962,30,.,4.78875,6.33939,3.00942,42,"Intron (FBtr0086577/FBgn0004168, intron 1 of 10)",19067155,19121958,54804,FBgn0004168,FBtr0474126,8807,5-HT1A,19067155.0,19121958.0
SRR21146074_vs_SRR21146077_peak_1551,2R,19123952,19124115,32,.,4.51311,6.6833,3.29812,92,Promoter (1-2kb),19122231,19125218,2988,FBgn0034417,FBtr0340458,1173,CG15117,19122231.0,19129300.0
SRR21146074_vs_SRR21146077_peak_1552,2R,19168304,19168313,21,.,4.47927,5.25615,2.13384,8,Promoter (1-2kb),19170223,19177082,6860,FBgn0034420,FBtr0086588,-1910,CG10737,19164143.0,19178223.0
SRR21146074_vs_SRR21146077_peak_1553,2R,19168408,19168562,49,.,6.82431,8.78247,4.95179,148,Promoter (1-2kb),19170223,19177082,6860,FBgn0034420,FBtr0086588,-1666,CG10737,19164143.0,19178223.0
SRR21146074_vs_SRR21146077_peak_1554,2R,19178616,19178630,27,.,4.86265,6.02764,2.74592,6,Promoter (<=1kb),19178738,19227193,48456,FBgn0263395,FBtr0086503,-115,intergenic,,
SRR21146074_vs_SRR21146077_peak_1555,2R,19178704,19178727,25,.,4.72056,5.78009,2.58369,21,Promoter (<=1kb),19178738,19227193,48456,FBgn0263395,FBtr0086503,-12,intergenic,,
SRR21146074_vs_SRR21146077_peak_1556,2R,19178801,19178840,25,.,4.72056,5.78009,2.58369,38,Promoter (<=1kb),19178738,19227193,48456,FBgn0263395,FBtr0340456,102,hppy,19178738.0,19227193.0
SRR21146074_vs_SRR21146077_peak_1557,2R,19181027,19181052,14,.,3.81953,4.24701,1.40707,16,Promoter (2-3kb),19178738,19227193,48456,FBgn0263395,FBtr0340456,2306,hppy,19178738.0,19227193.0
SRR21146074_vs_SRR21146077_peak_1558,2R,19288430,19288466,22,.,4.53666,5.36281,2.22649,7,Promoter (<=1kb),19287983,19288995,1013,FBgn0034428,FBtr0300592,455,AANATL6,19287983.0,19288995.0
SRR21146074_vs_SRR21146077_peak_1559,2R,19292081,19292449,21,.,3.24527,5.31046,2.18162,140,Promoter (<=1kb),19291105,19292196,1092,FBgn0034430,FBtr0086560,-26,intergenic,,
SRR21146074_vs_SRR21146077_peak_1560,2R,19293309,19293720,32,.,4.51311,6.6833,3.29812,119,Promoter (<=1kb),19292529,19304508,11980,FBgn0086358,FBtr0331925,900,Tab2,19292529.0,19304508.0
SRR21146074_vs_SRR21146077_peak_1561,2R,19299611,19299799,17,.,2.85367,4.70182,1.78036,57,Promoter (1-2kb),19298243,19304024,5782,FBgn0086358,FBtr0305333,1426,Tab2,19292529.0,19304508.0
SRR21146074_vs_SRR21146077_peak_1562,2R,19300143,19300188,25,.,3.72901,5.68397,2.50325,18,Promoter (1-2kb),19298243,19304024,5782,FBgn0086358,FBtr0305333,1919,Tab2,19292529.0,19304508.0
SRR21146074_vs_SRR21146077_peak_1563,2R,19303065,19303186,14,.,3.61745,4.33257,1.4719,109,Promoter (1-2kb),19305172,19307184,2013,FBgn0034432,FBtr0300283,-1997,Tab2,19292529.0,19304508.0
SRR21146074_vs_SRR21146077_peak_1564,2R,19315927,19316148,78,.,7.33758,12.23023,7.82175,25,"Intron (FBtr0334284/FBgn0264753, intron 6 of 10)",19307447,19310665,3219,FBgn0034433,FBtr0113098,-5288,Rgk1,19311148.0,19356525.0
SRR21146074_vs_SRR21146077_peak_1565,2R,19326879,19326892,47,.,5.72784,8.58517,4.77344,7,Promoter (1-2kb),19312393,19325496,13104,FBgn0264753,FBtr0334282,-1391,Rgk1,19311148.0,19356525.0
SRR21146074_vs_SRR21146077_peak_1566,2R,19356748,19357356,48,.,6.58516,8.69921,4.87649,402,Promoter (<=1kb),19357532,19362373,4842,FBgn0034436,FBtr0086519,-381,intergenic,,
SRR21146074_vs_SRR21146077_peak_1567,2R,19358883,19359000,37,.,5.68483,7.33172,3.77524,2,Promoter (<=1kb),19358316,19363124,4809,FBgn0034436,FBtr0308495,570,CG11961,19357532.0,19363124.0
SRR21146074_vs_SRR21146077_peak_1568,2R,19359150,19359241,26,.,4.5305,5.94877,2.6805,5,Promoter (<=1kb),19358316,19363124,4809,FBgn0034436,FBtr0308495,840,CG11961,19357532.0,19363124.0
SRR21146074_vs_SRR21146077_peak_1569,2R,19373296,19373364,27,.,4.84715,5.98439,2.70764,1,Promoter (<=1kb),19367248,19373243,5996,FBgn0034438,FBtr0086555,-55,CG9416,19367248.0,19373702.0
SRR21146074_vs_SRR21146077_peak_1570,2R,19390965,19391046,33,.,4.92297,6.85819,3.37855,44,Promoter (<=1kb),19390128,19391900,1773,FBgn0034442,FBtr0086525,882,CG11257,19390128.0,19391900.0
SRR21146074_vs_SRR21146077_peak_1571,2R,19391216,19391226,62,.,6.53271,10.3788,6.26802,3,Promoter (1-2kb),19390128,19391900,1773,FBgn0034442,FBtr0086525,1092,CG11257,19390128.0,19391900.0
SRR21146074_vs_SRR21146077_peak_1572,2R,19395199,19395767,170,.,12.69793,23.09064,17.09214,338,Promoter (<=1kb),19391863,19395971,4109,FBgn0261439,FBtr0086552,433,SdhA,19391863.0,19395971.0
SRR21146074_vs_SRR21146077_peak_1573,2R,19436638,19436728,31,.,4.82673,6.47629,3.12525,88,Promoter (<=1kb),19430659,19437193,6535,FBgn0020440,FBtr0086544,466,Fak,19430659.0,19437259.0
SRR21146074_vs_SRR21146077_peak_1574,2R,19448987,19449001,17,.,4.15466,4.67781,1.76369,1,Promoter (<=1kb),19447319,19449599,2281,FBgn0284243,FBtr0086537,610,betaTub56D,19447319.0,19451600.0
SRR21146074_vs_SRR21146077_peak_1575,2R,19449082,19449203,17,.,4.13772,4.64326,1.73296,16,Promoter (<=1kb),19447319,19449599,2281,FBgn0284243,FBtr0086537,500,betaTub56D,19447319.0,19451600.0
SRR21146074_vs_SRR21146077_peak_1576,2R,19459881,19459938,19,.,4.08267,4.98931,1.99222,56,Promoter (2-3kb),19462502,19467813,5312,FBgn0260934,FBtr0100393,-2564,par-1,19456170.0,19485686.0
SRR21146074_vs_SRR21146077_peak_1577,2R,19462363,19462670,13,.,2.70439,4.1611,1.33403,104,Promoter (<=1kb),19462502,19467813,5312,FBgn0260934,FBtr0100393,-34,par-1,19456170.0,19485686.0
SRR21146074_vs_SRR21146077_peak_1578,2R,19467499,19467894,23,.,3.60875,5.46828,2.31712,174,Promoter (<=1kb),19467466,19484473,17008,FBgn0260934,FBtr0301503,208,par-1,19456170.0,19485686.0
SRR21146074_vs_SRR21146077_peak_1579,2R,19468395,19468478,27,.,4.74729,6.02366,2.74312,1,Promoter (<=1kb),19467466,19484473,17008,FBgn0260934,FBtr0301503,931,par-1,19456170.0,19485686.0
SRR21146074_vs_SRR21146077_peak_1580,2R,19506557,19506806,19,.,4.08267,4.98931,1.99222,200,Promoter (<=1kb),19506339,19506410,72,FBgn0050223,FBtr0086498,-348,intergenic,,
SRR21146074_vs_SRR21146077_peak_1581,2R,19506874,19506923,26,.,4.7817,5.84625,2.64219,13,Promoter (<=1kb),19506339,19506410,72,FBgn0050223,FBtr0086498,-478,intergenic,,
SRR21146074_vs_SRR21146077_peak_1582,2R,19566053,19566102,20,.,4.1181,5.20992,2.09441,2,Promoter (<=1kb),19530297,19566167,35871,FBgn0003435,FBtr0110898,111,sm,19517864.0,19631508.0
SRR21146074_vs_SRR21146077_peak_1583,2R,19684580,19684589,38,.,5.56222,7.42374,3.8541,2,Promoter (<=1kb),19683495,19684195,701,FBgn0265698,FBtr0340597,-388,intergenic,,
SRR21146074_vs_SRR21146077_peak_1584,2R,19685369,19685461,63,.,6.98612,10.42088,6.30629,42,Promoter (1-2kb),19683495,19684195,701,FBgn0265698,FBtr0340597,-1217,intergenic,,
SRR21146074_vs_SRR21146077_peak_1585,2R,19723522,19723638,19,.,4.08267,4.98931,1.99222,0,Promoter (2-3kb),19725620,19725691,72,FBgn0050452,FBtr0086449,2168,intergenic,,
SRR21146074_vs_SRR21146077_peak_1586,2R,19726873,19726910,15,.,3.86593,4.37199,1.50483,2,Promoter (<=1kb),19727098,19727152,55,FBgn0065076,FBtr0091934,276,intergenic,,
SRR21146074_vs_SRR21146077_peak_1587,2R,19727050,19727080,14,.,3.82527,4.26211,1.41832,3,Promoter (<=1kb),19727098,19727152,55,FBgn0065076,FBtr0091934,98,intergenic,,
SRR21146074_vs_SRR21146077_peak_1588,2R,19826920,19826929,22,.,4.50972,5.42672,2.28158,1,Promoter (<=1kb),19826578,19832973,6396,FBgn0034476,FBtr0086336,344,Toll-7,19826578.0,19832973.0
SRR21146074_vs_SRR21146077_peak_1589,2R,20075263,20075298,34,.,5.34534,6.94477,3.44332,4,Distal Intergenic,20084960,20086695,1736,FBgn0265843,FBtr0342684,-9692,intergenic,,
SRR21146074_vs_SRR21146077_peak_1590,2R,20111337,20111469,26,.,4.5305,5.94877,2.6805,55,Promoter (<=1kb),20111511,20116932,5422,FBgn0004364,FBtr0086309,-118,intergenic,,
SRR21146074_vs_SRR21146077_peak_1591,2R,20131853,20131917,40,.,5.68387,7.68902,4.08315,62,Distal Intergenic,20136959,20137162,204,FBgn0265845,FBtr0342689,5246,intergenic,,
SRR21146074_vs_SRR21146077_peak_1592,2R,20218127,20218136,33,.,4.92297,6.85819,3.37855,6,Distal Intergenic,20221395,20222157,763,FBgn0266972,FBtr0345870,4023,intergenic,,
SRR21146074_vs_SRR21146077_peak_1593,2R,20315008,20315029,14,.,3.82527,4.26211,1.41832,0,Promoter (<=1kb),20315295,20315995,701,FBgn0265853,FBtr0342678,-286,CG13868,20308777.0,20316917.0
SRR21146074_vs_SRR21146077_peak_1594,2R,20320845,20321096,26,.,4.97833,5.94877,2.6805,121,Promoter (<=1kb),20320994,20325973,4980,FBgn0027529,FBtr0309253,-27,tapas,20319180.0,20325973.0
SRR21146074_vs_SRR21146077_peak_1595,2R,20362784,20362841,19,.,4.08267,4.98931,1.99222,1,Distal Intergenic,20354108,20355067,960,FBgn0034507,FBtr0290122,-7719,intergenic,,
SRR21146074_vs_SRR21146077_peak_1596,2R,20533021,20533039,20,.,4.1181,5.20992,2.09441,1,Promoter (<=1kb),20533359,20533934,576,FBgn0050154,FBtr0086215,-336,intergenic,,
SRR21146074_vs_SRR21146077_peak_1597,2R,20533289,20533366,33,.,4.92297,6.85819,3.37855,2,Promoter (<=1kb),20533359,20533934,576,FBgn0050154,FBtr0086215,-67,intergenic,,
SRR21146074_vs_SRR21146077_peak_1598,2R,20533457,20533476,33,.,4.92297,6.85819,3.37855,2,Promoter (<=1kb),20533359,20533934,576,FBgn0050154,FBtr0086215,101,CG30154,20533359.0,20533934.0
SRR21146074_vs_SRR21146077_peak_1599,2R,20534438,20534480,47,.,5.72784,8.58517,4.77344,35,Promoter (<=1kb),20534509,20535377,869,FBgn0034512,FBtr0086216,-35,Bbd,20534245.0,20535835.0
SRR21146074_vs_SRR21146077_peak_1600,2R,20534765,20534774,62,.,6.53271,10.3788,6.26802,3,Promoter (<=1kb),20534509,20535377,869,FBgn0034512,FBtr0086216,260,Bbd,20534245.0,20535835.0
SRR21146074_vs_SRR21146077_peak_1601,2R,20581911,20581982,28,.,4.91442,6.13106,2.83366,54,Promoter (<=1kb),20563034,20582132,19099,FBgn0028622,FBtr0086258,166,qsm,20563034.0,20583591.0
SRR21146074_vs_SRR21146077_peak_1602,2R,20582184,20582324,36,.,5.45362,7.17157,3.63262,82,Promoter (<=1kb),20563034,20582132,19099,FBgn0028622,FBtr0086258,-135,qsm,20563034.0,20583591.0
SRR21146074_vs_SRR21146077_peak_1603,2R,20582446,20582464,17,.,4.16603,4.7012,1.78014,7,Promoter (<=1kb),20563034,20582132,19099,FBgn0028622,FBtr0086258,-322,qsm,20563034.0,20583591.0
SRR21146074_vs_SRR21146077_peak_1604,2R,20697083,20697127,30,.,4.9819,6.40729,3.06733,40,Promoter (1-2kb),20698483,20749703,51221,FBgn0040726,FBtr0344877,-1359,intergenic,,
SRR21146074_vs_SRR21146077_peak_1605,2R,20701734,20701778,20,.,4.06987,5.02241,2.01553,4,"Intron (FBtr0344877/FBgn0040726, intron 1 of 7)",20698483,20750442,51960,FBgn0040726,FBtr0086238,3256,dpr1,20698483.0,20750442.0
SRR21146074_vs_SRR21146077_peak_1606,2R,20964597,20964606,13,.,3.79674,4.188,1.3546,0,Distal Intergenic,20954668,20960909,6242,FBgn0008636,FBtr0071556,-3689,intergenic,,
SRR21146074_vs_SRR21146077_peak_1607,2R,21040485,21040540,42,.,6.05599,7.88423,4.25454,21,Distal Intergenic,21029295,21030041,747,FBgn0266641,FBtr0344935,-10466,intergenic,,
SRR21146074_vs_SRR21146077_peak_1608,2R,21040603,21040743,14,.,3.61745,4.33257,1.4719,16,Distal Intergenic,21029295,21030041,747,FBgn0266641,FBtr0344935,-10579,intergenic,,
SRR21146074_vs_SRR21146077_peak_1609,2R,21044424,21044637,23,.,3.60875,5.46828,2.31712,110,Distal Intergenic,21049654,21057197,7544,FBgn0003391,FBtr0071546,12662,intergenic,,
SRR21146074_vs_SRR21146077_peak_1610,2R,21128051,21128104,21,.,4.09075,5.27071,2.14694,50,Promoter (<=1kb),21123735,21128510,4776,FBgn0020312,FBtr0071637,408,Tmtc3,21123735.0,21128510.0
SRR21146074_vs_SRR21146077_peak_1611,2R,21128383,21128465,25,.,4.41354,5.76742,2.5737,60,Promoter (<=1kb),21123735,21128510,4776,FBgn0020312,FBtr0071637,66,Tmtc3,21123735.0,21128510.0
SRR21146074_vs_SRR21146077_peak_1612,2R,21135384,21135406,19,.,4.08267,4.98931,1.99222,16,"Intron (FBtr0342874/FBgn0034590, intron 2 of 5)",21129463,21139795,10333,FBgn0034590,FBtr0342874,4394,Magi,21129463.0,21142261.0
SRR21146074_vs_SRR21146077_peak_1613,2R,21144723,21144861,33,.,4.80931,6.78722,3.37855,63,Promoter (1-2kb),21143549,21145750,2202,FBgn0021872,FBtr0310044,1238,Xbp1,21143545.0,21145750.0
SRR21146074_vs_SRR21146077_peak_1614,2R,21145930,21146125,23,.,4.53504,5.46836,2.31712,3,Promoter (<=1kb),21146203,21147608,1406,FBgn0026582,FBtr0071573,-269,intergenic,,
SRR21146074_vs_SRR21146077_peak_1615,2R,21179878,21179910,36,.,5.45362,7.17157,3.63262,3,Promoter (<=1kb),21179119,21182608,3490,FBgn0003162,FBtr0071579,763,Pu,21175315.0,21182608.0
SRR21146074_vs_SRR21146077_peak_1616,2R,21204544,21204612,48,.,6.06817,8.70091,4.87649,64,Promoter (1-2kb),21203366,21209889,6524,FBgn0265191,FBtr0339093,1243,CG44245,21200483.0,21212969.0
SRR21146074_vs_SRR21146077_peak_1617,2R,21204675,21204891,72,.,7.39674,11.47797,7.2318,44,Promoter (1-2kb),21203366,21209889,6524,FBgn0265191,FBtr0339093,1354,CG44245,21200483.0,21212969.0
SRR21146074_vs_SRR21146077_peak_1618,2R,21216244,21216304,15,.,3.8955,4.45532,1.57477,0,Promoter (1-2kb),21212880,21214972,2093,FBgn0027073,FBtr0071625,-1273,Ugt49C1,21215435.0,21217779.0
SRR21146074_vs_SRR21146077_peak_1619,2R,21236965,21236997,19,.,4.26355,4.87313,1.92221,29,"Intron (FBtr0071622/FBgn0034606, intron 2 of 7)",21217856,21223854,5999,FBgn0034606,FBtr0071623,-13141,ASPP,21217856.0,21251150.0
SRR21146074_vs_SRR21146077_peak_1620,2R,21255391,21255401,34,.,5.6993,6.99083,3.47795,3,Promoter (<=1kb),21255165,21280995,25831,FBgn0085426,FBtr0342883,230,Rgk3,21255165.0,21280995.0
SRR21146074_vs_SRR21146077_peak_1621,2R,21255525,21255563,34,.,5.42617,6.95302,3.44332,1,Promoter (<=1kb),21255798,21280373,24576,FBgn0085426,FBtr0112646,-271,Rgk3,21255165.0,21280995.0
SRR21146074_vs_SRR21146077_peak_1622,2R,21290029,21290591,54,.,5.40878,9.31879,5.41466,417,Promoter (<=1kb),21285248,21290343,5096,FBgn0034612,FBtr0071619,-104,intergenic,,
SRR21146074_vs_SRR21146077_peak_1623,2R,21299296,21299491,49,.,6.62132,8.75641,4.92735,63,Promoter (<=1kb),21299219,21310411,11193,FBgn0261554,FBtr0302706,141,CG42672,21295652.0,21310411.0
SRR21146074_vs_SRR21146077_peak_1624,2R,21312408,21312417,33,.,5.24129,6.73511,3.34154,2,Promoter (<=1kb),21312399,21319569,7171,FBgn0034618,FBtr0310327,12,CG9485,21312399.0,21319569.0
SRR21146074_vs_SRR21146077_peak_1625,2R,21312599,21312632,34,.,5.34888,6.95204,3.44332,30,Promoter (<=1kb),21312674,21319569,6896,FBgn0034618,FBtr0071599,-44,CG9485,21312399.0,21319569.0
SRR21146074_vs_SRR21146077_peak_1626,2R,21313317,21313565,13,.,2.70439,4.1611,1.33403,121,Promoter (<=1kb),21313367,21319569,6203,FBgn0034618,FBtr0071600,72,CG9485,21312399.0,21319569.0
SRR21146074_vs_SRR21146077_peak_1627,2R,21352771,21352794,15,.,3.89848,4.4639,1.58281,1,Promoter (2-3kb),21348945,21350578,1634,FBgn0034624,FBtr0071611,-2195,intergenic,,
SRR21146074_vs_SRR21146077_peak_1628,2R,21367253,21367327,20,.,4.1181,5.20992,2.09441,65,"Intron (FBtr0071610/FBgn0000395, intron 1 of 6)",21355015,21379464,24450,FBgn0000395,FBtr0071610,12145,cv-2,21355015.0,21379464.0
SRR21146074_vs_SRR21146077_peak_1629,2R,21379541,21379964,47,.,6.12553,8.55428,4.77344,111,Promoter (<=1kb),21355015,21379464,24450,FBgn0000395,FBtr0071610,-189,intergenic,,
SRR21146074_vs_SRR21146077_peak_1630,2R,21495617,21496058,126,.,10.55705,18.07018,12.67532,182,Promoter (<=1kb),21487167,21495524,8358,FBgn0010470,FBtr0342897,-276,Fkbp14,21487167.0,21497929.0
SRR21146074_vs_SRR21146077_peak_1631,2R,21496162,21496180,62,.,6.53271,10.3788,6.26802,5,Promoter (<=1kb),21487167,21496774,9608,FBgn0010470,FBtr0342896,606,Fkbp14,21487167.0,21497929.0
SRR21146074_vs_SRR21146077_peak_1632,2R,21502475,21502512,17,.,3.97456,4.69447,1.77642,32,Promoter (<=1kb),21502097,21517241,15145,FBgn0043070,FBtr0089705,411,MESK2,21502097.0,21517241.0
SRR21146074_vs_SRR21146077_peak_1633,2R,21502606,21502683,16,.,3.94378,4.59828,1.69352,35,Promoter (<=1kb),21502097,21517241,15145,FBgn0043070,FBtr0089705,545,MESK2,21502097.0,21517241.0
SRR21146074_vs_SRR21146077_peak_1634,2R,21502820,21502873,55,.,6.305,9.46767,5.54804,6,Promoter (<=1kb),21502097,21517241,15145,FBgn0043070,FBtr0089705,730,MESK2,21502097.0,21517241.0
SRR21146074_vs_SRR21146077_peak_1635,2R,21502993,21503061,40,.,5.48537,7.66046,4.05926,7,Promoter (<=1kb),21502097,21517241,15145,FBgn0043070,FBtr0089705,904,MESK2,21502097.0,21517241.0
SRR21146074_vs_SRR21146077_peak_1636,2R,21505626,21506253,65,.,7.72408,10.64486,6.51042,204,Promoter (<=1kb),21506147,21514994,8848,FBgn0043070,FBtr0089706,-316,MESK2,21502097.0,21517241.0
SRR21146074_vs_SRR21146077_peak_1637,2R,21531912,21532011,34,.,5.42617,6.95302,3.44332,42,Promoter (<=1kb),21531595,21532195,601,FBgn0265938,FBtr0342902,240,Egfr,21522420.0,21559977.0
SRR21146074_vs_SRR21146077_peak_1638,2R,21538182,21538299,37,.,5.35271,7.24477,3.70014,5,Promoter (<=1kb),21536894,21538015,1122,FBgn0050287,FBtr0071695,-173,Egfr,21522420.0,21559977.0
SRR21146074_vs_SRR21146077_peak_1639,2R,21548213,21548463,39,.,5.60499,7.50576,3.92966,45,Promoter (1-2kb),21546643,21559977,13335,FBgn0003731,FBtr0071654,1616,Egfr,21522420.0,21559977.0
SRR21146074_vs_SRR21146077_peak_1640,2R,21548535,21548571,49,.,6.25217,8.83767,4.99931,6,Promoter (1-2kb),21546643,21559977,13335,FBgn0003731,FBtr0071654,1899,Egfr,21522420.0,21559977.0
SRR21146074_vs_SRR21146077_peak_1641,2R,21548656,21548726,28,.,4.91442,6.13106,2.83366,2,Promoter (2-3kb),21546643,21559977,13335,FBgn0003731,FBtr0071654,2016,Egfr,21522420.0,21559977.0
SRR21146074_vs_SRR21146077_peak_1642,2R,21548811,21548909,41,.,5.72415,7.78529,4.16803,4,Promoter (2-3kb),21546643,21559977,13335,FBgn0003731,FBtr0071654,2173,Egfr,21522420.0,21559977.0
SRR21146074_vs_SRR21146077_peak_1643,2R,21552748,21552806,30,.,4.81456,6.39385,3.05542,2,"Intron (FBtr0071653/FBgn0003731, intron 1 of 4)",21546643,21559977,13335,FBgn0003731,FBtr0071654,6108,Egfr,21522420.0,21559977.0
SRR21146074_vs_SRR21146077_peak_1644,2R,21552922,21552942,19,.,4.08267,4.98931,1.99222,3,"Intron (FBtr0071653/FBgn0003731, intron 1 of 4)",21546643,21559977,13335,FBgn0003731,FBtr0071654,6283,Egfr,21522420.0,21559977.0
SRR21146074_vs_SRR21146077_peak_1645,2R,21605807,21606018,35,.,5.36487,7.06507,3.5413,4,Promoter (1-2kb),21604195,21604786,592,FBgn0266643,FBtr0344938,-1026,CG10433,21605676.0,21608125.0
SRR21146074_vs_SRR21146077_peak_1646,2R,21609640,21610027,62,.,5.70733,10.25134,6.22547,218,Promoter (1-2kb),21605676,21608125,2450,FBgn0034638,FBtr0344882,-1734,CG15673,21608393.0,21613071.0
SRR21146074_vs_SRR21146077_peak_1647,2R,21641351,21641527,34,.,5.42617,6.95302,3.44332,117,Distal Intergenic,21646177,21657935,11759,FBgn0034644,FBtr0071661,-4708,intergenic,,
SRR21146074_vs_SRR21146077_peak_1648,2R,21641858,21641928,40,.,5.62374,7.6258,4.02999,64,Distal Intergenic,21646177,21657935,11759,FBgn0034644,FBtr0071661,-4254,intergenic,,
SRR21146074_vs_SRR21146077_peak_1649,2R,21646195,21646715,54,.,5.40878,9.31879,5.41466,230,Promoter (<=1kb),21646177,21657935,11759,FBgn0034644,FBtr0071661,249,Ip6k,21646177.0,21657935.0
SRR21146074_vs_SRR21146077_peak_1650,2R,21662407,21662753,18,.,3.38483,4.79185,1.85559,147,Promoter (<=1kb),21660967,21662267,1301,FBgn0034647,FBtr0071682,-288,pirk,21660967.0,21662995.0
SRR21146074_vs_SRR21146077_peak_1651,2R,21691810,21692109,18,.,3.38483,4.79185,1.85559,135,Promoter (<=1kb),21691580,21692764,1185,FBgn0260222,FBtr0300625,366,CG42496,21691295.0,21692764.0
SRR21146074_vs_SRR21146077_peak_1652,2R,21695940,21696019,18,.,4.21784,4.79519,1.85715,72,Promoter (<=1kb),21692691,21696084,3394,FBgn0266346,FBtr0342961,71,CngB,21692691.0,21697152.0
SRR21146074_vs_SRR21146077_peak_1653,2R,21698043,21698196,71,.,7.2175,11.34488,7.126,79,Promoter (<=1kb),21692691,21697152,4462,FBgn0266346,FBtr0071675,-971,HmgZ,21697488.0,21707861.0
SRR21146074_vs_SRR21146077_peak_1654,2R,21698274,21698289,30,.,4.8377,6.43045,3.0873,8,Promoter (1-2kb),21692691,21697152,4462,FBgn0266346,FBtr0071675,-1131,HmgZ,21697488.0,21707861.0
SRR21146074_vs_SRR21146077_peak_1655,2R,21700571,21700861,34,.,4.05658,6.9063,3.42016,132,Promoter (<=1kb),21701458,21716367,14910,FBgn0004362,FBtr0345487,-754,HmgZ,21697488.0,21707861.0
