"","seqnames","start","end","width","strand","V4","V5","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"579","chr2L",13890330,13890330,1,"*","SRR21146074_vs_SRR21146077_peak_579",1.99222,"Intron (FBtr0080546/FBgn0028509, intron 1 of 7)",1,13894202,13898712,4511,1,"FBgn0028509","FBtr0080548",-3872
"580","chr2L",14024140,14024140,1,"*","SRR21146074_vs_SRR21146077_peak_580",4.6941,"Promoter (<=1kb)",1,14023722,14024099,378,2,"FBgn0051840","FBtr0345758",-41
"581","chr2L",14028208,14028208,1,"*","SRR21146074_vs_SRR21146077_peak_581",1.4719,"Promoter (1-2kb)",1,14027001,14029368,2368,1,"FBgn0286723","FBtr0080591",1207
"582","chr2L",14088494,14088494,1,"*","SRR21146074_vs_SRR21146077_peak_582",3.71716,"Exon (FBtr0080594/FBgn0028875, exon 12 of 14)",1,14104090,14106791,2702,1,"FBgn0283651","FBtr0445731",-15596
"583","chr2L",14202530,14202530,1,"*","SRR21146074_vs_SRR21146077_peak_583",3.39065,"Intron (FBtr0100447/FBgn0016930, intron 4 of 10)",1,14185662,14197567,11906,2,"FBgn0016930","FBtr0336949",-4963
"584","chr2L",14202663,14202663,1,"*","SRR21146074_vs_SRR21146077_peak_584",2.6805,"Intron (FBtr0100447/FBgn0016930, intron 4 of 10)",1,14185662,14197567,11906,2,"FBgn0016930","FBtr0336949",-5096
"585","chr2L",14245757,14245757,1,"*","SRR21146074_vs_SRR21146077_peak_585",2.11883,"Distal Intergenic",1,14241144,14241732,589,1,"FBgn0265147","FBtr0336992",4613
"586","chr2L",14308008,14308008,1,"*","SRR21146074_vs_SRR21146077_peak_586",9.29684,"5' UTR",1,14300999,14328262,27264,1,"FBgn0261563","FBtr0302735",7009
"587","chr2L",14334447,14334447,1,"*","SRR21146074_vs_SRR21146077_peak_587",6.26802,"Promoter (<=1kb)",1,14334158,14345795,11638,1,"FBgn0028916","FBtr0343675",289
"588","chr2L",14398734,14398734,1,"*","SRR21146074_vs_SRR21146077_peak_588",2.09441,"Intron (FBtr0080637/FBgn0004858, intron 1 of 2)",1,14390628,14409549,18922,2,"FBgn0004858","FBtr0080637",10815
"589","chr2L",14400773,14400773,1,"*","SRR21146074_vs_SRR21146077_peak_589",2.09441,"Intron (FBtr0080637/FBgn0004858, intron 1 of 2)",1,14390628,14409549,18922,2,"FBgn0004858","FBtr0080637",8776
"590","chr2L",14470603,14470603,1,"*","SRR21146074_vs_SRR21146077_peak_590",4.77344,"Distal Intergenic",1,14457113,14457338,226,1,"FBgn0265943","FBtr0342911",13490
"591","chr2L",14491404,14491404,1,"*","SRR21146074_vs_SRR21146077_peak_591",2.79107,"Promoter (<=1kb)",1,14490859,14494019,3161,1,"FBgn0005771","FBtr0080643",545
"592","chr2L",14498498,14498498,1,"*","SRR21146074_vs_SRR21146077_peak_592",3.37855,"Promoter (<=1kb)",1,14496997,14498116,1120,2,"FBgn0266841","FBtr0345569",-382
"593","chr2L",14615419,14615419,1,"*","SRR21146074_vs_SRR21146077_peak_593",5.38227,"Promoter (<=1kb)",1,14615552,14617402,1851,1,"FBgn0000055","FBtr0100589",-133
"594","chr2L",14615938,14615938,1,"*","SRR21146074_vs_SRR21146077_peak_594",2.96555,"Promoter (<=1kb)",1,14616267,14617402,1136,1,"FBgn0000055","FBtr0100590",-329
"595","chr2L",14617269,14617269,1,"*","SRR21146074_vs_SRR21146077_peak_595",5.91264,"Promoter (<=1kb)",1,14617511,14618902,1392,1,"FBgn0000056","FBtr0343699",-242
"596","chr2L",14652992,14652992,1,"*","SRR21146074_vs_SRR21146077_peak_596",2.7029,"Intron (FBtr0301496/FBgn0003016, intron 1 of 11)",1,14617511,14618902,1392,1,"FBgn0000056","FBtr0343699",35481
"597","chr2L",14653279,14653279,1,"*","SRR21146074_vs_SRR21146077_peak_597",2.57233,"Intron (FBtr0301496/FBgn0003016, intron 1 of 11)",1,14617511,14618902,1392,1,"FBgn0000056","FBtr0343699",35768
"598","chr2L",14910111,14910111,1,"*","SRR21146074_vs_SRR21146077_peak_598",5.84591,"Intron (FBtr0345431/FBgn0259213, intron 19 of 19)",1,14924590,14930565,5976,1,"FBgn0028887","FBtr0080675",-14479
"599","chr2L",15016286,15016286,1,"*","SRR21146074_vs_SRR21146077_peak_599",2.6805,"Promoter (<=1kb)",1,15016331,15033984,17654,1,"FBgn0260446","FBtr0304731",-45
"600","chr2L",15016396,15016396,1,"*","SRR21146074_vs_SRR21146077_peak_600",1.5948,"Promoter (<=1kb)",1,15016331,15034704,18374,1,"FBgn0260446","FBtr0304732",65
"601","chr2L",15017219,15017219,1,"*","SRR21146074_vs_SRR21146077_peak_601",3.37855,"Promoter (<=1kb)",1,15016331,15034704,18374,1,"FBgn0260446","FBtr0304732",888
"602","chr2L",15035674,15035674,1,"*","SRR21146074_vs_SRR21146077_peak_602",2.6805,"Promoter (<=1kb)",1,15035472,15037841,2370,1,"FBgn0041713","FBtr0080699",202
"603","chr2L",15035867,15035867,1,"*","SRR21146074_vs_SRR21146077_peak_603",3.51601,"Promoter (<=1kb)",1,15035472,15037841,2370,1,"FBgn0041713","FBtr0080699",395
"604","chr2L",15074620,15074620,1,"*","SRR21146074_vs_SRR21146077_peak_604",2.09388,"Promoter (<=1kb)",1,15074776,15096915,22140,1,"FBgn0028879","FBtr0080702",-156
"605","chr2L",15088625,15088625,1,"*","SRR21146074_vs_SRR21146077_peak_605",2.09441,"Intron (FBtr0080702/FBgn0028879, intron 5 of 16)",1,15074776,15096915,22140,1,"FBgn0028879","FBtr0344792",13849
"606","chr2L",15228037,15228037,1,"*","SRR21146074_vs_SRR21146077_peak_606",1.99222,"Distal Intergenic",1,15215222,15216160,939,1,"FBgn0262875","FBtr0306282",12815
"607","chr2L",15229445,15229445,1,"*","SRR21146074_vs_SRR21146077_peak_607",2.6805,"Intron (FBtr0080715/FBgn0028516, intron 6 of 6)",1,15215222,15216160,939,1,"FBgn0262875","FBtr0306282",14223
"608","chr2L",15229638,15229638,1,"*","SRR21146074_vs_SRR21146077_peak_608",2.96555,"Exon (FBtr0080715/FBgn0028516, exon 6 of 7)",1,15215222,15216160,939,1,"FBgn0262875","FBtr0306282",14416
"609","chr2L",15274661,15274661,1,"*","SRR21146074_vs_SRR21146077_peak_609",4.97871,"Promoter (<=1kb)",1,15274181,15275091,911,2,"FBgn0086691","FBtr0332376",430
"610","chr2L",15466661,15466661,1,"*","SRR21146074_vs_SRR21146077_peak_610",7.82175,"Promoter (2-3kb)",1,15468944,15469527,584,2,"FBgn0266893","FBtr0345760",2866
"611","chr2L",15499580,15499580,1,"*","SRR21146074_vs_SRR21146077_peak_611",3.50947,"Promoter (<=1kb)",1,15499127,15505018,5892,1,"FBgn0002524","FBtr0080738",453
"612","chr2L",15502734,15502734,1,"*","SRR21146074_vs_SRR21146077_peak_612",1.99222,"Exon (FBtr0343735/FBgn0002524, exon 2 of 4)",1,15499127,15505018,5892,1,"FBgn0002524","FBtr0080738",3607
"613","chr2L",15736309,15736309,1,"*","SRR21146074_vs_SRR21146077_peak_613",2.64219,"Intron (FBtr0080776/FBgn0010382, intron 4 of 6)",1,15727581,15731784,4204,2,"FBgn0010382","FBtr0080777",-4525
"614","chr2L",15909148,15909148,1,"*","SRR21146074_vs_SRR21146077_peak_614",6.03864,"Promoter (2-3kb)",1,15911691,15912062,372,1,"FBgn0266161","FBtr0343723",-2543
"615","chr2L",15910767,15910767,1,"*","SRR21146074_vs_SRR21146077_peak_615",1.99222,"Promoter (<=1kb)",1,15911691,15912062,372,1,"FBgn0266161","FBtr0343723",-924
"616","chr2L",16170405,16170405,1,"*","SRR21146074_vs_SRR21146077_peak_616",3.25957,"Promoter (2-3kb)",1,16168346,16190540,22195,1,"FBgn0001991","FBtr0090006",2059
"617","chr2L",16254069,16254069,1,"*","SRR21146074_vs_SRR21146077_peak_617",9.29684,"Promoter (2-3kb)",1,16245835,16256155,10321,2,"FBgn0024734","FBtr0332358",2086
"618","chr2L",16271586,16271586,1,"*","SRR21146074_vs_SRR21146077_peak_618",5.41109,"Intron (FBtr0343814/FBgn0001994, intron 2 of 2)",1,16262141,16263483,1343,1,"FBgn0028897","FBtr0080825",9445
"619","chr2L",16271689,16271689,1,"*","SRR21146074_vs_SRR21146077_peak_619",3.44332,"Intron (FBtr0343814/FBgn0001994, intron 2 of 2)",1,16262141,16263483,1343,1,"FBgn0028897","FBtr0080825",9548
"620","chr2L",16283134,16283134,1,"*","SRR21146074_vs_SRR21146077_peak_620",2.79789,"Intron (FBtr0343814/FBgn0001994, intron 1 of 2)",1,16263556,16287730,24175,2,"FBgn0001994","FBtr0343814",4596
"621","chr2L",16296057,16296057,1,"*","SRR21146074_vs_SRR21146077_peak_621",2.6805,"Promoter (1-2kb)",1,16294183,16296969,2787,1,"FBgn0001992","FBtr0343812",1874
"622","chr2L",16299343,16299343,1,"*","SRR21146074_vs_SRR21146077_peak_622",2.06026,"Promoter (<=1kb)",1,16296051,16299858,3808,2,"FBgn0028375","FBtr0080852",515
"623","chr2L",16444585,16444585,1,"*","SRR21146074_vs_SRR21146077_peak_623",2.89838,"Promoter (<=1kb)",1,16445278,16446793,1516,1,"FBgn0020416","FBtr0080860",-693
"624","chr2L",16475306,16475306,1,"*","SRR21146074_vs_SRR21146077_peak_624",5.01484,"Exon (FBtr0080875/FBgn0005677, exon 3 of 11)",1,16466512,16485998,19487,2,"FBgn0005677","FBtr0080875",10692
"625","chr2L",16484959,16484959,1,"*","SRR21146074_vs_SRR21146077_peak_625",1.99222,"Promoter (1-2kb)",1,16466512,16485998,19487,2,"FBgn0005677","FBtr0080875",1039
"626","chr2L",16485704,16485704,1,"*","SRR21146074_vs_SRR21146077_peak_626",2.10391,"Promoter (<=1kb)",1,16466512,16485998,19487,2,"FBgn0005677","FBtr0080875",294
"627","chr2L",16485970,16485970,1,"*","SRR21146074_vs_SRR21146077_peak_627",2.28217,"Promoter (<=1kb)",1,16466512,16485998,19487,2,"FBgn0005677","FBtr0080875",28
"628","chr2L",16498358,16498358,1,"*","SRR21146074_vs_SRR21146077_peak_628",6.26802,"Promoter (1-2kb)",1,16496769,16507350,10582,1,"FBgn0032586","FBtr0080867",1589
"629","chr2L",16498491,16498491,1,"*","SRR21146074_vs_SRR21146077_peak_629",3.37855,"Promoter (1-2kb)",1,16496769,16507350,10582,1,"FBgn0032586","FBtr0080867",1722
"630","chr2L",16521517,16521517,1,"*","SRR21146074_vs_SRR21146077_peak_630",2.6805,"Promoter (1-2kb)",1,16509120,16520177,11058,2,"FBgn0032587","FBtr0301144",-1340
"631","chr2L",16535569,16535569,1,"*","SRR21146074_vs_SRR21146077_peak_631",2.01553,"Promoter (<=1kb)",1,16534962,16535228,267,2,"FBgn0266895","FBtr0345761",-341
"632","chr2L",16560597,16560597,1,"*","SRR21146074_vs_SRR21146077_peak_632",1.4719,"Promoter (<=1kb)",1,16561050,16561197,148,2,"FBgn0286734","FBtr0474089",600
"633","chr2L",16643918,16643918,1,"*","SRR21146074_vs_SRR21146077_peak_633",2.09441,"Intron (FBtr0300003/FBgn0259735, intron 2 of 4)",1,16657097,16661995,4899,1,"FBgn0259735","FBtr0300005",-13179
"634","chr2L",16644135,16644135,1,"*","SRR21146074_vs_SRR21146077_peak_634",2.09441,"Intron (FBtr0300003/FBgn0259735, intron 2 of 4)",1,16657097,16661995,4899,1,"FBgn0259735","FBtr0300005",-12962
"635","chr2L",16652493,16652493,1,"*","SRR21146074_vs_SRR21146077_peak_635",3.37855,"Intron (FBtr0300003/FBgn0259735, intron 2 of 4)",1,16657097,16661995,4899,1,"FBgn0259735","FBtr0300005",-4604
"636","chr2L",16686572,16686572,1,"*","SRR21146074_vs_SRR21146077_peak_636",6.26802,"Promoter (1-2kb)",1,16685390,16699926,14537,1,"FBgn0261278","FBtr0080886",1182
"637","chr2L",16715484,16715484,1,"*","SRR21146074_vs_SRR21146077_peak_637",10.10087,"Promoter (<=1kb)",1,16715891,16719635,3745,1,"FBgn0086907","FBtr0080888",-407
"638","chr2L",16790513,16790513,1,"*","SRR21146074_vs_SRR21146077_peak_638",2.53037,"Promoter (<=1kb)",1,16788774,16790721,1948,2,"FBgn0000406","FBtr0331931",208
"639","chr2L",16790932,16790932,1,"*","SRR21146074_vs_SRR21146077_peak_639",2.06026,"Promoter (<=1kb)",1,16788866,16790721,1856,2,"FBgn0000406","FBtr0080932",-211
"640","chr2L",16800022,16800022,1,"*","SRR21146074_vs_SRR21146077_peak_640",2.40616,"Promoter (<=1kb)",1,16799768,16801584,1817,1,"FBgn0040260","FBtr0344850",254
"641","chr2L",16800147,16800147,1,"*","SRR21146074_vs_SRR21146077_peak_641",2.40616,"Promoter (<=1kb)",1,16799768,16801584,1817,1,"FBgn0040260","FBtr0344850",379
"642","chr2L",16889142,16889142,1,"*","SRR21146074_vs_SRR21146077_peak_642",5.42747,"Promoter (<=1kb)",1,16888507,16889530,1024,1,"FBgn0265542","FBtr0340174",635
"643","chr2L",17082663,17082663,1,"*","SRR21146074_vs_SRR21146077_peak_643",3.94376,"Promoter (2-3kb)",1,17085650,17086170,521,1,"FBgn0264367","FBtr0332224",-2987
"644","chr2L",17082798,17082798,1,"*","SRR21146074_vs_SRR21146077_peak_644",4.99931,"Promoter (2-3kb)",1,17085650,17086170,521,1,"FBgn0264367","FBtr0332224",-2852
"645","chr2L",17194962,17194962,1,"*","SRR21146074_vs_SRR21146077_peak_645",3.37855,"Intron (FBtr0080972/FBgn0032629, intron 3 of 6)",1,17181938,17183654,1717,1,"FBgn0046888","FBtr0080965",13024
"646","chr2L",17246305,17246305,1,"*","SRR21146074_vs_SRR21146077_peak_646",2.6805,"Promoter (<=1kb)",1,17245856,17246617,762,2,"FBgn0265546","FBtr0340181",312
"647","chr2L",17261069,17261069,1,"*","SRR21146074_vs_SRR21146077_peak_647",2.09441,"Promoter (<=1kb)",1,17189830,17260734,70905,2,"FBgn0032629","FBtr0080971",-335
"648","chr2L",17389219,17389219,1,"*","SRR21146074_vs_SRR21146077_peak_648",1.99222,"Promoter (<=1kb)",1,17389341,17402059,12719,1,"FBgn0020503","FBtr0332452",-122
"649","chr2L",17406156,17406156,1,"*","SRR21146074_vs_SRR21146077_peak_649",3.37855,"Exon (FBtr0080975/FBgn0020503, exon 13 of 17)",1,17409698,17410406,709,2,"FBgn0032634","FBtr0081011",4250
"650","chr2L",17423991,17423991,1,"*","SRR21146074_vs_SRR21146077_peak_650",3.29014,"Intron (FBtr0081008/FBgn0011274, intron 1 of 6)",1,17413248,17428199,14952,2,"FBgn0011274","FBtr0081008",4208
"651","chr2L",17429968,17429968,1,"*","SRR21146074_vs_SRR21146077_peak_651",2.79789,"Promoter (<=1kb)",1,17429706,17430157,452,1,"FBgn0265582","FBtr0340249",262
"652","chr2L",17471869,17471869,1,"*","SRR21146074_vs_SRR21146077_peak_652",6.26802,"Promoter (<=1kb)",1,17471603,17474773,3171,1,"FBgn0032640","FBtr0305683",266
"653","chr2L",17471998,17471998,1,"*","SRR21146074_vs_SRR21146077_peak_653",1.99222,"Promoter (<=1kb)",1,17471603,17474773,3171,1,"FBgn0032640","FBtr0305683",395
"654","chr2L",18142031,18142031,1,"*","SRR21146074_vs_SRR21146077_peak_654",3.18172,"Exon (FBtr0081040/FBgn0041184, exon 2 of 4)",1,18145098,18145499,402,1,"FBgn0265671","FBtr0340578",-3067
"655","chr2L",18143424,18143424,1,"*","SRR21146074_vs_SRR21146077_peak_655",2.6805,"Promoter (1-2kb)",1,18145098,18145499,402,1,"FBgn0265671","FBtr0340578",-1674
"656","chr2L",18145659,18145659,1,"*","SRR21146074_vs_SRR21146077_peak_656",1.99222,"Promoter (<=1kb)",1,18145098,18145499,402,1,"FBgn0265671","FBtr0340578",561
"657","chr2L",18146243,18146243,1,"*","SRR21146074_vs_SRR21146077_peak_657",2.80876,"Promoter (1-2kb)",1,18145098,18145499,402,1,"FBgn0265671","FBtr0340578",1145
"658","chr2L",18146436,18146436,1,"*","SRR21146074_vs_SRR21146077_peak_658",2.83829,"Promoter (1-2kb)",1,18145098,18145499,402,1,"FBgn0265671","FBtr0340578",1338
"659","chr2L",18147085,18147085,1,"*","SRR21146074_vs_SRR21146077_peak_659",4.004,"Promoter (1-2kb)",1,18145098,18145499,402,1,"FBgn0265671","FBtr0340578",1987
"660","chr2L",18185543,18185543,1,"*","SRR21146074_vs_SRR21146077_peak_660",5.87532,"Promoter (<=1kb)",1,18185160,18185857,698,2,"FBgn0266205","FBtr0343820",314
"661","chr2L",18456168,18456168,1,"*","SRR21146074_vs_SRR21146077_peak_661",11.46397,"Promoter (<=1kb)",1,18455717,18473132,17416,1,"FBgn0263049","FBtr0306973",451
"662","chr2L",18464199,18464199,1,"*","SRR21146074_vs_SRR21146077_peak_662",1.6391,"Intron (FBtr0306973/FBgn0263049, intron 1 of 2)",1,18471434,18471533,100,1,"FBgn0262463","FBtr0304523",-7235
"663","chr2L",18468699,18468699,1,"*","SRR21146074_vs_SRR21146077_peak_663",3.42016,"Promoter (2-3kb)",1,18471434,18471533,100,1,"FBgn0262463","FBtr0304523",-2735
"664","chr2L",18468796,18468796,1,"*","SRR21146074_vs_SRR21146077_peak_664",2.31712,"Promoter (2-3kb)",1,18471434,18471533,100,1,"FBgn0262463","FBtr0304523",-2638
"665","chr2L",18493312,18493312,1,"*","SRR21146074_vs_SRR21146077_peak_665",3.96684,"Intron (FBtr0332323/FBgn0032683, intron 6 of 10)",1,18487747,18500857,13111,2,"FBgn0032683","FBtr0332323",7545
"666","chr2L",18508334,18508334,1,"*","SRR21146074_vs_SRR21146077_peak_666",2.77093,"Promoter (1-2kb)",1,18509560,18513481,3922,1,"FBgn0032684","FBtr0081068",-1226
"667","chr2L",18541481,18541481,1,"*","SRR21146074_vs_SRR21146077_peak_667",1.99222,"Exon (FBtr0343830/FBgn0085370, exon 5 of 17)",1,18523271,18523941,671,2,"FBgn0266208","FBtr0343832",-17540
"668","chr2L",18547505,18547505,1,"*","SRR21146074_vs_SRR21146077_peak_668",2.47583,"Intron (FBtr0343830/FBgn0085370, intron 1 of 16)",1,18532025,18563172,31148,2,"FBgn0085370","FBtr0343830",15667
"669","chr2L",18547703,18547703,1,"*","SRR21146074_vs_SRR21146077_peak_669",1.43385,"Intron (FBtr0343830/FBgn0085370, intron 1 of 16)",1,18532025,18563172,31148,2,"FBgn0085370","FBtr0343830",15469
"670","chr2L",18561114,18561114,1,"*","SRR21146074_vs_SRR21146077_peak_670",2.86987,"Promoter (2-3kb)",1,18532025,18563172,31148,2,"FBgn0085370","FBtr0343830",2058
"671","chr2L",18562272,18562272,1,"*","SRR21146074_vs_SRR21146077_peak_671",7.19781,"Promoter (<=1kb)",1,18532025,18563172,31148,2,"FBgn0085370","FBtr0343830",900
"672","chr2L",18562613,18562613,1,"*","SRR21146074_vs_SRR21146077_peak_672",5.74173,"Promoter (<=1kb)",1,18532025,18563172,31148,2,"FBgn0085370","FBtr0343830",559
"673","chr2L",18572947,18572947,1,"*","SRR21146074_vs_SRR21146077_peak_673",2.96555,"Promoter (<=1kb)",1,18532728,18572286,39559,2,"FBgn0085370","FBtr0112545",-661
"674","chr2L",18592122,18592122,1,"*","SRR21146074_vs_SRR21146077_peak_674",3.25098,"Promoter (1-2kb)",1,18590891,18595429,4539,1,"FBgn0032688","FBtr0343826",1231
"675","chr2L",18603814,18603814,1,"*","SRR21146074_vs_SRR21146077_peak_675",2.04875,"Promoter (1-2kb)",1,18599755,18605022,5268,2,"FBgn0032689","FBtr0081080",1208
"676","chr2L",18619069,18619069,1,"*","SRR21146074_vs_SRR21146077_peak_676",1.99222,"Promoter (1-2kb)",1,18617256,18661776,44521,1,"FBgn0032694","FBtr0343808",1813
"677","chr2L",18619529,18619529,1,"*","SRR21146074_vs_SRR21146077_peak_677",5.26493,"Promoter (2-3kb)",1,18617256,18661776,44521,1,"FBgn0032694","FBtr0343808",2273
"678","chr2L",18619817,18619817,1,"*","SRR21146074_vs_SRR21146077_peak_678",4.33769,"Promoter (2-3kb)",1,18617256,18661776,44521,1,"FBgn0032694","FBtr0343808",2561
"679","chr2L",18620000,18620000,1,"*","SRR21146074_vs_SRR21146077_peak_679",2.79789,"Promoter (2-3kb)",1,18617256,18661776,44521,1,"FBgn0032694","FBtr0343808",2744
"680","chr2L",18625971,18625971,1,"*","SRR21146074_vs_SRR21146077_peak_680",6.26802,"Intron (FBtr0081073/FBgn0032694, intron 1 of 3)",1,18617256,18661776,44521,1,"FBgn0032694","FBtr0343808",8715
"681","chr2L",18627860,18627860,1,"*","SRR21146074_vs_SRR21146077_peak_681",3.44332,"Intron (FBtr0081073/FBgn0032694, intron 1 of 3)",1,18617256,18661776,44521,1,"FBgn0032694","FBtr0343808",10604
"682","chr2L",18643931,18643931,1,"*","SRR21146074_vs_SRR21146077_peak_682",1.4719,"Intron (FBtr0081073/FBgn0032694, intron 2 of 3)",1,18651058,18653010,1953,2,"FBgn0032693","FBtr0081077",9079
"683","chr2L",18665809,18665809,1,"*","SRR21146074_vs_SRR21146077_peak_683",14.10188,"Promoter (<=1kb)",1,18665132,18667548,2417,1,"FBgn0086200","FBtr0347030",677
"684","chr2L",18699527,18699527,1,"*","SRR21146074_vs_SRR21146077_peak_684",2.11883,"Promoter (<=1kb)",1,18698714,18700645,1932,1,"FBgn0032701","FBtr0343109",813
"685","chr2L",18700423,18700423,1,"*","SRR21146074_vs_SRR21146077_peak_685",2.6805,"Promoter (1-2kb)",1,18698714,18700645,1932,1,"FBgn0032701","FBtr0343109",1709
"686","chr2L",18704433,18704433,1,"*","SRR21146074_vs_SRR21146077_peak_686",4.77344,"Promoter (<=1kb)",1,18703473,18704454,982,1,"FBgn0032703","FBtr0081098",960
"687","chr2L",18704887,18704887,1,"*","SRR21146074_vs_SRR21146077_peak_687",1.99222,"Promoter (<=1kb)",1,18704570,18705703,1134,2,"FBgn0032704","FBtr0343116",816
"688","chr2L",18728895,18728895,1,"*","SRR21146074_vs_SRR21146077_peak_688",2.09441,"Promoter (2-3kb)",1,18714615,18731419,16805,2,"FBgn0032707","FBtr0301647",2524
"689","chr2L",18760334,18760334,1,"*","SRR21146074_vs_SRR21146077_peak_689",1.99222,"Distal Intergenic",1,18762874,18771758,8885,2,"FBgn0045852","FBtr0332016",11424
"690","chr2L",18847147,18847147,1,"*","SRR21146074_vs_SRR21146077_peak_690",3.39609,"Promoter (1-2kb)",1,18845184,18855110,9927,1,"FBgn0032719","FBtr0342919",1963
"691","chr2L",18847291,18847291,1,"*","SRR21146074_vs_SRR21146077_peak_691",2.27379,"Promoter (2-3kb)",1,18845184,18855110,9927,1,"FBgn0032719","FBtr0342919",2107
"692","chr2L",18851205,18851205,1,"*","SRR21146074_vs_SRR21146077_peak_692",2.6805,"Intron (FBtr0081110/FBgn0032719, intron 1 of 5)",1,18845184,18855110,9927,1,"FBgn0032719","FBtr0342919",6021
"693","chr2L",18854199,18854199,1,"*","SRR21146074_vs_SRR21146077_peak_693",3.76173,"Exon (FBtr0081110/FBgn0032719, exon 5 of 6)",1,18855126,18857679,2554,2,"FBgn0032721","FBtr0089314",3480
"694","chr2L",18880673,18880673,1,"*","SRR21146074_vs_SRR21146077_peak_694",7.4004,"Promoter (<=1kb)",1,18859507,18881261,21755,2,"FBgn0003896","FBtr0081111",588
"695","chr2L",18881439,18881439,1,"*","SRR21146074_vs_SRR21146077_peak_695",2.77093,"Promoter (<=1kb)",1,18860488,18881261,20774,2,"FBgn0003896","FBtr0342921",-178
"696","chr2L",18946036,18946036,1,"*","SRR21146074_vs_SRR21146077_peak_696",3.37855,"Promoter (<=1kb)",1,18946305,18947082,778,1,"FBgn0284082","FBtr0452098",-269
"697","chr2L",18946602,18946602,1,"*","SRR21146074_vs_SRR21146077_peak_697",4.32151,"Promoter (<=1kb)",1,18946305,18947082,778,1,"FBgn0284082","FBtr0452098",297
"698","chr2L",18952599,18952599,1,"*","SRR21146074_vs_SRR21146077_peak_698",1.99222,"Promoter (<=1kb)",1,18951147,18951837,691,2,"FBgn0032725","FBtr0081192",-762
"699","chr2L",18953247,18953247,1,"*","SRR21146074_vs_SRR21146077_peak_699",1.32066,"Promoter (1-2kb)",1,18952206,18954431,2226,2,"FBgn0032726","FBtr0081191",1184
"700","chr2L",18955821,18955821,1,"*","SRR21146074_vs_SRR21146077_peak_700",6.29058,"Promoter (1-2kb)",1,18954584,18954970,387,1,"FBgn0265954","FBtr0342925",1237
"701","chr2L",18960625,18960625,1,"*","SRR21146074_vs_SRR21146077_peak_701",2.0094,"Exon (FBtr0340325/FBgn0015772, exon 8 of 8)",1,18955481,18957311,1831,2,"FBgn0032727","FBtr0344845",-3314
"702","chr2L",18994801,18994801,1,"*","SRR21146074_vs_SRR21146077_peak_702",1.99222,"Promoter (1-2kb)",1,18993360,18995934,2575,2,"FBgn0046302","FBtr0340320",1133
"703","chr2L",19001298,19001298,1,"*","SRR21146074_vs_SRR21146077_peak_703",4.87649,"Promoter (2-3kb)",1,19003367,19008234,4868,1,"FBgn0051793","FBtr0081138",-2069
"704","chr2L",19001533,19001533,1,"*","SRR21146074_vs_SRR21146077_peak_704",4.33769,"Promoter (1-2kb)",1,19003367,19008234,4868,1,"FBgn0051793","FBtr0081138",-1834
"705","chr2L",19003171,19003171,1,"*","SRR21146074_vs_SRR21146077_peak_705",1.43267,"Promoter (<=1kb)",1,19003367,19008234,4868,1,"FBgn0051793","FBtr0081138",-196
"706","chr2L",19035693,19035693,1,"*","SRR21146074_vs_SRR21146077_peak_706",2.67205,"Promoter (<=1kb)",1,19035500,19041541,6042,1,"FBgn0086442","FBtr0336841",193
"707","chr2L",19145957,19145957,1,"*","SRR21146074_vs_SRR21146077_peak_707",2.42558,"Intron (FBtr0081158/FBgn0010300, intron 2 of 3)",1,19133023,19135233,2211,2,"FBgn0086447","FBtr0336628",-10724
"708","chr2L",19159506,19159506,1,"*","SRR21146074_vs_SRR21146077_peak_708",4.77344,"Promoter (<=1kb)",1,19157868,19159299,1432,2,"FBgn0266312","FBtr0344041",-207
"709","chr2L",19159635,19159635,1,"*","SRR21146074_vs_SRR21146077_peak_709",4.77344,"Promoter (<=1kb)",1,19157868,19159299,1432,2,"FBgn0266312","FBtr0344041",-336
"710","chr2L",19161461,19161461,1,"*","SRR21146074_vs_SRR21146077_peak_710",3.00942,"Promoter (2-3kb)",1,19157868,19159299,1432,2,"FBgn0266312","FBtr0344041",-2162
"711","chr2L",19201625,19201625,1,"*","SRR21146074_vs_SRR21146077_peak_711",2.65303,"Intron (FBtr0081195/FBgn0015380, intron 1 of 3)",1,19190342,19208621,18280,1,"FBgn0015380","FBtr0330209",11283
"712","chr2L",19218427,19218427,1,"*","SRR21146074_vs_SRR21146077_peak_712",3.37855,"Promoter (1-2kb)",1,19217407,19218135,729,1,"FBgn0265078","FBtr0336815",1020
"713","chr2L",19323708,19323708,1,"*","SRR21146074_vs_SRR21146077_peak_713",1.4719,"Promoter (<=1kb)",1,19322938,19326106,3169,1,"FBgn0267264","FBtr0346479",770
"714","chr2L",19323833,19323833,1,"*","SRR21146074_vs_SRR21146077_peak_714",1.71235,"Promoter (<=1kb)",1,19322938,19326106,3169,1,"FBgn0267264","FBtr0346479",895
"715","chr2L",19364807,19364807,1,"*","SRR21146074_vs_SRR21146077_peak_715",3.51755,"Promoter (<=1kb)",1,19364375,19365470,1096,1,"FBgn0032770","FBtr0336817",432
"716","chr2L",19365043,19365043,1,"*","SRR21146074_vs_SRR21146077_peak_716",1.47563,"Promoter (<=1kb)",1,19364375,19365470,1096,1,"FBgn0032770","FBtr0336817",668
