name,chrom,chromStart,chromEnd,score,strand,signalValue,pValue,qValue,peak,annotation,geneStart,geneEnd,geneLength,geneId,transcriptId,distanceToTSS,gene,gene_start,gene_end
SRR21146075_vs_SRR21146078_peak_1291,2R,15888916,15888936,39,.,5.93381,8.1312,3.91078,14,Promoter (1-2kb),15870054,15890917,20864,FBgn0264089,FBtr0330733,1986,sli,15869495.0,15922118.0
SRR21146075_vs_SRR21146078_peak_1292,2R,15910140,15910153,20,.,4.50739,5.47521,2.09628,0,"Intron (FBtr0330732/FBgn0264089, intron 1 of 19)",15915995,15916795,801,FBgn0265511,FBtr0340012,-5854,sli,15869495.0,15922118.0
SRR21146075_vs_SRR21146078_peak_1293,2R,15910408,15910415,23,.,4.82798,5.92971,2.37616,1,"Intron (FBtr0330732/FBgn0264089, intron 1 of 19)",15915995,15916795,801,FBgn0265511,FBtr0340012,-5585,sli,15869495.0,15922118.0
SRR21146075_vs_SRR21146078_peak_1294,2R,15913789,15913797,59,.,7.07702,11.13385,5.94337,3,Promoter (2-3kb),15915995,15916795,801,FBgn0265511,FBtr0340012,-2202,sli,15869495.0,15922118.0
SRR21146075_vs_SRR21146078_peak_1295,2R,15915686,15916133,35,.,6.11717,7.61122,3.54204,162,Promoter (<=1kb),15915995,15916795,801,FBgn0265511,FBtr0340012,-146,sli,15869495.0,15922118.0
SRR21146075_vs_SRR21146078_peak_1296,2R,15918036,15918234,23,.,4.98549,5.94877,2.37616,60,Promoter (2-3kb),15915995,15916795,801,FBgn0265511,FBtr0340012,2102,sli,15869495.0,15922118.0
SRR21146075_vs_SRR21146078_peak_1297,2R,15918737,15918807,27,.,4.8625,6.58738,2.79608,68,Promoter (2-3kb),15915995,15916795,801,FBgn0265511,FBtr0340012,2811,sli,15869495.0,15922118.0
SRR21146075_vs_SRR21146078_peak_1298,2R,15943754,15943820,32,.,5.36803,7.2688,3.27685,5,Promoter (<=1kb),15944028,15944567,540,FBgn0050093,FBtr0087199,-268,Cyp4aa1,15942864.0,15947266.0
SRR21146075_vs_SRR21146078_peak_1299,2R,15991297,15991354,16,.,4.1938,4.74748,1.64242,1,Promoter (<=1kb),15989683,15991286,1604,FBgn0034057,FBtr0087268,-13,intergenic,,
SRR21146075_vs_SRR21146078_peak_1300,2R,16000014,16000060,37,.,5.81564,7.89368,3.76025,25,Promoter (<=1kb),15993803,16000287,6485,FBgn0020236,FBtr0300598,247,ATPCL,15993531.0,16001290.0
SRR21146075_vs_SRR21146078_peak_1301,2R,16000145,16000185,21,.,4.63178,5.53261,2.14333,29,Promoter (<=1kb),15993803,16000287,6485,FBgn0020236,FBtr0300598,112,ATPCL,15993531.0,16001290.0
SRR21146075_vs_SRR21146078_peak_1302,2R,16009707,16009748,17,.,4.08839,4.98931,1.72568,1,Promoter (1-2kb),16008339,16013815,5477,FBgn0034063,FBtr0087204,1370,CG8389,16008339.0,16013815.0
SRR21146075_vs_SRR21146078_peak_1303,2R,16030114,16030159,15,.,3.97608,4.68349,1.59017,2,Promoter (1-2kb),16028603,16030091,1489,FBgn0034069,FBtr0301196,1514,intergenic,,
SRR21146075_vs_SRR21146078_peak_1304,2R,16048404,16048413,23,.,4.75175,5.82245,2.37453,8,Promoter (<=1kb),16047648,16060835,13188,FBgn0034071,FBtr0340020,765,CG8405,16047648.0,16060835.0
SRR21146075_vs_SRR21146078_peak_1305,2R,16053534,16053772,50,.,7.25991,9.79204,5.05676,73,"Intron (FBtr0087210/FBgn0034071, intron 10 of 12)",16047648,16060835,13188,FBgn0034071,FBtr0340020,5960,CG8405,16047648.0,16060835.0
SRR21146075_vs_SRR21146078_peak_1306,2R,16054607,16054615,16,.,3.93201,4.78621,1.67406,0,"Intron (FBtr0087210/FBgn0034071, intron 10 of 12)",16047648,16060835,13188,FBgn0034071,FBtr0340020,6960,CG8405,16047648.0,16060835.0
SRR21146075_vs_SRR21146078_peak_1307,2R,16069367,16069610,17,.,3.92173,5.08049,1.78058,86,Distal Intergenic,16065254,16065344,91,FBgn0262446,FBtr0304456,-4110,intergenic,,
SRR21146075_vs_SRR21146078_peak_1308,2R,16069684,16069713,15,.,3.68408,4.64033,1.55618,1,Distal Intergenic,16065254,16065344,91,FBgn0262446,FBtr0304456,-4342,intergenic,,
SRR21146075_vs_SRR21146078_peak_1309,2R,16070031,16070198,23,.,4.98549,5.94877,2.37616,75,Distal Intergenic,16065254,16065344,91,FBgn0262446,FBtr0304456,-4763,intergenic,,
SRR21146075_vs_SRR21146078_peak_1310,2R,16070742,16070756,18,.,4.33573,5.13611,1.82747,1,Distal Intergenic,16065254,16065344,91,FBgn0262446,FBtr0304456,-5400,intergenic,,
SRR21146075_vs_SRR21146078_peak_1311,2R,16071003,16071010,22,.,4.64562,5.64194,2.22805,1,Distal Intergenic,16065254,16065344,91,FBgn0262446,FBtr0304456,-5661,intergenic,,
SRR21146075_vs_SRR21146078_peak_1312,2R,16094723,16095057,35,.,5.49749,7.67622,3.5905,16,"Intron (FBtr0306238/FBgn0034072, intron 1 of 14)",16081176,16098564,17389,FBgn0034072,FBtr0306238,3824,Dg,16081176.0,16098564.0
SRR21146075_vs_SRR21146078_peak_1313,2R,16096188,16096195,39,.,5.65772,8.25925,3.92342,4,Promoter (2-3kb),16081176,16098564,17389,FBgn0034072,FBtr0306238,2371,Dg,16081176.0,16098564.0
SRR21146075_vs_SRR21146078_peak_1314,2R,16104213,16104317,17,.,4.08839,4.98931,1.72568,0,Promoter (<=1kb),16103466,16106489,3024,FBgn0014020,FBtr0087214,748,Rho1,16102687.0,16107229.0
SRR21146075_vs_SRR21146078_peak_1315,2R,16104379,16104478,30,.,5.43404,6.95302,3.03554,16,Promoter (<=1kb),16103466,16106489,3024,FBgn0014020,FBtr0087214,930,Rho1,16102687.0,16107229.0
SRR21146075_vs_SRR21146078_peak_1316,2R,16104913,16104925,17,.,3.89437,4.96161,1.72568,0,Promoter (1-2kb),16103466,16106489,3024,FBgn0014020,FBtr0087214,1448,Rho1,16102687.0,16107229.0
SRR21146075_vs_SRR21146078_peak_1317,2R,16105016,16105046,20,.,4.22434,5.46653,2.09092,5,Promoter (1-2kb),16103466,16106489,3024,FBgn0014020,FBtr0087214,1556,Rho1,16102687.0,16107229.0
SRR21146075_vs_SRR21146078_peak_1318,2R,16125546,16125623,23,.,4.98549,5.94877,2.37616,34,Promoter (<=1kb),16124981,16138238,13258,FBgn0086676,FBtr0089592,600,spin,16124981.0,16138238.0
SRR21146075_vs_SRR21146078_peak_1319,2R,16129491,16129877,23,.,4.22076,5.86499,2.37616,219,"Intron (FBtr0089593/FBgn0086676, intron 1 of 7)",16124981,16138238,13258,FBgn0086676,FBtr0089592,4730,spin,16124981.0,16138238.0
SRR21146075_vs_SRR21146078_peak_1320,2R,16130048,16130136,17,.,3.92173,5.08049,1.78058,57,"Intron (FBtr0089593/FBgn0086676, intron 1 of 7)",16124981,16138238,13258,FBgn0086676,FBtr0089592,5125,spin,16124981.0,16138238.0
SRR21146075_vs_SRR21146078_peak_1321,2R,16137043,16137071,42,.,6.06894,8.67854,4.25355,3,Promoter (1-2kb),16138352,16141928,3577,FBgn0001124,FBtr0087231,-1305,spin,16124981.0,16138238.0
SRR21146075_vs_SRR21146078_peak_1322,2R,16151168,16151192,23,.,4.81779,5.93696,2.37616,23,Promoter (1-2kb),16150123,16169519,19397,FBgn0034083,FBtr0302084,1069,lbk,16150123.0,16169519.0
SRR21146075_vs_SRR21146078_peak_1323,2R,16185505,16185576,25,.,4.93204,6.13945,2.52724,60,Promoter (<=1kb),16185122,16186022,901,FBgn0034086,FBtr0087247,456,CG8441,16185122.0,16186506.0
SRR21146075_vs_SRR21146078_peak_1324,2R,16198642,16198673,15,.,3.86975,4.66042,1.57226,0,Promoter (1-2kb),16197340,16199555,2216,FBgn0265178,FBtr0339087,1303,CG44243,16197042.0,16199555.0
SRR21146075_vs_SRR21146078_peak_1325,2R,16210954,16210989,27,.,4.8625,6.58738,2.79608,1,Promoter (<=1kb),16203329,16210397,7069,FBgn0034091,FBtr0306653,-559,mrj,16203329.0,16221793.0
SRR21146075_vs_SRR21146078_peak_1326,2R,16211192,16211389,39,.,5.65772,8.25925,3.92342,113,Promoter (<=1kb),16203329,16210397,7069,FBgn0034091,FBtr0306653,-909,mrj,16203329.0,16221793.0
SRR21146075_vs_SRR21146078_peak_1327,2R,16218742,16219016,23,.,4.98549,5.94877,2.37616,118,Promoter (<=1kb),16219374,16219445,72,FBgn0050238,FBtr0087197,584,mrj,16203329.0,16221793.0
SRR21146075_vs_SRR21146078_peak_1328,2R,16249570,16249587,17,.,4.03233,4.86975,1.72568,1,Promoter (<=1kb),16243145,16249795,6651,FBgn0261612,FBtr0302924,223,CngA,16243145.0,16259805.0
SRR21146075_vs_SRR21146078_peak_1329,2R,16258898,16259039,40,.,5.99892,8.47766,4.09161,3,Promoter (<=1kb),16243145,16259805,16661,FBgn0261612,FBtr0302925,903,CngA,16243145.0,16259805.0
SRR21146075_vs_SRR21146078_peak_1330,2R,16335211,16335287,38,.,5.86032,8.10509,3.88885,27,Promoter (<=1kb),16336090,16341242,5153,FBgn0010611,FBtr0087145,-851,Vha44,16324813.0,16336637.0
SRR21146075_vs_SRR21146078_peak_1331,2R,16335353,16335551,39,.,5.87356,8.13938,3.91775,145,Promoter (<=1kb),16336090,16341242,5153,FBgn0010611,FBtr0087145,-591,Vha44,16324813.0,16336637.0
SRR21146075_vs_SRR21146078_peak_1332,2R,16336563,16336618,20,.,4.56225,5.39948,2.03714,1,Promoter (<=1kb),16324813,16336637,11825,FBgn0262511,FBtr0290032,72,Vha44,16324813.0,16336637.0
SRR21146075_vs_SRR21146078_peak_1333,2R,16384381,16384389,51,.,6.45293,9.99774,5.1206,4,Promoter (2-3kb),16386524,16430763,44240,FBgn0264273,FBtr0290009,-2138,CG43187,16380516.0,16385765.0
SRR21146075_vs_SRR21146078_peak_1334,2R,16384912,16385171,63,.,7.24815,11.79399,6.34484,75,Promoter (1-2kb),16386524,16430763,44240,FBgn0264273,FBtr0290009,-1536,CG43187,16380516.0,16385765.0
SRR21146075_vs_SRR21146078_peak_1335,2R,16392045,16392098,54,.,6.87298,10.45414,5.45085,20,"Intron (FBtr0290009/FBgn0264273, intron 1 of 15)",16386524,16431758,45235,FBgn0264273,FBtr0329991,5542,Sema2b,16386524.0,16431758.0
SRR21146075_vs_SRR21146078_peak_1336,2R,16395030,16395063,23,.,4.22076,5.86499,2.37616,30,"Intron (FBtr0290009/FBgn0264273, intron 1 of 15)",16398923,16430763,31841,FBgn0264273,FBtr0100001,-3862,Sema2b,16386524.0,16431758.0
SRR21146075_vs_SRR21146078_peak_1337,2R,16471321,16471346,19,.,4.47273,5.2331,1.90415,0,Distal Intergenic,16468209,16468934,726,FBgn0261293,FBtr0091479,3113,intergenic,,
SRR21146075_vs_SRR21146078_peak_1338,2R,16583043,16583151,23,.,4.98549,5.94877,2.37616,106,Promoter (<=1kb),16581996,16583369,1374,FBgn0265525,FBtr0340074,219,asRNA:CR44375,16581996.0,16583369.0
SRR21146075_vs_SRR21146078_peak_1339,2R,16593951,16594253,17,.,4.08839,4.98931,1.72568,43,Promoter (<=1kb),16589518,16594646,5129,FBgn0034142,FBtr0087120,651,CG8306,16589518.0,16594646.0
SRR21146075_vs_SRR21146078_peak_1340,2R,16667542,16667557,39,.,5.65772,8.25925,3.92342,10,Promoter (<=1kb),16655323,16667675,12353,FBgn0024315,FBtr0087114,122,Picot,16655323.0,16667675.0
SRR21146075_vs_SRR21146078_peak_1341,2R,16682761,16682819,30,.,5.33701,6.91269,3.03554,42,Promoter (1-2kb),16674451,16683993,9543,FBgn0050463,FBtr0113381,1189,Pgant9,16673235.0,16732916.0
SRR21146075_vs_SRR21146078_peak_1342,2R,16708753,16708764,17,.,4.26455,4.89833,1.72568,1,"Intron (FBtr0087112/FBgn0050463, intron 2 of 11)",16691701,16693751,2051,FBgn0013763,FBtr0087111,17054,Pgant9,16673235.0,16732916.0
SRR21146075_vs_SRR21146078_peak_1343,2R,16784146,16784257,23,.,4.98549,5.94877,2.37616,59,Promoter (<=1kb),16783671,16792472,8802,FBgn0034158,FBtr0087029,535,RalGPS,16783671.0,16792472.0
SRR21146075_vs_SRR21146078_peak_1344,2R,16857506,16857854,28,.,4.51979,6.6833,2.86267,205,Promoter (<=1kb),16857413,16857578,166,FBgn0263462,FBtr0309761,299,Dek,16856220.0,16861738.0
SRR21146075_vs_SRR21146078_peak_1345,2R,16945695,16945712,34,.,5.49599,7.49121,3.45208,16,Promoter (<=1kb),16945555,16947231,1677,FBgn0034168,FBtr0087050,157,CG15614,16945555.0,16947231.0
SRR21146075_vs_SRR21146078_peak_1346,2R,17022672,17022682,27,.,4.8625,6.58738,2.79608,2,Promoter (2-3kb),17020027,17026703,6677,FBgn0263864,FBtr0086968,2648,Dark,17020027.0,17026703.0
SRR21146075_vs_SRR21146078_peak_1347,2R,17026140,17026335,34,.,5.62573,7.53549,3.48452,172,Promoter (<=1kb),17023652,17026993,3342,FBgn0265540,FBtr0340132,680,asRNA:CR44390,17023652.0,17026993.0
SRR21146075_vs_SRR21146078_peak_1348,2R,17026405,17026485,54,.,6.97455,10.37015,5.4026,8,Promoter (<=1kb),17023652,17026993,3342,FBgn0265540,FBtr0340132,579,asRNA:CR44390,17023652.0,17026993.0
SRR21146075_vs_SRR21146078_peak_1349,2R,17056565,17056579,31,.,5.41151,7.13485,3.1764,3,Promoter (<=1kb),17054546,17056835,2290,FBgn0086350,FBtr0087014,266,fat-spondin,17054002.0,17059299.0
SRR21146075_vs_SRR21146078_peak_1350,2R,17086004,17086156,16,.,3.38984,4.79185,1.67605,94,Promoter (1-2kb),17065971,17087633,21663,FBgn0050460,FBtr0113378,1534,CG30460,17065971.0,17087633.0
SRR21146075_vs_SRR21146078_peak_1351,2R,17089149,17089186,17,.,4.08839,4.98931,1.72568,0,Promoter (1-2kb),17065971,17087633,21663,FBgn0050460,FBtr0113378,-1517,Sply,17088441.0,17091958.0
SRR21146075_vs_SRR21146078_peak_1352,2R,17091469,17091497,13,.,3.62269,4.33257,1.31245,0,Promoter (<=1kb),17088441,17091609,3169,FBgn0010591,FBtr0087008,139,Sply,17088441.0,17091958.0
SRR21146075_vs_SRR21146078_peak_1353,2R,17091803,17092112,23,.,4.22076,5.86499,2.37616,104,Promoter (<=1kb),17088441,17091958,3518,FBgn0010591,FBtr0087007,50,intergenic,,
SRR21146075_vs_SRR21146078_peak_1354,2R,17094958,17095009,15,.,4.14719,4.65152,1.56605,1,Promoter (2-3kb),17093246,17096977,3732,FBgn0010226,FBtr0087006,2017,GstS1,17093246.0,17099501.0
SRR21146075_vs_SRR21146078_peak_1355,2R,17095615,17095685,16,.,3.38984,4.79185,1.67605,69,Promoter (1-2kb),17093246,17096977,3732,FBgn0010226,FBtr0087006,1292,GstS1,17093246.0,17099501.0
SRR21146075_vs_SRR21146078_peak_1356,2R,17095757,17095803,23,.,4.22076,5.86499,2.37616,0,Promoter (1-2kb),17093246,17096977,3732,FBgn0010226,FBtr0087006,1219,GstS1,17093246.0,17099501.0
SRR21146075_vs_SRR21146078_peak_1357,2R,17095872,17095926,23,.,4.22076,5.86499,2.37616,1,Promoter (1-2kb),17093246,17096977,3732,FBgn0010226,FBtr0087006,1103,GstS1,17093246.0,17099501.0
SRR21146075_vs_SRR21146078_peak_1358,2R,17140491,17140536,17,.,4.33054,5.04528,1.76706,29,Promoter (<=1kb),17140579,17141194,616,FBgn0265536,FBtr0340128,-58,intergenic,,
SRR21146075_vs_SRR21146078_peak_1359,2R,17276006,17276135,51,.,6.45293,9.99774,5.1206,18,"Exon (FBtr0310346/FBgn0265487, exon 3 of 10)",17265518,17379376,113859,FBgn0265487,FBtr0310059,10507,mbl,17216549.0,17379376.0
SRR21146075_vs_SRR21146078_peak_1360,2R,17398468,17398475,27,.,4.8625,6.58738,2.79608,4,"Intron (FBtr0086909/FBgn0010620, intron 1 of 1)",17394593,17405171,10579,FBgn0010620,FBtr0086909,3880,CG10939,17394593.0,17405171.0
SRR21146075_vs_SRR21146078_peak_1361,2R,17401354,17401470,21,.,4.65543,5.57873,2.1793,60,"Intron (FBtr0086909/FBgn0010620, intron 1 of 1)",17405304,17407150,1847,FBgn0034210,FBtr0340144,5735,CG10939,17394593.0,17405171.0
SRR21146075_vs_SRR21146078_peak_1362,2R,17401585,17401723,17,.,4.08839,4.98931,1.72568,3,"Intron (FBtr0086909/FBgn0010620, intron 1 of 1)",17405304,17407150,1847,FBgn0034210,FBtr0340144,5561,CG10939,17394593.0,17405171.0
SRR21146075_vs_SRR21146078_peak_1363,2R,17421162,17421423,23,.,4.98549,5.94877,2.37616,151,Promoter (<=1kb),17421377,17425679,4303,FBgn0022029,FBtr0086915,-63,l(2)k01209,17420407.0,17425679.0
SRR21146075_vs_SRR21146078_peak_1364,2R,17428791,17428894,17,.,4.30384,4.93265,1.72568,5,Promoter (<=1kb),17427953,17429315,1363,FBgn0034215,FBtr0329993,844,Mtap,17427795.0,17429315.0
SRR21146075_vs_SRR21146078_peak_1365,2R,17429299,17429447,41,.,6.72352,8.5926,4.18435,128,Promoter (1-2kb),17427953,17429315,1363,FBgn0034215,FBtr0329993,1475,intergenic,,
SRR21146075_vs_SRR21146078_peak_1366,2R,17432695,17432886,23,.,4.98549,5.94877,2.37616,0,Promoter (1-2kb),17431032,17432219,1188,FBgn0034217,FBtr0086917,1664,EDTP,17432173.0,17444938.0
SRR21146075_vs_SRR21146078_peak_1367,2R,17435544,17435596,22,.,4.67932,5.62577,2.21489,24,"Intron (FBtr0086958/FBgn0027506, intron 1 of 5)",17431032,17432219,1188,FBgn0034217,FBtr0086917,4537,EDTP,17432173.0,17444938.0
SRR21146075_vs_SRR21146078_peak_1368,2R,17435669,17435937,43,.,6.23635,8.81513,4.36208,247,"Intron (FBtr0086958/FBgn0027506, intron 1 of 5)",17440297,17442483,2187,FBgn0034218,FBtr0086918,-4380,EDTP,17432173.0,17444938.0
SRR21146075_vs_SRR21146078_peak_1369,2R,17436016,17436067,15,.,4.14723,4.66745,1.57783,2,"Intron (FBtr0086958/FBgn0027506, intron 1 of 5)",17440297,17442483,2187,FBgn0034218,FBtr0086918,-4278,EDTP,17432173.0,17444938.0
SRR21146075_vs_SRR21146078_peak_1370,2R,17437068,17437226,22,.,4.67932,5.62577,2.21489,79,"Intron (FBtr0086958/FBgn0027506, intron 1 of 5)",17440297,17442483,2187,FBgn0034218,FBtr0086918,-3149,EDTP,17432173.0,17444938.0
SRR21146075_vs_SRR21146078_peak_1371,2R,17437302,17437336,17,.,4.08839,4.98931,1.72568,29,Promoter (2-3kb),17440297,17442483,2187,FBgn0034218,FBtr0086918,-2965,EDTP,17432173.0,17444938.0
SRR21146075_vs_SRR21146078_peak_1372,2R,17437559,17437566,27,.,5.04154,6.40682,2.72887,2,Promoter (2-3kb),17440297,17442483,2187,FBgn0034218,FBtr0086918,-2735,EDTP,17432173.0,17444938.0
SRR21146075_vs_SRR21146078_peak_1373,2R,17458527,17458657,13,.,3.62269,4.33257,1.31245,76,Promoter (<=1kb),17458816,17465580,6765,FBgn0028953,FBtr0345417,-212,CG14478,17457663.0,17465795.0
SRR21146075_vs_SRR21146078_peak_1374,2R,17484529,17484555,15,.,3.96166,4.6382,1.55429,1,Promoter (<=1kb),17485002,17493169,8168,FBgn0050104,FBtr0086927,-471,CG43110,17477565.0,17486220.0
SRR21146075_vs_SRR21146078_peak_1375,2R,17486345,17486402,23,.,4.53694,5.94877,2.37616,53,Promoter (<=1kb),17477565,17486220,8656,FBgn0262570,FBtr0345650,-179,F{}842,17485978.0,17490671.0
SRR21146075_vs_SRR21146078_peak_1376,2R,17544127,17544411,17,.,3.92173,5.08049,1.78058,113,Promoter (<=1kb),17544190,17545045,856,FBgn0085223,FBtr0340218,51,intergenic,,
SRR21146075_vs_SRR21146078_peak_1377,2R,17546957,17547128,23,.,4.98549,5.94877,2.37616,100,Promoter (<=1kb),17546406,17547462,1057,FBgn0010409,FBtr0086947,404,RpL18A,17546406.0,17547462.0
SRR21146075_vs_SRR21146078_peak_1378,2R,17558066,17558086,23,.,4.60269,5.73419,2.30287,5,Promoter (1-2kb),17557031,17563406,6376,FBgn0263076,FBtr0392908,1041,Klp54D,17557031.0,17563406.0
SRR21146075_vs_SRR21146078_peak_1379,2R,17565154,17565604,23,.,4.22076,5.86499,2.37616,125,Promoter (<=1kb),17564855,17565852,998,FBgn0034242,FBtr0304733,425,CG46428,17564340.0,17565852.0
SRR21146075_vs_SRR21146078_peak_1380,2R,17581076,17581119,27,.,4.8625,6.58738,2.79608,2,Promoter (<=1kb),17574979,17581525,6547,FBgn0034246,FBtr0086904,446,Dcr-2,17574979.0,17581525.0
SRR21146075_vs_SRR21146078_peak_1381,2R,17645553,17645588,17,.,4.06729,4.99415,1.72568,1,Distal Intergenic,17604951,17639138,34188,FBgn0034253,FBtr0086895,-6417,intergenic,,
SRR21146075_vs_SRR21146078_peak_1382,2R,17696135,17696183,23,.,4.53694,5.94877,2.37616,46,Promoter (<=1kb),17690275,17695353,5079,FBgn0034262,FBtr0086889,-829,rdgBbeta,17695776.0,17698362.0
SRR21146075_vs_SRR21146078_peak_1383,2R,17696285,17696377,31,.,5.2299,7.04947,3.10876,20,Promoter (<=1kb),17690275,17695353,5079,FBgn0034262,FBtr0086889,-953,rdgBbeta,17695776.0,17698362.0
SRR21146075_vs_SRR21146078_peak_1384,2R,17704816,17704869,13,.,3.87272,4.37741,1.34767,1,Promoter (1-2kb),17703102,17703168,67,FBgn0063386,FBtr0086858,1716,CG46315,17703335.0,17719346.0
SRR21146075_vs_SRR21146078_peak_1385,2R,17706264,17706278,17,.,4.08839,4.98931,1.72568,3,Promoter (2-3kb),17703335,17709087,5753,FBgn0028494,FBtr0301202,2819,CG46315,17703335.0,17719346.0
SRR21146075_vs_SRR21146078_peak_1386,2R,17706812,17706848,17,.,4.08839,4.98931,1.72568,1,Promoter (2-3kb),17703335,17709087,5753,FBgn0028494,FBtr0301202,2273,CG46315,17703335.0,17719346.0
SRR21146075_vs_SRR21146078_peak_1387,2R,17708119,17708126,36,.,5.73114,7.78312,3.67406,2,Promoter (<=1kb),17703335,17709087,5753,FBgn0028494,FBtr0301202,965,CG46315,17703335.0,17719346.0
SRR21146075_vs_SRR21146078_peak_1388,2R,17708305,17708349,17,.,4.3186,5.01822,1.74388,10,Promoter (<=1kb),17703335,17709087,5753,FBgn0028494,FBtr0301202,771,CG46315,17703335.0,17719346.0
SRR21146075_vs_SRR21146078_peak_1389,2R,17710858,17710921,20,.,4.48533,5.3767,2.01849,58,Promoter (1-2kb),17703335,17709087,5753,FBgn0028494,FBtr0301202,-1830,CG46315,17703335.0,17719346.0
SRR21146075_vs_SRR21146078_peak_1390,2R,17711014,17711037,33,.,5.40434,7.33749,3.3302,21,Promoter (1-2kb),17703335,17709087,5753,FBgn0028494,FBtr0301202,-1949,CG46315,17703335.0,17719346.0
SRR21146075_vs_SRR21146078_peak_1391,2R,17711104,17711158,23,.,4.98549,5.94877,2.37616,35,Promoter (2-3kb),17703335,17709087,5753,FBgn0028494,FBtr0301202,-2053,CG46315,17703335.0,17719346.0
SRR21146075_vs_SRR21146078_peak_1392,2R,17711236,17711369,17,.,4.08839,4.98931,1.72568,1,Promoter (2-3kb),17703335,17709087,5753,FBgn0028494,FBtr0301202,-2151,CG46315,17703335.0,17719346.0
SRR21146075_vs_SRR21146078_peak_1393,2R,17711539,17711586,17,.,4.08839,4.98931,1.72568,0,Promoter (2-3kb),17703335,17709087,5753,FBgn0028494,FBtr0301202,-2453,CG46315,17703335.0,17719346.0
SRR21146075_vs_SRR21146078_peak_1394,2R,17713775,17713805,27,.,4.8625,6.58738,2.79608,1,Promoter (2-3kb),17703335,17716493,13159,FBgn0028494,FBtr0086887,2716,CG46315,17703335.0,17719346.0
SRR21146075_vs_SRR21146078_peak_1395,2R,17719440,17719502,38,.,5.81445,7.98822,3.80655,60,Promoter (<=1kb),17703335,17719346,16012,FBgn0284231,FBtr0452131,-155,intergenic,,
SRR21146075_vs_SRR21146078_peak_1396,2R,17719582,17719717,36,.,5.71853,7.75283,3.64862,20,Promoter (<=1kb),17703335,17719346,16012,FBgn0284231,FBtr0452131,-257,intergenic,,
SRR21146075_vs_SRR21146078_peak_1397,2R,17719865,17719918,19,.,4.43093,5.28218,1.94282,0,Promoter (<=1kb),17703335,17719346,16012,FBgn0284231,FBtr0452131,-520,intergenic,,
SRR21146075_vs_SRR21146078_peak_1398,2R,17761440,17761590,13,.,3.62269,4.33257,1.31245,149,Promoter (<=1kb),17760940,17764541,3602,FBgn0027572,FBtr0089548,650,ACOX1,17760940.0,17764541.0
SRR21146075_vs_SRR21146078_peak_1399,2R,17788244,17788254,39,.,5.94746,8.33568,3.97896,5,Promoter (1-2kb),17788412,17789410,999,FBgn0026316,FBtr0089553,1160,aft,17786135.0,17788556.0
SRR21146075_vs_SRR21146078_peak_1400,2R,17788524,17788531,43,.,6.11533,8.81702,4.36311,2,Promoter (<=1kb),17788412,17789410,999,FBgn0026316,FBtr0089553,883,Ubc10,17788412.0,17789410.0
SRR21146075_vs_SRR21146078_peak_1401,2R,17801227,17801397,44,.,6.2665,8.873,4.40168,32,Promoter (<=1kb),17801132,17841613,40482,FBgn0259211,FBtr0345791,128,asRNA:CR45270,17795886.0,17801924.0
SRR21146075_vs_SRR21146078_peak_1402,2R,17851308,17851454,41,.,5.99256,8.56716,4.16492,144,Promoter (<=1kb),17850862,17860582,9721,FBgn0041585,FBtr0336699,591,Orai,17843442.0,17860582.0
SRR21146075_vs_SRR21146078_peak_1403,2R,17857191,17857250,17,.,4.08839,4.98931,1.72568,58,Promoter (2-3kb),17855244,17860284,5041,FBgn0041585,FBtr0114614,2006,Orai,17843442.0,17860582.0
SRR21146075_vs_SRR21146078_peak_1404,2R,17870500,17870683,21,.,4.67244,5.50908,2.12423,104,Promoter (<=1kb),17867038,17871514,4477,FBgn0034282,FBtr0113091,909,Mapmodulin,17866178.0,17872015.0
SRR21146075_vs_SRR21146078_peak_1405,2R,17920356,17920417,13,.,3.87043,4.37108,1.34246,12,"Intron (FBtr0086802/FBgn0011589, intron 14 of 16)",17895078,17895578,501,FBgn0034284,FBtr0086803,25291,Elk,17873939.0,17926695.0
SRR21146075_vs_SRR21146078_peak_1406,2R,17920509,17920594,23,.,4.60811,5.7496,2.31679,82,"Intron (FBtr0086802/FBgn0011589, intron 14 of 16)",17895078,17895578,501,FBgn0034284,FBtr0086803,25514,Elk,17873939.0,17926695.0
SRR21146075_vs_SRR21146078_peak_1407,2R,17920707,17920786,32,.,5.36172,7.25009,3.26866,23,"Intron (FBtr0086802/FBgn0011589, intron 14 of 16)",17895078,17895578,501,FBgn0034284,FBtr0086803,25653,Elk,17873939.0,17926695.0
SRR21146075_vs_SRR21146078_peak_1408,2R,17995667,17995757,17,.,3.92173,5.08049,1.78058,40,"Intron (FBtr0340286/FBgn0034286, intron 1 of 6)",18005395,18005995,601,FBgn0265592,FBtr0340285,-9687,dpr13,17975122.0,18007902.0
SRR21146075_vs_SRR21146078_peak_1409,2R,18022384,18022637,16,.,3.38984,4.79185,1.67605,160,Promoter (2-3kb),18020268,18022406,2139,FBgn0034289,FBtr0089630,2277,intergenic,,
SRR21146075_vs_SRR21146078_peak_1410,2R,18023335,18023345,16,.,3.92172,4.73828,1.63568,0,Distal Intergenic,18020268,18022406,2139,FBgn0034289,FBtr0089630,3068,intergenic,,
SRR21146075_vs_SRR21146078_peak_1411,2R,18042026,18042186,46,.,7.12722,9.30667,4.68541,116,Promoter (1-2kb),18042296,18043672,1377,FBgn0034290,FBtr0345472,1529,intergenic,,
