rank	gene	combined_binding_score	chr	start	end	transcript	FBid
338	fz4	1.90878749980281	X	7110320	7110321	FBtr0071018	FBgn0027342
339	SmD1	1.90839581775557	3L	12734610	12734611	FBtr0075952	FBgn0261933
340	CG12426	1.90495834111546	3R	27872389	27872390	FBtr0300050	FBgn0039552
341	ham	1.90342499514809	2L	18771757	18771758	FBtr0332016	FBgn0045852
342	CG14634	1.8963749948889	X	862608	862609	FBtr0110804	FBgn0040892
343	CG42674	1.89534998722374	3L	20185384	20185385	FBtr0332699	FBgn0261556
344	CG4328	1.89404583101471	3L	12296122	12296123	FBtr0301071	FBgn0036274
345	DCX-EMAP	1.8764999974519	3L	14903805	14903806	FBtr0299509	FBgn0259099
346	CG11726	1.87466666537027	3L	11394690	11394691	FBtr0076172	FBgn0036156
347	ed	1.87005001045375	2L	4031377	4031378	FBtr0077465	FBgn0000547
348	2mit	1.86692500455926	3R	13132415	13132416	FBtr0344730	FBgn0260793
349	Glt	1.86529166887825	2L	8672698	8672699	FBtr0079727	FBgn0001114
350	tinc	1.86416666194176	3R	17811541	17811542	FBtr0089771	FBgn0261649
351	CG43401	1.8628541706906	2L	1428474	1428475	FBtr0308744	FBgn0263320
352	Lim1	1.85975001504024	X	8785352	8785353	FBtr0331732	FBgn0026411
353	CG44362	1.84654999896884	3L	11397542	11397543	FBtr0339928	FBgn0265469
354	CG18518	1.83989583949248	2L	15835657	15835658	FBtr0080814	FBgn0028900
355	CG10195	1.82762499898672	2L	19484704	19484705	FBtr0302930	FBgn0032787
356	CG33795	1.82506250481432	3L	16171379	16171380	FBtr0346810	FBgn0053795
357	Nlg1	1.81679167288045	3R	7658247	7658248	FBtr0081541	FBgn0051146
358	CG32235	1.81164584636766	3L	4860469	4860470	FBtr0073355	FBgn0047330
359	dati	1.80143750257169	4	388321	388322	FBtr0307044	FBgn0262636
360	CG14050	1.79695834529897	X	2325783	2325784	FBtr0070407	FBgn0040392
361	CG8405	1.7969583387021	2R	16047648	16047649	FBtr0087210	FBgn0034071
362	Fie	1.79683333495632	3L	3892574	3892575	FBtr0073157	FBgn0026592
363	ss	1.79079167234401	3R	16403682	16403683	FBtr0083318	FBgn0003513
364	CG11629	1.78841665728639	2L	21898288	21898289	FBtr0085950	FBgn0032965
365	CG43175	1.78710415571307	3R	17630717	17630718	FBtr0346322	FBgn0262794
366	Gdi	1.78333333134651	2L	9494795	9494796	FBtr0079862	FBgn0004868
367	GEFmeso	1.78127084708669	2R	18583316	18583317	FBtr0340387	FBgn0050115
368	br	1.77691111512896	X	1575132	1575133	FBtr0303564	FBgn0283451
369	SKIP	1.7681666634356	3R	22133830	22133831	FBtr0305036	FBgn0051163
370	CG7320	1.76685245349846	3L	18201494	18201495	FBtr0310156	FBgn0036782
371	CG13305	1.76322499923408	3L	8646821	8646822	FBtr0273349	FBgn0035921
372	CG4218	1.76205000896007	2L	14549108	14549109	FBtr0080662	FBgn0250844
373	Dbx	1.75649999683568	3L	1921307	1921308	FBtr0290136	FBgn0261723
374	gcm	1.75620000585914	2L	9581744	9581745	FBtr0079855	FBgn0014179
375	CG14342	1.75547500128547	2L	1204215	1204216	FBtr0114498	FBgn0031324
376	CG13579	1.75085418205708	2R	24455292	24455293	FBtr0072298	FBgn0035010
377	alphaKap4	1.75066666056712	3L	6011020	6011021	FBtr0077069	FBgn0035657
378	CG32237	1.7498749991258	3L	4852460	4852461	FBtr0073356	FBgn0052237
379	cpx	1.74887501991664	3R	4280221	4280222	FBtr0078897	FBgn0041605
380	CG31769	1.74224999298652	2L	14110738	14110739	FBtr0080602	FBgn0051769
381	Or67c	1.74145833076909	3L	10244705	10244706	FBtr0076300	FBgn0036078
382	CG42758	1.73991667258088	3L	14567440	14567441	FBtr0303303	FBgn0261816
383	CG32986	1.73737915046513	2L	8862776	8862777	FBtr0079734	FBgn0052986
384	CG44259	1.72862499859184	3R	17254128	17254129	FBtr0339174	FBgn0265199
385	HEATR2	1.7262916516047	3R	14361785	14361786	FBtr0082943	FBgn0051320
386	CG34171	1.72414583557596	2L	18378591	18378592	FBtr0305066	FBgn0085200
387	CG11029	1.7232916628321	2L	5746157	5746158	FBtr0079136	FBgn0031735
388	CG33467	1.71916666200074	2R	15056240	15056241	FBtr0089861	FBgn0053467
389	hkb	1.70632499158382	3R	4346645	4346646	FBtr0078951	FBgn0261434
390	ems	1.70504860476487	3R	13901853	13901854	FBtr0082863	FBgn0000576
391	Kaz-m1	1.70338750383817	3R	26014721	26014722	FBtr0084957	FBgn0002578
392	Gnf1	1.69879166036844	3R	4906622	4906623	FBtr0078837	FBgn0004913
393	CG31128	1.69779165415093	3R	24469397	24469398	FBtr0084638	FBgn0051128
394	CheB53b	1.69097914244048	2R	16468209	16468210	FBtr0091479	FBgn0261293
395	wake	1.69041666729997	3R	22639808	22639809	FBtr0344409	FBgn0266418
396	CG31296	1.68870000494644	3R	15531472	15531473	FBtr0083155	FBgn0051296
397	CG15625	1.68778572264793	2L	4889995	4889996	FBtr0077390	FBgn0031644
398	Zasp52	1.68164583380955	2R	15776061	15776062	FBtr0329911	FBgn0265991
399	ND-49L	1.68035417422652	3R	25358285	25358286	FBtr0273265	FBgn0039331
400	CG43125	1.67395833646879	3R	28263621	28263622	FBtr0305117	FBgn0262588
401	CG12637	1.67387501420453	X	10673465	10673466	FBtr0071504	FBgn0030224
402	CG43082	1.66999999806285	3L	15661867	15661868	FBtr0304968	FBgn0262528
403	CG13482	1.66677084437106	3L	14329346	14329347	FBtr0075744	FBgn0036419
404	hbn	1.65452499315143	2R	20960908	20960909	FBtr0071556	FBgn0008636
405	sala; CG43355	1.65012500062585					
406	Eip75B	1.64808332369042	3L	17961813	17961814	FBtr0075151	FBgn0000568
407	CG6220	1.64804166609732	2R	13693368	13693369	FBtr0087650	FBgn0033865
408	BEAF-32	1.64689583878499	2R	14770469	14770470	FBtr0087441	FBgn0015602
409	dve	1.64439583329173	2R	22243963	22243964	FBtr0071775	FBgn0020307
410	Pka-C2	1.64331248526772	3R	30697137	30697138	FBtr0085727	FBgn0000274
411	Glut1	1.64138749781996	3L	914074	914075	FBtr0333504	FBgn0264574
412	CG10011	1.63767498135567	3R	28635098	28635099	FBtr0085319	FBgn0039590
413	CG1789	1.6367500051856	X	8720520	8720521	FBtr0071251	FBgn0030063
414	neur	1.63371873584886	3R	9033730	9033731	FBtr0082004	FBgn0002932
415	CG33639	1.63137499491374	X	18226075	18226076	FBtr0091616	FBgn0053639
416	CG11456	1.62678333539516	3L	20841987	20841988	FBtr0078264	FBgn0037031
417	Cyp9c1	1.6181250076741	2R	24631063	24631064	FBtr0072321	FBgn0015040
418	SP1173	1.61758334127565	3L	6692653	6692654	FBtr0076961	FBgn0035710
419	Atpalpha	1.61589999124408	3R	20948714	20948715	FBtr0333324	FBgn0002921
420	CG32532	1.61506249934124	X	19547481	19547482	FBtr0340420	FBgn0052532
421	pnt	1.61498771693822	3R	23295237	23295238	FBtr0089715	FBgn0003118
422	CG44038	1.61245835324128	3R	12260969	12260970	FBtr0334692	FBgn0264830
423	Ir64a	1.6066250152265	3L	5382820	5382821	FBtr0077153	FBgn0035604
424	CG15570	1.60583331311742	X	4218170	4218171	FBtr0070645	FBgn0029697
425	CG33970	1.60483332777706	3R	26318355	26318356	FBtr0100012	FBgn0053970
426	tey	1.59779165529956	3L	19663663	19663664	FBtr0074960	FBgn0036899
427	GluRIB	1.59777082813283	3L	9251978	9251979	FBtr0330341	FBgn0264000
428	Dscam4	1.59679166423545	3L	8238647	8238648	FBtr0299839	FBgn0263219
429	CG44341	1.59591665739814	2R	13103895	13103896	FBtr0339745	FBgn0265429
430	CG44439	1.58610713575035	2R	8249594	8249595	FBtr0340498	FBgn0265632
431	CG7255	1.57261666270594	3L	15304255	15304256	FBtr0110880	FBgn0036493
432	can	1.57197916554287	3L	10267110	10267111	FBtr0076299	FBgn0011569
433	slp1	1.57138571432858	2L	3825675	3825676	FBtr0077499	FBgn0003430
434	CG42613; CG43732	1.56825000327081					
435	CG32320	1.56749999391225	3L	1398586	1398587	FBtr0339901	FBgn0052320
436	Rx	1.56707501634955	2R	20916753	20916754	FBtr0342783	FBgn0020617
437	PNPase	1.56674997818967	3R	31404567	31404568	FBtr0300881	FBgn0039846
438	CG2765	1.56105833972494	2R	24962589	24962590	FBtr0113118	FBgn0035087
439	dpr13	1.56006250157952	2R	18007740	18007741	FBtr0340286	FBgn0034286
440	Cyp313a3	1.55606249440461	3R	12239265	12239266	FBtr0082617	FBgn0038007
441	CG11550	1.5515669658004	3R	31679879	31679880	FBtr0085867	FBgn0039864
442	gukh	1.54687500599539	3R	18984025	18984026	FBtr0089768	FBgn0026239
443	CG17129	1.54508332101007	3L	680325	680326	FBtr0072614	FBgn0035151
444	CG15047	1.54445835451285	X	18528683	18528684	FBtr0074596	FBgn0030938
445	CG13405	1.54283334252735	3L	75269	75270	FBtr0072541	FBgn0035097
446	CG2528	1.54092499651015	2L	21992932	21992933	FBtr0344210	FBgn0032969
447	HisRS; Bx	1.54087499404947					
448	tbrd-1	1.53943750273902	3R	23893382	23893383	FBtr0084525	FBgn0039124
449	CG12446	1.53708334490269	X	22811934	22811935	FBtr0077343	FBgn0031201
450	DOR	1.5370000024947	3L	4406943	4406944	FBtr0113140	FBgn0035542
451	Lim3	1.53122501932085	2L	19082220	19082221	FBtr0309834	FBgn0002023
452	tow	1.52591663847367	3L	6942856	6942857	FBtr0333077	FBgn0035719
453	CG10205	1.52540000611916	2R	14832832	14832833	FBtr0087447	FBgn0033970
454	CG14297	1.5210833142822	3R	18898121	18898122	FBtr0083696	FBgn0038655
455	DIP-beta	1.51791666292896	X	21457737	21457738	FBtr0299901	FBgn0259245
456	beat-Va	1.51612500287592	3R	12848418	12848419	FBtr0082688	FBgn0038087
457	NaPi-T	1.51262501006325	2R	14845539	14845540	FBtr0329884	FBgn0016684
458	Ptp10D	1.51093749531234	X	11622015	11622016	FBtr0073522	FBgn0004370
459	Akap200	1.50524998580416	2L	8415690	8415691	FBtr0079667	FBgn0027932
460	ras	1.50504165887833	X	10744502	10744503	FBtr0071495	FBgn0003204
461	CG15550	1.5011249827221	3R	30937101	30937102	FBtr0085751	FBgn0039811
462	coro	1.50037500324349	2R	6867080	6867081	FBtr0086208	FBgn0265935
463	CG15258	1.49747916540946	2L	15361626	15361627	FBtr0080743	FBgn0032563
464	Reg-2	1.49483749419451	3L	606568	606569	FBtr0072561	FBgn0016715
465	CG43195	1.49149999022484	2R	19945000	19945001	FBtr0308771	FBgn0262824
466	CG15549	1.49033332864443	3R	30936506	30936507	FBtr0085752	FBgn0039810
467	CG1677	1.48885001105567	X	7284876	7284877	FBtr0339819	FBgn0029941
468	CG42238	1.4852916666617	2L	20968966	20968967	FBtr0290306	FBgn0250867
469	CG14020	1.47966667450964	2L	5517737	5517738	FBtr0079094	FBgn0031707
470	CG42710	1.47477083363726	2L	8782499	8782500	FBtr0302991	FBgn0261627
471	CG12986	1.47266963809463	X	17819684	17819685	FBtr0074474	FBgn0030868
472	C901	1.46745832582625	X	10967133	10967134	FBtr0073400	FBgn0021742
473	CG11449	1.46031250494222	3L	22454373	22454374	FBtr0078503	FBgn0037162
474	CG13366	1.45849999257674	X	617581	617582	FBtr0110791	FBgn0025633
475	bun	1.45329167072972	2L	12461255	12461256	FBtr0299657	FBgn0259176
476	beat-VII	1.45274997921661	3R	26681965	26681966	FBtr0290328	FBgn0250908
477	Sr-CI	1.44749999511987	2L	4121702	4121703	FBtr0077467	FBgn0014033
478	CG34347	1.44404167317164	3R	31311157	31311158	FBtr0479761	FBgn0085376
479	sba	1.44308334294086	3R	23922972	23922973	FBtr0112889	FBgn0016754
480	Hmx	1.44020834150918	3R	17558930	17558931	FBtr0330386	FBgn0264005
481	CG12164	1.43974999785423	2R	7311395	7311396	FBtr0088963	FBgn0033158
482	CG2267	1.43962498009205	3R	30629027	30629028	FBtr0085672	FBgn0039792
483	CG31773	1.43533332063817	2L	3914287	3914288	FBtr0077509	FBgn0051773
484	Unc-76	1.43348126313649	X	2080610	2080611	FBtr0070377	FBgn0040395
485	Odc1	1.42983330786228	2R	8004824	8004825	FBtr0088863	FBgn0013307
486	ASPP	1.42105000180503	2R	21223853	21223854	FBtr0071623	FBgn0034606
487	Lerp	1.41933332569897	3R	26862812	26862813	FBtr0334310	FBgn0051072
488	Nlg3	1.4177333268337	3R	7639433	7639434	FBtr0301072	FBgn0083963
489	CG10126	1.41572499750182	3R	12857631	12857632	FBtr0082686	FBgn0038088
490	Nmdar2	1.41345833521336	X	1496195	1496196	FBtr0301843	FBgn0053513
491	Tollo	1.41276534339262	3L	15235619	15235620	FBtr0075607	FBgn0029114
492	ppk24	1.41159999314696	3R	31265730	31265731	FBtr0085764	FBgn0039839
493	Ser7	1.40297321852164	X	9865233	9865234	FBtr0071387	FBgn0019929
494	Ser	1.4021875038743	3R	27193994	27193995	FBtr0085128	FBgn0004197
495	Sodh-1	1.39987499359995	3R	7052335	7052336	FBtr0081627	FBgn0024289
496	svp; CG44037	1.39887499809265					
497	CG8249	1.38860715074199	2R	15847361	15847362	FBtr0087310	FBgn0034045
498	CG18265	1.387678570613	3L	17439401	17439402	FBtr0075219	FBgn0036725
499	CG7606	1.38581248978153	3R	17596536	17596537	FBtr0300628	FBgn0040565
500	Rm62	1.38562500368183	3R	6007727	6007728	FBtr0078654	FBgn0003261
501	en	1.38391666232862	2R	11527882	11527883	FBtr0088096	FBgn0000577
502	CG5321	1.38215418809171	X	14679568	14679569	FBtr0290021	FBgn0030575
503	Pvf3	1.36492498870939	2L	7133526	7133527	FBtr0112612	FBgn0085407
504	CG32099	1.35604167232911	3L	12149273	12149274	FBtr0076000	FBgn0052099
505	CG17124	1.35395000254114	2L	10756324	10756325	FBtr0080117	FBgn0032297
506	Orco	1.35124999129524	3R	5410468	5410469	FBtr0078794	FBgn0037324
507	mtt	1.34908334057157	2R	8483795	8483796	FBtr0088756	FBgn0050361
508	cno	1.34344999877115	3R	5198297	5198298	FBtr0334910	FBgn0259212
509	RpL10Aa	1.34295833361102	3R	15037366	15037367	FBtr0083024	FBgn0038281
510	Gfrl	1.34170834037165	3R	20449686	20449687	FBtr0306199	FBgn0262869
511	Gycalpha99B	1.3408750295639	3R	29682503	29682504	FBtr0085453	FBgn0013972
512	Act57B	1.3374374997026	2R	20944021	20944022	FBtr0071519	FBgn0000044
513	bab1	1.3371249944903	3L	1101088	1101089	FBtr0072642	FBgn0004870
514	CLS	1.33477083568384	3R	25687148	25687149	FBtr0084931	FBgn0039360
515	CG3349	1.33406250202097	3L	14979620	14979621	FBtr0309063	FBgn0036459
516	CASK	1.33281250391155	3R	21807901	21807902	FBtr0084162	FBgn0013759
517	NetB	1.3304999989147	X	14749009	14749010	FBtr0302016	FBgn0015774
518	CG42524	1.32192082672069	2R	15613854	15613855	FBtr0300853	FBgn0260429
519	ths	1.32152083380303	2R	11756817	11756818	FBtr0304622	FBgn0033652
520	CG42680	1.32020833219091	2L	14588233	14588234	FBtr0302802	FBgn0261566
521	CG46335	1.31168751826044	3R	27368716	27368717	FBtr0472671	FBgn0285938
522	Argk	1.3068809606401	3L	9050355	9050356	FBtr0345030	FBgn0000116
523	Oat	1.30570833540211	3L	19649850	19649851	FBtr0074961	FBgn0022774
524	CG12730	1.30525000079845	X	5516608	5516609	FBtr0345785	FBgn0029771
525	hydra	1.30512500965657	X	20672970	20672971	FBtr0077295	FBgn0031128
526	CG8745	1.30320833116032	3L	13866904	13866905	FBtr0075801	FBgn0036381
527	CG12605	1.29745834204368	3L	3960072	3960073	FBtr0073168	FBgn0035481
528	run	1.29668957863358	X	20690670	20690671	FBtr0345922	FBgn0003300
529	CG43106; lov	1.29532499639317					
530	bma	1.29303333324691	3L	9908120	9908121	FBtr0331577	FBgn0085385
531	Sema2a	1.29166666666667	2R	16500178	16500179	FBtr0087088	FBgn0011260
532	kek3	1.2901666611433	2L	15552723	15552724	FBtr0080752	FBgn0028370
533	CG42521	1.28949999855831	3L	10623575	10623576	FBtr0300668	FBgn0260396
534	Mp	1.28718750685221	3L	6998843	6998844	FBtr0301108	FBgn0260660
535	CG6628	1.28687500301749	3L	10167022	10167023	FBtr0076311	FBgn0036072
536	Lmx1a	1.28454166813754	3L	12329232	12329233	FBtr0075953	FBgn0052105
537	CG9582	1.28412499581464	2L	9025431	9025432	FBtr0079778	FBgn0032090
538	moi; Tgs1	1.28374999761581					
539	btsz	1.28025000775233	3R	14811609	14811610	FBtr0334288	FBgn0266756
540	Or98b	1.27862499372956	3R	28352242	28352243	FBtr0347602	FBgn0039582
541	a5	1.27691666273555	2L	1329161	1329162	FBtr0077922	FBgn0011294
542	EMC10	1.27612499147654	3L	21574131	21574132	FBtr0300058	FBgn0052441
543	dpr6	1.27241666894406	3L	9974651	9974652	FBtr0076353	FBgn0040823
544	CG2017	1.2716250057565	3R	5861296	5861297	FBtr0114518	FBgn0037391
545	eag	1.27056250837632	X	14955477	14955478	FBtr0073955	FBgn0000535
546	CG17005	1.26779167059188	2L	9327744	9327745	FBtr0273186	FBgn0032109
547	Tom	1.26358332888534	3L	14969344	14969345	FBtr0075620	FBgn0026320
548	CG14561	1.26306251145434	3L	22065907	22065908	FBtr0078480	FBgn0037149
549	CG10026	1.2601249886211	2L	19454256	19454257	FBtr0081236	FBgn0032785
550	CG15878	1.25938749772031	3L	2212502	2212503	FBtr0072911	FBgn0035316
551	lin-28	1.25756250321865	3L	5654681	5654682	FBtr0077090	FBgn0035626
552	Loxl1	1.25733334695299	3R	31459868	31459869	FBtr0085810	FBgn0039848
553	dmrt99B	1.25299166655168	3R	29692591	29692592	FBtr0085454	FBgn0039683
554	Sema1a	1.25295832710496	2L	8542147	8542148	FBtr0303878	FBgn0011259
555	CG11313	1.24866666675856	3R	30731164	30731165	FBtr0335452	FBgn0039798
556	Obp85a	1.2468416699674	3R	8420596	8420597	FBtr0445396	FBgn0037589
557	peb	1.2438916735972	X	4617564	4617565	FBtr0070680	FBgn0003053
558	Mes2	1.2396874986589	3L	22945657	22945658	FBtr0078561	FBgn0037207
559	CG7423	1.23854166750486	X	19083289	19083290	FBtr0074704	FBgn0030982
560	scramb1	1.23837498668581	3L	10223259	10223260	FBtr0076303	FBgn0052056
561	Octalpha2R	1.2374166714338	3R	18849223	18849224	FBtr0083677	FBgn0038653
562	CG32806	1.23691666126251	X	1789566	1789567	FBtr0070301	FBgn0052806
563	capt	1.23550001264084	2L	1156310	1156311	FBtr0100023	FBgn0261458
564	CG15425	1.23301250808872	2L	4257572	4257573	FBtr0077471	FBgn0265269
565	sdk	1.23237500729738	X	686834	686835	FBtr0070132	FBgn0021764
566	RpL40	1.23091666555653	2L	4227699	4227700	FBtr0077470	FBgn0003941
567	CG44014	1.2304166679581	3R	15508885	15508886	FBtr0334152	FBgn0264776
568	Octbeta1R	1.22816666712364	3R	22497215	22497216	FBtr0084260	FBgn0038980
569	CG43296	1.22779167008897	2R	8417705	8417706	FBtr0306826	FBgn0262988
570	CG44438	1.22762499470264	2R	5880394	5880395	FBtr0340497	FBgn0265631
571	exex	1.22737500071526	3L	7948186	7948187	FBtr0076751	FBgn0041156
572	phyl	1.22643750688682	2R	14432336	14432337	FBtr0087516	FBgn0013725
573	CG5213	1.22325001594921	3R	15494602	15494603	FBtr0083148	FBgn0038345
574	CG6262	1.22325000166893	2R	16359730	16359731	FBtr0087151	FBgn0034121
575	tll	1.22239582935193	3R	30852315	30852316	FBtr0085709	FBgn0003720
576	mspo	1.21968750946689	2R	14713621	14713622	FBtr0087477	FBgn0020269
577	Abl	1.21850000421982	3L	16647881	16647882	FBtr0075357	FBgn0000017
578	caps	1.21679166091296	3L	13228692	13228693	FBtr0075832	FBgn0023095
579	CG1999	1.21354999548445	X	7358796	7358797	FBtr0071054	FBgn0029947
580	Ccp84Aa	1.2132083332787	3R	6704084	6704085	FBtr0081691	FBgn0004783
581	sala	1.20958333214124	2L	11484707	11484708	FBtr0308136	FBgn0003313
582	Art9	1.20927221513573	3R	13943459	13943460	FBtr0082879	FBgn0038188
583	tnc	1.20787500106356	3R	24984384	24984385	FBtr0305668	FBgn0039257
584	CG14113	1.2062541675133	3L	13329135	13329136	FBtr0075837	FBgn0040814
585	seq; Kdm4B; CG17724	1.20472222897742					
586	nrv2	1.20162500441074	2L	6794598	6794599	FBtr0079383	FBgn0015777
587	CG4988	1.20154166780412	2L	11694804	11694805	FBtr0080254	FBgn0032372
588	CG12523	1.20112500153482	3L	10801190	10801191	FBtr0076266	FBgn0036102
589	CG15395	1.20100000000093	2L	2609994	2609995	FBtr0114513	FBgn0031440
590	unpg	1.20018749125302	2R	9195205	9195206	FBtr0088586	FBgn0015561
591	dpr5	1.1989166798691	3R	11499984	11499985	FBtr0082394	FBgn0037908
592	nAChRbeta2	1.19804166040073	3R	24515105	24515106	FBtr0084681	FBgn0004118
593	CG7968	1.19308333812902	2L	13849400	13849401	FBtr0080551	FBgn0028532
594	CG30429	1.19287499412894	2R	25246467	25246468	FBtr0072450	FBgn0050429
595	CG7295	1.19106251292396	2L	1869803	1869804	FBtr0077891	FBgn0031372
596	SrpRbeta	1.18796249503891	3L	8720224	8720225	FBtr0076598	FBgn0011509
597	mid	1.18734998597453	2L	5461639	5461640	FBtr0079093	FBgn0261963
598	lilli	1.18466665719946	2L	2885929	2885930	FBtr0077632	FBgn0041111
599	CG8611	1.18299999864151	X	17422144	17422145	FBtr0074439	FBgn0027602
600	CG14247	1.1829791663525	3R	26737610	26737611	FBtr0085043	FBgn0039454
601	Gad1	1.18250000476837	3L	4085842	4085843	FBtr0073276	FBgn0004516
602	slou	1.17587500810623	3R	21557181	21557182	FBtr0084123	FBgn0002941
603	E(spl)m8-HLH	1.17421874962747	3R	26040240	26040241	FBtr0084961	FBgn0000591
604	CG10359	1.17308332934044	3L	3612192	3612193	FBtr0273204	FBgn0035452
605	Cyt-c-d	1.17206251202151	2L	16715891	16715892	FBtr0080888	FBgn0086907
606	CG13896	1.17129999687895	3L	711818	711819	FBtr0072602	FBgn0035159
607	sm	1.1677142870169	2R	19547070	19547071	FBtr0086495	FBgn0003435
608	nompC	1.16675001382828	2L	5346200	5346201	FBtr0300012	FBgn0016920
609	CG30158	1.16333333651225	2R	6891760	6891761	FBtr0086165	FBgn0050158
610	CG1894	1.16092500432084	3R	28484557	28484558	FBtr0085290	FBgn0039585
611	Hr4	1.16070834251877	X	1941940	1941941	FBtr0333345	FBgn0264562
612	Noa36	1.15975001081824	3R	28599287	28599288	FBtr0085320	FBgn0026400
613	wge	1.15800001472235	3R	22721149	22721150	FBtr0110835	FBgn0051151
614	CG13972	1.15762499906123	3R	27517256	27517257	FBtr0085212	FBgn0039522
615	Raf	1.15670833011973	X	2295466	2295467	FBtr0344007	FBgn0003079
616	CG11425	1.15187500572453	3L	22474795	22474796	FBtr0078507	FBgn0037167
617	kon	1.15095416102558	2L	18500856	18500857	FBtr0332323	FBgn0032683
618	SP2353	1.14833333343267	2R	16031930	16031931	FBtr0087209	FBgn0034070
619	CG9300	1.14707499109209	3L	19552420	19552421	FBtr0074938	FBgn0036886
620	CG43121	1.14627500064671	3L	14672436	14672437	FBtr0304960	FBgn0262581
621	CG3630	1.14448213786818	X	2162196	2162197	FBtr0310501	FBgn0023540
622	GluClalpha	1.14381665829569	3R	19730715	19730716	FBtr0301378	FBgn0024963
623	sfl	1.14102083240869	3L	6495680	6495681	FBtr0076968	FBgn0020251
624	Pde1c	1.14101665827135	2L	11821624	11821625	FBtr0334137	FBgn0264815
625	CG6465	1.13645834173076	3R	10677250	10677251	FBtr0082323	FBgn0037818
626	CG14659	1.13556250743568	3R	4831296	4831297	FBtr0078873	FBgn0037284
627	CG17047	1.13502083373411	2R	13298995	13298996	FBtr0345663	FBgn0033827
628	Sr-CII	1.13458333164454	2R	12211242	12211243	FBtr0088004	FBgn0020377
629	brat	1.13320832451185	2L	19133816	19133817	FBtr0081158	FBgn0010300
630	Wnt4	1.12504166201688	2L	7277170	7277171	FBtr0089291	FBgn0010453
631	CG44335	1.12267499249429	3R	7325597	7325598	FBtr0339728	FBgn0265423
632	CG4763	1.12147500030696	2R	23824867	23824868	FBtr0072238	FBgn0034910
633	gsb-n	1.1194722176426	2R	25052330	25052331	FBtr0072461	FBgn0001147
634	tou	1.11683333525434	2R	11582634	11582635	FBtr0088094	FBgn0033636
635	CG14545	1.1166249923408	3R	25851290	25851291	FBtr0084913	FBgn0040602
636	Dys	1.11633333318556	3R	19461085	19461086	FBtr0110917	FBgn0260003
637	CG3690	1.11608333078523	X	951899	951900	FBtr0070185	FBgn0040350
638	sif	1.11362500240405	3L	5657913	5657914	FBtr0330122	FBgn0085447
639	CG32115	1.11258332928022	3L	12913645	12913646	FBtr0075904	FBgn0052115
640	CG13978	1.11231250315905	3R	27464189	27464190	FBtr0085182	FBgn0039518
641	CG4116	1.11183333195125	X	3067481	3067482	FBtr0332494	FBgn0029649
642	NimC4	1.1113999849651	2L	14047582	14047583	FBtr0080592	FBgn0260011
643	CG5062	1.11085417373882	X	5182368	5182369	FBtr0070759	FBgn0029747
644	CG42579	1.10962498188019	X	20527631	20527632	FBtr0301565	FBgn0260869
645	Aps	1.10937499515518	3L	10898572	10898573	FBtr0076250	FBgn0036111
646	Acp26Aa	1.10785000311832	2L	5893895	5893896	FBtr0079155	FBgn0002855
647	wbl	1.10557499239221	2R	19249395	19249396	FBtr0340470	FBgn0004003
648	Klp54D	1.10249999538064	2R	17557031	17557032	FBtr0306905	FBgn0263076
649	Dyrk2	1.09991666863983	2L	14197566	14197567	FBtr0336949	FBgn0016930
650	fz2	1.09487500515146	3L	19146759	19146760	FBtr0075029	FBgn0016797
651	Trim9	1.09324998656909	2L	10544883	10544884	FBtr0080096	FBgn0051721
652	CG31797	1.09250000491738	2L	19262239	19262240	FBtr0081227	FBgn0051797
653	CG9254	1.09070833027363	2L	13597185	13597186	FBtr0080512	FBgn0028513
654	CG6168	1.08707142588017	3L	11321718	11321719	FBtr0076182	FBgn0036154
655	RpL13	1.08700000345707	2L	9967313	9967314	FBtr0079888	FBgn0011272
656	CG11997	1.08241666325678	3R	9177517	9177518	FBtr0081972	FBgn0037662
657	CG10182	1.08187500109974	3R	23589818	23589819	FBtr0084486	FBgn0039091
658	312	1.08002083199002	3L	1351116	1351117	FBtr0072680	FBgn0029514
659	nAChRalpha1	1.07749999531855	3R	24457156	24457157	FBtr0084619	FBgn0000036
660	Dg	1.07447500582784	2R	16098563	16098564	FBtr0087257	FBgn0034072
661	CG4375	1.06988333413998	2L	1026896	1026897	FBtr0077997	FBgn0031295
662	Oaz	1.06942500250298	2R	14435899	14435900	FBtr0302927	FBgn0284250
663	pyd	1.068619042003	3R	8846288	8846289	FBtr0305304	FBgn0262614
664	HmgZ	1.06215000003576	2R	21702829	21702830	FBtr0071674	FBgn0010228
665	SA-2	1.05930000171065	3L	1437871	1437872	FBtr0301788	FBgn0043865
666	CG30083	1.05741665946941	2R	15712643	15712644	FBtr0300381	FBgn0050083
667	Srp54k	1.04485713584082	3L	5152678	5152679	FBtr0077169	FBgn0010747
668	ato	1.04471874504816	3R	8278052	8278053	FBtr0081828	FBgn0010433
669	5-HT2B	1.04437500455727	3R	8578205	8578206	FBtr0303603	FBgn0261929
670	CG32119	1.04002083248148	3L	13248701	13248702	FBtr0075867	FBgn0052119
671	Menl-2	1.0390000041419	2R	16417149	16417150	FBtr0100601	FBgn0029153
672	Proc	1.03820833819918	2L	7871340	7871341	FBtr0343420	FBgn0045038
673	ru	1.03768750559539	3L	1370628	1370629	FBtr0072681	FBgn0003295
674	Arl8	1.03758333592365	3R	8126605	8126606	FBtr0081794	FBgn0037551
675	CG42751	1.03537499873588	2L	11853430	11853431	FBtr0303281	FBgn0261805
