rank	gene	combined_binding_score	chr	start	end	transcript	FBid
342	CG14810	2.05224998729924	X	1820340	1820341	FBtr0070374	FBgn0029589
343	CG13955	2.04421249479055	2R	9423687	9423688	FBtr0088551	FBgn0033412
344	sbb	2.04266665130854	2R	18288760	18288761	FBtr0086766	FBgn0285917
345	Sema1a	2.03901250672061	2L	8542147	8542148	FBtr0303878	FBgn0011259
346	Zasp52	2.02936607306557	2R	15776061	15776062	FBtr0329911	FBgn0265991
347	aop	2.02897501143937	2L	2161526	2161527	FBtr0077851	FBgn0000097
348	CG4328	2.01435831127067	3L	12296122	12296123	FBtr0301071	FBgn0036274
349	Hr4	1.99806669161771	X	1941940	1941941	FBtr0333345	FBgn0264562
350	Fie	1.99472917629672	3L	3892574	3892575	FBtr0073157	FBgn0026592
351	hbn	1.99055357631961	2R	20960908	20960909	FBtr0071556	FBgn0008636
352	Su(z)2	1.98947026123781	2R	12996501	12996502	FBtr0300387	FBgn0265623
353	CG30419	1.98268749549364	2R	24229794	24229795	FBtr0072275	FBgn0050419
354	klar	1.98240000689402	3L	437773	437774	FBtr0343527	FBgn0001316
355	CG4293	1.97542500495911	X	529848	529849	FBtr0070090	FBgn0024983
356	lbl	1.97353929031108	3R	21434132	21434133	FBtr0084092	FBgn0008651
357	Rx	1.97050002378722	2R	20916753	20916754	FBtr0342783	FBgn0020617
358	CG13325	1.96513334692766	2R	13110769	13110770	FBtr0339748	FBgn0033792
359	comm	1.95812498448455	3L	15728429	15728430	FBtr0075579	FBgn0010105
360	pum	1.94532501103919	3R	9157949	9157950	FBtr0081994	FBgn0003165
361	Tl	1.93858333056172	3R	26799041	26799042	FBtr0085059	FBgn0262473
362	CG42238	1.93198809782487	2L	20968966	20968967	FBtr0290306	FBgn0250867
363	CG18586	1.93079163708414	3L	5873311	5873312	FBtr0331562	FBgn0035642
364	PRAS40	1.92356249853037	2R	14481187	14481188	FBtr0347396	FBgn0267824
365	wuc	1.91362500376999	2R	12700081	12700082	FBtr0087849	FBgn0033770
366	AstA-R2	1.90750000812113	3R	28744781	28744782	FBtr0085316	FBgn0039595
367	CG42342	1.90332500115037	3R	16502770	16502771	FBtr0299894	FBgn0259244
368	Ilp6	1.900916684481	X	2332407	2332408	FBtr0303997	FBgn0044047
369	zfh1	1.89524998515844	3R	30765926	30765927	FBtr0085701	FBgn0004606
370	CG13323	1.88912500782559	2R	13047255	13047256	FBtr0087797	FBgn0033788
371	CG30002	1.88744167958697	2R	9704384	9704385	FBtr0302050	FBgn0260474
372	eIF5B	1.88543747761287	3L	3460602	3460603	FBtr0073144	FBgn0026259
373	Egfr	1.88481607661095	2R	21522420	21522421	FBtr0071653	FBgn0003731
374	Asator	1.87206251205256	4	481969	481970	FBtr0300343	FBgn0039908
375	CG32532	1.86987498896488	X	19547481	19547482	FBtr0340420	FBgn0052532
376	cv-c	1.86291964555581	3R	14405449	14405450	FBtr0112631	FBgn0285955
377	Ser	1.86225001017253	3R	27193994	27193995	FBtr0085128	FBgn0004197
378	Sp1	1.85947222098161	X	9729648	9729649	FBtr0071381	FBgn0020378
379	h	1.85596249671653	3L	8675759	8675760	FBtr0100153	FBgn0001168
380	E(spl)mbeta-HLH	1.85130000337958	3R	26006022	26006023	FBtr0084982	FBgn0002733
381	Takl1	1.85111250939469	3R	20772600	20772601	FBtr0083996	FBgn0046689
382	cindr	1.84808333093921	3R	30808617	30808618	FBtr0085704	FBgn0027598
383	l(1)sc	1.84784029030965	X	409721	409722	FBtr0070074	FBgn0002561
384	CG10013	1.84762500288586	3R	12323521	12323522	FBtr0082567	FBgn0038012
385	Spn28B	1.84716664726147	2L	7581924	7581925	FBtr0079470	FBgn0083141
386	CG43678	1.845549989352	3L	15049494	15049495	FBtr0310458	FBgn0263761
387	CG13321	1.84252499118447	2R	12953112	12953113	FBtr0345371	FBgn0033787
388	scramb1	1.84241666520635	3L	10223259	10223260	FBtr0076303	FBgn0052056
389	Fer1HCH	1.83906249678694	3R	30387599	30387600	FBtr0306587	FBgn0015222
390	comm2	1.82499479034838	3L	15699849	15699850	FBtr0075580	FBgn0041160
391	CG43192	1.82323751247022	2R	13477342	13477343	FBtr0306064	FBgn0262821
392	NetA	1.82239582079152	X	14653833	14653834	FBtr0073942	FBgn0015773
393	sm	1.81523957749208	2R	19547070	19547071	FBtr0086495	FBgn0003435
394	edl	1.81491429190196	2R	18673535	18673536	FBtr0086652	FBgn0023214
395	CG8128	1.8107708307604	X	15697494	15697495	FBtr0074053	FBgn0030668
396	Glt	1.80754998922348	2L	8672698	8672699	FBtr0079727	FBgn0001114
397	nerfin-1	1.80368750107785	3L	909112	909113	FBtr0072592	FBgn0028999
398	lin-28	1.80177500471473	3L	5654681	5654682	FBtr0077090	FBgn0035626
399	Ptp10D	1.79766666144133	X	11622015	11622016	FBtr0073522	FBgn0004370
400	Dfd	1.79662501579151	3R	6791836	6791837	FBtr0081621	FBgn0000439
401	CG11251	1.79524997808039	3L	13089968	13089969	FBtr0075891	FBgn0036346
402	Mtpalpha	1.7883625051938	2L	9576768	9576769	FBtr0079858	FBgn0028479
403	ctrip	1.78554168265934	3R	4802841	4802842	FBtr0301437	FBgn0260794
404	CG7606	1.78237499296665	3R	17596536	17596537	FBtr0300628	FBgn0040565
405	CG18249	1.77824999834411	3R	8220146	8220147	FBtr0300896	FBgn0037553
406	ND-B14.7	1.77572498973459	2R	21025078	21025079	FBtr0071530	FBgn0034576
407	CG3655	1.77537499840061	X	1082438	1082439	FBtr0070181	FBgn0040397
408	Thor	1.75641667097807	2L	3478434	3478435	FBtr0077524	FBgn0261560
409	fne	1.75591668362419	X	12917477	12917478	FBtr0306738	FBgn0086675
410	lama; CG46456	1.74948809437809					
411	SkpE	1.74883332258711	X	19824079	19824080	FBtr0074806	FBgn0031074
412	pk	1.74768749810755	2R	7150703	7150704	FBtr0089042	FBgn0003090
413	CG6414	1.7476500056684	X	3971349	3971350	FBtr0070624	FBgn0029690
414	l(2)37Cg	1.74383332331975	2L	19133482	19133483	FBtr0081161	FBgn0086447
415	Sfp87B	1.73810000163503	3R	12273126	12273127	FBtr0300319	FBgn0259975
416	CG14661	1.7374583457907	3R	4955251	4955252	FBtr0078848	FBgn0037288
417	CycG	1.73545001149178	3R	31609814	31609815	FBtr0085803	FBgn0039858
418	CG12007	1.72687500342727	3R	5128087	5128088	FBtr0078842	FBgn0037293
419	CG17350	1.72339999402563	2L	19380930	19380931	FBtr0081199	FBgn0032772
420	CG7255	1.72248333360822	3L	15304255	15304256	FBtr0110880	FBgn0036493
421	Optix	1.71681250569721	2R	8031283	8031284	FBtr0329885	FBgn0025360
422	CG43138	1.71056666909717	X	7528304	7528305	FBtr0305286	FBgn0262612
423	Atpalpha	1.70909999534488	3R	20948714	20948715	FBtr0333324	FBgn0002921
424	CG1888	1.70774999043594	2R	9546957	9546958	FBtr0088547	FBgn0033421
425	br	1.70236804801971	X	1575132	1575133	FBtr0303564	FBgn0283451
426	CG17738	1.70228928473024	3R	12270890	12270891	FBtr0082565	FBgn0038009
427	CG15258	1.6946666771546	2L	15361626	15361627	FBtr0080743	FBgn0032563
428	Spn100A	1.68991666349272	3R	30690642	30690643	FBtr0085698	FBgn0039795
429	wg	1.68907142874596	2L	7307159	7307160	FBtr0079432	FBgn0284084
430	ab	1.68664772535364	2L	11210678	11210679	FBtr0332558	FBgn0264442
431	mid	1.68262500445112	2L	5461639	5461640	FBtr0079093	FBgn0261963
432	Pgm2b	1.68177777156234	2R	14819986	14819987	FBtr0087464	FBgn0033969
433	RunxB	1.68025834287206	X	20538497	20538498	FBtr0332385	FBgn0259162
434	SrpRbeta	1.67589013346217	3L	8720224	8720225	FBtr0076598	FBgn0011509
435	CG11369	1.67347170385068	X	7574290	7574291	FBtr0071067	FBgn0029951
436	babos	1.6725086555151	2R	22402058	22402059	FBtr0071845	FBgn0034724
437	ss	1.67244999011358	3R	16403682	16403683	FBtr0083318	FBgn0003513
438	pyd	1.66232142764299	3R	8846288	8846289	FBtr0305304	FBgn0262614
439	ft	1.6572666718935	2L	4221795	4221796	FBtr0077478	FBgn0001075
440	ara	1.65558332887789	3L	12580672	12580673	FBtr0075908	FBgn0015904
441	Acsl	1.65558332602183	2R	8665813	8665814	FBtr0100427	FBgn0263120
442	slp1	1.65121736269535	2L	3825675	3825676	FBtr0077499	FBgn0003430
443	exex	1.65040000570007	3L	7948186	7948187	FBtr0076751	FBgn0041156
444	CG16704	1.64656249061227	2L	3692586	3692587	FBtr0077550	FBgn0031558
445	CG10205	1.64316666312516	2R	14832832	14832833	FBtr0087447	FBgn0033970
446	kon	1.64307142234507	2L	18500856	18500857	FBtr0332323	FBgn0032683
447	RhoGEF3	1.64008333658179	3L	277437	277438	FBtr0333961	FBgn0264707
448	CG7094	1.63789284164419	2L	17555764	17555765	FBtr0080990	FBgn0032650
449	Ntan1	1.63225001220902	2R	18652775	18652776	FBtr0086658	FBgn0034371
450	kibra	1.63174999815722	3R	14724260	14724261	FBtr0100008	FBgn0262127
451	E(spl)m8-HLH	1.62646875157952	3R	26040240	26040241	FBtr0084961	FBgn0000591
452	Ssadh	1.62363794354035	3R	25626923	25626924	FBtr0084891	FBgn0039349
453	CG11873	1.62308333893695	3R	29063040	29063041	FBtr0085365	FBgn0039633
454	DNApol-epsilon58	1.6182083315216	3L	5897434	5897435	FBtr0077081	FBgn0035644
455	Gnf1	1.61745238334628	3R	4906622	4906623	FBtr0078837	FBgn0004913
456	Socs36E	1.61439583295335	2L	18152416	18152417	FBtr0081040	FBgn0041184
457	CG33483	1.61189168225974	3R	30901434	30901435	FBtr0089295	FBgn0053483
458	SA-2	1.60725832271079	3L	1437871	1437872	FBtr0301788	FBgn0043865
459	CG11453	1.60536666496967	3R	19783522	19783523	FBtr0083791	FBgn0038734
460	CG44362	1.60058332482974	3L	11397542	11397543	FBtr0339928	FBgn0265469
461	CG14659	1.59506252353701	3R	4831296	4831297	FBtr0078873	FBgn0037284
462	Best4	1.59233332782363	3L	15298958	15298959	FBtr0113172	FBgn0036491
463	bou	1.59227082629999	X	6986486	6986487	FBtr0071004	FBgn0261284
464	Tollo	1.59060737156333	3L	15235619	15235620	FBtr0075607	FBgn0029114
465	alphaKap4	1.58062498737127	3L	6011020	6011021	FBtr0077069	FBgn0035657
466	Rbp6	1.57737498737697	3L	17147968	17147969	FBtr0290066	FBgn0260943
467	PIP82	1.57266665498416	X	8529697	8529698	FBtr0071235	FBgn0024943
468	dlp	1.56878749753038	3L	14632601	14632602	FBtr0075679	FBgn0041604
469	CG12164	1.56324999332428	2R	7311395	7311396	FBtr0088963	FBgn0033158
470	CG10026	1.56087499422332	2L	19454256	19454257	FBtr0081236	FBgn0032785
471	Pvf3	1.55837500104681	2L	7133526	7133527	FBtr0112612	FBgn0085407
472	Psc	1.55177084977428	2R	12980657	12980658	FBtr0345196	FBgn0005624
473	dap	1.54299998283386	2R	9712321	9712322	FBtr0088469	FBgn0010316
474	CG15576	1.53620832661788	X	4252789	4252790	FBtr0070661	FBgn0029700
475	CG8249	1.53428571564811	2R	15847361	15847362	FBtr0087310	FBgn0034045
476	pbl	1.52308333509912	3L	7899435	7899436	FBtr0306647	FBgn0003041
477	peb	1.5230833252271	X	4617564	4617565	FBtr0070680	FBgn0003053
478	Cad74A	1.52195418065207	3L	17379529	17379530	FBtr0075240	FBgn0036715
479	lgs	1.52183333834012	4	443910	443911	FBtr0089111	FBgn0039907
480	Ptp99A	1.51850000023842	3R	29377646	29377647	FBtr0303148	FBgn0004369
481	Gad1	1.51531249796972	3L	4085842	4085843	FBtr0073276	FBgn0004516
482	CG15145	1.51199999754317	2L	17532233	17532234	FBtr0080991	FBgn0032649
483	numb	1.50685000084341	2L	9437469	9437470	FBtr0079821	FBgn0002973
484	Con	1.49624999364217	3L	4976175	4976176	FBtr0073375	FBgn0005775
485	Ppa	1.48724999609921	2R	22688986	22688987	FBtr0071924	FBgn0020257
486	l(3)neo38	1.48392261260943	3R	11771549	11771550	FBtr0082533	FBgn0265276
487	nab	1.48348333910108	3L	4160931	4160932	FBtr0302032	FBgn0259986
488	Trxr-2	1.47550002485514	3L	22550226	22550227	FBtr0078514	FBgn0037170
489	ttk	1.4748833378156	3R	31713867	31713868	FBtr0085825	FBgn0003870
490	CG46385	1.47468750054638	2R	7742177	7742178	FBtr0474227	FBgn0286778
491	ey	1.47383035180558	4	697689	697690	FBtr0089235	FBgn0005558
492	spdo	1.47308035806886	3R	30476684	30476685	FBtr0085651	FBgn0260440
493	CG43188	1.46945832262281	2R	11085586	11085587	FBtr0306049	FBgn0262817
494	rhea	1.46524999601146	3L	8545001	8545002	FBtr0305211	FBgn0260442
495	Gld2	1.46431251180669	3R	22211824	22211825	FBtr0310204	FBgn0038934
496	emc	1.46333334843318	3L	749400	749401	FBtr0072578	FBgn0000575
497	srp	1.45979999427994	3R	15986152	15986153	FBtr0100595	FBgn0003507
498	Ref2	1.45810605416751	2L	12611475	12611476	FBtr0080376	FBgn0032439
499	Kaz-m1	1.45624999957425	3R	26014721	26014722	FBtr0084957	FBgn0002578
500	RasGAP1	1.45616875043738	3L	9855284	9855285	FBtr0076368	FBgn0004390
501	Cpr65Az	1.45579998940229	3L	6160814	6160815	FBtr0076996	FBgn0035686
502	CG2854	1.45536249727011	X	2327128	2327129	FBtr0070399	FBgn0040391
503	CG12730	1.45487501099706	X	5516608	5516609	FBtr0345785	FBgn0029771
504	CG33463	1.45226667560637	2R	15896562	15896563	FBtr0479950	FBgn0053463
505	CG42662; CG46433	1.44894793008765					
506	Nplp1	1.44843332866828	2R	25032377	25032378	FBtr0072443	FBgn0035092
507	dnc	1.44818749666835	X	3176440	3176441	FBtr0070509	FBgn0000479
508	Arl8	1.44130556264685	3R	8126605	8126606	FBtr0081794	FBgn0037551
509	mthl1	1.43443749845028	X	16640968	16640969	FBtr0074314	FBgn0030766
510	side-V	1.43406251445413	2R	23203972	23203973	FBtr0112596	FBgn0085400
511	lilli	1.43113332648451	2L	2885929	2885930	FBtr0077632	FBgn0041111
512	Glut1	1.43081249669194	3L	914074	914075	FBtr0333504	FBgn0264574
513	ths	1.41441666474566	2R	11756817	11756818	FBtr0304622	FBgn0033652
514	CG32099	1.40712500860294	3L	12149273	12149274	FBtr0076000	FBgn0052099
515	svp; CG44037	1.40593750029802					
516	CG4766	1.40583748407662	X	6000796	6000797	FBtr0070891	FBgn0027546
517	chinmo	1.39879167064404	2L	1651258	1651259	FBtr0077877	FBgn0086758
518	CG6175	1.39058332641919	3L	11294787	11294788	FBtr0076183	FBgn0036152
519	CG2577	1.38847916689701	X	12373118	12373119	FBtr0073643	FBgn0030384
520	Syn1	1.38587499409914	3L	21770533	21770534	FBtr0078450	FBgn0037130
521	CG43106; lov	1.38465000241995					
522	CG30056	1.37862501579803	2R	12562060	12562061	FBtr0087823	FBgn0050056
523	puc	1.37176250262807	3R	8105332	8105333	FBtr0081792	FBgn0243512
524	Appl	1.36581248901784	X	530501	530502	FBtr0070109	FBgn0000108
525	CG17129	1.36374998092651	3L	680325	680326	FBtr0072614	FBgn0035151
526	Trim9	1.35681250272319	2L	10544883	10544884	FBtr0080096	FBgn0051721
527	ind	1.35257143048303	3L	15043923	15043924	FBtr0333875	FBgn0025776
528	C15	1.35210000570514	3R	21499986	21499987	FBtr0084111	FBgn0004863
529	fz	1.3506333326494	3L	14274343	14274344	FBtr0075743	FBgn0001085
530	px	1.35062500029259	2R	22514098	22514099	FBtr0331941	FBgn0003175
531	nrv2	1.3506145873107	2L	6794598	6794599	FBtr0079383	FBgn0015777
532	CG1677	1.34799998998642	X	7284876	7284877	FBtr0339819	FBgn0029941
533	nan	1.34640624560416	3L	14189647	14189648	FBtr0089524	FBgn0036414
534	CG14478	1.34431250272319	2R	17457663	17457664	FBtr0086921	FBgn0028953
535	tey	1.34420833319503	3L	19663663	19663664	FBtr0074960	FBgn0036899
536	Naam	1.34326666009923	3R	19671450	19671451	FBtr0083786	FBgn0051216
537	CG10195	1.34062501043081	2L	19484704	19484705	FBtr0302930	FBgn0032787
538	CG11726	1.33902499750257	3L	11394690	11394691	FBtr0076172	FBgn0036156
539	spri	1.33848958174672	X	10493735	10493736	FBtr0112690	FBgn0085443
540	CG43867	1.33424166273326	X	836355	836356	FBtr0332610	FBgn0264449
541	QIL1	1.33270833392938	3L	17465945	17465946	FBtr0075220	FBgn0036726
542	chic	1.33050001660983	2L	5980100	5980101	FBtr0079235	FBgn0000308
543	CG44013	1.32512500882149	3R	15509916	15509917	FBtr0334151	FBgn0264775
544	CG43401	1.3222916639992	2L	1428474	1428475	FBtr0308744	FBgn0263320
545	sala; CG43355	1.31220833025873					
546	CG4218	1.30932499927779	2L	14549108	14549109	FBtr0080662	FBgn0250844
547	GEFmeso	1.30845535806646	2R	18583316	18583317	FBtr0340387	FBgn0050115
548	emp	1.30135416984558	2R	24981157	24981158	FBtr0343507	FBgn0010435
549	CG6280	1.30025000746051	2R	13753964	13753965	FBtr0087628	FBgn0033866
550	Eglp4	1.30014999071136	2R	23608941	23608942	FBtr0336929	FBgn0034885
551	Gdi	1.30012500658631	2L	9494795	9494796	FBtr0079862	FBgn0004868
552	Sox21a	1.29947500210255	3L	14108117	14108118	FBtr0075748	FBgn0036411
553	CG5214	1.29806666510412	3R	11244302	11244303	FBtr0082358	FBgn0037891
554	Pka-C2	1.29629167231421	3R	30697137	30697138	FBtr0085727	FBgn0000274
555	CG46448	1.29575000773184	2L	2391660	2391661	FBtr0475317	FBgn0287218
556	CG10734	1.29391369095815	2R	16158793	16158794	FBtr0087250	FBgn0034082
557	CG30429	1.29216668382287	2R	25246467	25246468	FBtr0072450	FBgn0050429
558	Odc1	1.28550000488758	2R	8004824	8004825	FBtr0088863	FBgn0013307
559	Sox102F	1.28545237988943	4	804079	804080	FBtr0334488	FBgn0039938
560	Ubx	1.28260417253866	3R	16734425	16734426	FBtr0083349	FBgn0003944
561	wake	1.28234375019868	3R	22639808	22639809	FBtr0344409	FBgn0266418
562	CG44956	1.28233333071694	3R	12341674	12341675	FBtr0343913	FBgn0266261
563	ush	1.28222857135392	2L	476220	476221	FBtr0333013	FBgn0003963
564	jar	1.27525001120133	3R	24259487	24259488	FBtr0084636	FBgn0011225
565	RpL37A	1.27187500335276	2L	5070957	5070958	FBtr0302570	FBgn0261608
566	RFeSP	1.26914582742999	2L	1614159	1614160	FBtr0077915	FBgn0021906
567	Orct	1.26650000611941	3R	24276260	24276261	FBtr0084599	FBgn0019952
568	RhoGAP18B	1.26501666101006	X	19153457	19153458	FBtr0299624	FBgn0261461
569	Dyrk2	1.2514208457976	2L	14197566	14197567	FBtr0336949	FBgn0016930
570	sr	1.24626587031202	3R	18090803	18090804	FBtr0083542	FBgn0003499
571	CG16753	1.24389583431184	3L	3055079	3055080	FBtr0072990	FBgn0035393
572	tkv	1.24357856751553	2L	5237361	5237362	FBtr0079089	FBgn0003716
573	CG43098	1.24209998999722	3L	3659068	3659069	FBtr0304986	FBgn0262544
574	CG43082	1.24087500572205	3L	15661867	15661868	FBtr0304968	FBgn0262528
575	CG12910	1.2377083391572	2R	10265057	10265058	FBtr0310141	FBgn0033502
576	CG11145	1.2373499948221	2R	7428592	7428593	FBtr0089004	FBgn0033168
577	CG9837	1.23598332153633	3R	8809810	8809811	FBtr0309099	FBgn0037635
578	CG3638	1.23442499727341	X	1235052	1235053	FBtr0070249	FBgn0261444
579	htl	1.23228165794575	3R	18049365	18049366	FBtr0083549	FBgn0010389
580	CG7084	1.23037500772625	3R	22298805	22298806	FBtr0084201	FBgn0038938
581	CG18765	1.22619999854166	3R	11691798	11691799	FBtr0113346	FBgn0042110
582	Acp26Aa	1.22237500053986	2L	5893895	5893896	FBtr0079155	FBgn0002855
583	Kdm4B	1.21165625692811	2R	13189252	13189253	FBtr0302052	FBgn0053182
584	rdx	1.21149999946356	3R	13971799	13971800	FBtr0301632	FBgn0264493
585	SP1173	1.21069999216124	3L	6692653	6692654	FBtr0076961	FBgn0035710
586	pdm3	1.21052499637008	2R	8327490	8327491	FBtr0302919	FBgn0261588
587	ppk24	1.20910118231993	3R	31265730	31265731	FBtr0085764	FBgn0039839
588	CG14634	1.20808332723876	X	862608	862609	FBtr0110804	FBgn0040892
589	CG15478	1.20658332947642	X	7715115	7715116	FBtr0300836	FBgn0029955
590	Ccdc85	1.20628333054483	2L	2999286	2999287	FBtr0077646	FBgn0031488
591	zfh2	1.19693334468951	4	501810	501811	FBtr0089070	FBgn0004607
592	CG9328	1.19270237513064	2L	20797715	20797716	FBtr0081415	FBgn0032886
593	stumps	1.19178749242759	3R	14577217	14577218	FBtr0112893	FBgn0020299
594	CG43336	1.19061309349421	3R	15637168	15637169	FBtr0306930	FBgn0263041
595	CG4004	1.18739583066458	X	12744212	12744213	FBtr0346128	FBgn0030418
596	CG16721	1.18099999722714	X	5879869	5879870	FBtr0070821	FBgn0029820
597	Orct2	1.18012500554323	3R	24273029	24273030	FBtr0084598	FBgn0086365
598	ed	1.17866250891238	2L	4031377	4031378	FBtr0077465	FBgn0000547
599	SP2353	1.17441665877899	2R	16031930	16031931	FBtr0087209	FBgn0034070
600	CG34323	1.17114581974844	X	12070437	12070438	FBtr0112525	FBgn0085352
601	Fas1	1.170500010252	3R	16625238	16625239	FBtr0083334	FBgn0285925
602	CG4907	1.17016667624315	3R	22710761	22710762	FBtr0084330	FBgn0039010
603	sc	1.1611499980092	X	396060	396061	FBtr0070073	FBgn0004170
604	stan	1.15450000762939	2R	10673345	10673346	FBtr0304899	FBgn0024836
605	ND-49L	1.15235418115238	3R	25358285	25358286	FBtr0273265	FBgn0039331
606	NimC4	1.15103055913803	2L	14047582	14047583	FBtr0080592	FBgn0260011
607	CG42680	1.14816667563799	2L	14588233	14588234	FBtr0302802	FBgn0261566
608	Fad2	1.14766666779502	3L	11023535	11023536	FBtr0076196	FBgn0029172
609	CG44335	1.14400714493989	3R	7325597	7325598	FBtr0339728	FBgn0265423
610	Jupiter	1.13870833332961	3R	11592243	11592244	FBtr0082457	FBgn0051363
611	Lim3	1.13681249693036	2L	19082220	19082221	FBtr0309834	FBgn0002023
612	CG17048	1.13579999636859	2R	13354498	13354499	FBtr0087721	FBgn0033828
613	CG12986	1.13495001792908	X	17819684	17819685	FBtr0074474	FBgn0030868
614	CG43675; CG45050	1.13383331398169					
615	Sfp24Bc	1.13252500444651	2L	3670580	3670581	FBtr0301934	FBgn0261054
616	LpR1	1.13241666927934	3R	25752994	25752995	FBtr0113480	FBgn0066101
617	ACC	1.13075000792742	2R	7984062	7984063	FBtr0339123	FBgn0033246
618	Pms2	1.12991666669647	2R	15371519	15371520	FBtr0087388	FBgn0011660
619	E(spl)m4-BFM	1.12475694229619	3R	26024578	26024579	FBtr0084980	FBgn0002629
620	Caf1-180	1.12363392380731	X	8606303	8606304	FBtr0071228	FBgn0030054
621	PVRAP	1.12062499672174	3L	5997208	5997209	FBtr0077037	FBgn0052406
622	CG32237	1.11806249851361	3L	4852460	4852461	FBtr0073356	FBgn0052237
623	CG15570	1.11760417899738	X	4218170	4218171	FBtr0070645	FBgn0029697
624	Klp54D	1.11649998533539	2R	17557031	17557032	FBtr0306905	FBgn0263076
625	bab1	1.11586250001565	3L	1101088	1101089	FBtr0072642	FBgn0004870
626	CrebA	1.11293403261031	3L	15535395	15535396	FBtr0075557	FBgn0004396
627	ato	1.11206252221018	3R	8278052	8278053	FBtr0081828	FBgn0010433
628	CG3719	1.11206249298994	X	1380479	1380480	FBtr0070233	FBgn0024986
629	CG46443	1.10774998962879	2R	20076493	20076494	FBtr0475313	FBgn0287213
630	Brd	1.104821421206	3L	14972667	14972668	FBtr0075621	FBgn0000216
631	CG18508	1.09664999432862	X	3173139	3173140	FBtr0070543	FBgn0028746
632	Ddr	1.09312499314547	2L	6253123	6253124	FBtr0340169	FBgn0053531
633	Sgs5bis	1.09225000441074	3R	17594386	17594387	FBtr0083460	FBgn0038523
634	ena	1.09027777343161	2R	19141632	19141633	FBtr0086583	FBgn0000578
635	dpr12	1.09006667671104	2R	5804712	5804713	FBtr0300553	FBgn0085414
636	salr	1.08945833328956	2L	11358873	11358874	FBtr0307093	FBgn0000287
637	Atet	1.08829166181386	2L	4333913	4333914	FBtr0077427	FBgn0020762
638	CG42514	1.08393750246614	3L	16495267	16495268	FBtr0300657	FBgn0260388
639	IA-2	1.08230001032352	2L	1034581	1034582	FBtr0332270	FBgn0031294
640	Oaz	1.06224047635582	2R	14435899	14435900	FBtr0302927	FBgn0284250
641	sd	1.05676189805603	X	15804370	15804371	FBtr0308128	FBgn0003345
642	Rab26	1.05543749872595	3L	21318774	21318775	FBtr0112677	FBgn0086913
643	Syx7	1.05437500600237	3L	21445834	21445835	FBtr0078352	FBgn0267849
644	psq	1.05204166440914	2R	10557888	10557889	FBtr0088275	FBgn0263102
645	CG2528	1.05181250286599	2L	21992932	21992933	FBtr0344210	FBgn0032969
646	CG7567	1.05021070756595	3R	29588103	29588104	FBtr0085472	FBgn0039670
647	egr	1.04925000163106	2R	10078366	10078367	FBtr0088405	FBgn0033483
648	CG31875; SoYb	1.04861666448414					
649	CG32066	1.04816666493813	3L	10659980	10659981	FBtr0076278	FBgn0052066
650	hwt	1.04812500107801	X	12531232	12531233	FBtr0333155	FBgn0264542
651	Jheh1	1.04716668712596	2R	18855086	18855087	FBtr0086625	FBgn0010053
652	CG13482	1.04618749511428	3L	14329346	14329347	FBtr0075744	FBgn0036419
653	toy	1.04172322100827	4	989725	989726	FBtr0089185	FBgn0019650
654	CG9300	1.03957499703392	3L	19552420	19552421	FBtr0074938	FBgn0036886
655	side-IV	1.03751785827418	3R	13450590	13450591	FBtr0303259	FBgn0038156
656	CG32148	1.03566665947437	3L	15023492	15023493	FBtr0075630	FBgn0047338
657	CG5568	1.03312500007451	3L	5871501	5871502	FBtr0077025	FBgn0035641
658	CG4459	1.03175000473857	3R	19928643	19928644	FBtr0083849	FBgn0038753
659	CG11313	1.03137501329184	3R	30731164	30731165	FBtr0335452	FBgn0039798
660	CG34057	1.02568749710917	3L	897380	897381	FBtr0100834	FBgn0054057
661	trbl	1.01937856979535	3L	20401608	20401609	FBtr0078235	FBgn0028978
662	CG14658	1.01774999797344	3R	4830512	4830513	FBtr0078874	FBgn0037283
663	CG42713	1.01768748937175	2L	8891440	8891441	FBtr0302995	FBgn0261630
664	ND-20L	1.01662499406375	3R	29515717	29515718	FBtr0339902	FBgn0039669
665	CG31493	1.01349999507268	3R	7131560	7131561	FBtr0081566	FBgn0051493
666	CG10459	1.01211111909813	2R	9707536	9707537	FBtr0088468	FBgn0033440
667	jumu	1.00545832825204	3R	10350182	10350183	FBtr0082237	FBgn0015396
668	mbl	1.00156250574946	2R	17216549	17216550	FBtr0310346	FBgn0265487
669	scb	0.999857142966773	2R	15248784	15248785	FBtr0087369	FBgn0286785
670	CG44014	0.999583332644155	3R	15508885	15508886	FBtr0334152	FBgn0264776
671	oc	0.997541669445733	X	8643175	8643176	FBtr0331305	FBgn0004102
672	CG32119	0.994787885327682	3L	13248701	13248702	FBtr0075867	FBgn0052119
673	Sfp79B	0.992812496377155	3L	22080322	22080323	FBtr0300318	FBgn0259973
674	bmm	0.99242856672832	3L	14786411	14786412	FBtr0075699	FBgn0036449
675	CG44038	0.9907499961555	3R	12260969	12260970	FBtr0334692	FBgn0264830
676	grn	0.98644792009145	3R	8181443	8181444	FBtr0081808	FBgn0001138
677	CG10702	0.980524995096494	2L	19069850	19069851	FBtr0081176	FBgn0032752
678	Cpr65Ay	0.979374997317791	3L	6158629	6158630	FBtr0112466	FBgn0085300
679	Ugt301D1	0.977633333019912	2L	18509560	18509561	FBtr0081068	FBgn0032684
680	CG3349	0.975875006988645	3L	14979620	14979621	FBtr0309063	FBgn0036459
