gene_symbol,start,end,width,width.1,Conc,Conc_Cph_NanoDam,Conc_control,Fold,p.value,FDR,geneChr,geneStart,geneEnd,geneLength,geneStrand,distanceToTSS,significance_score,rank
CG1572,11556664,11557063,400,401,11.3385564339925,11.9447458196618,10.2729349600447,1.32906724075082,4.37571064179126e-07,5.57253248812278e-05,6,11555285,11556438,1154,2,-226,4.253947390883378,141
tRNA:Lys-TTT-1-1,8289241,8289640,400,401,8.98815327239374,9.58151434069608,7.96266017276977,1.32155226713526,1.09050516146611e-07,1.64054065957401e-05,1,8290727,8290799,73,1,-1087,4.78501300148043,142
bbg,14448329,14448728,400,401,10.6483223312575,11.2911339065607,9.45940185689809,1.30826858109809,1.15806106628251e-05,0.0009282045131278,3,14412828,14448573,35746,2,0,3.0323563242796965,143
Acbp5,8788635,8789034,400,401,11.8852406270467,12.5373352610299,10.6627824333229,1.29640770753049,2.09169525275308e-05,0.0015243303222966,3,8788144,8788545,402,2,-90,2.8169209112077294,144
pes,7989671,7990070,400,401,11.1918663112464,11.7796166493602,10.183470329595,1.28020127881154,2.73818046757119e-07,3.70735223832994e-05,1,7987113,7991580,4468,2,1510,4.430936149364115,145
unc-119,7292542,7292941,400,401,10.1205384425939,10.7146465659569,9.09274848368666,1.26452818541106,9.82717455705197e-07,0.000106931124706,6,7288680,7291298,2619,2,-1244,3.97089586522508,146
Nlg3,7640986,7641385,400,401,9.15416832512759,9.73480911388401,8.16705632348233,1.25119913274197,3.56752620136469e-07,4.73065007887147e-05,4,7571291,7639434,68144,2,-1552,4.325079175061891,147
SdhB,6805985,6806384,400,401,8.98193809273005,9.57740636961678,7.94995379218666,1.24847424996117,1.82137002186228e-06,0.0001816075341566,2,6807626,6809172,1547,1,-1242,3.740866138332751,148
out,19319382,19319781,400,401,11.7212594067938,12.3287306320054,10.6515461973394,1.24593697035647,4.87313915495584e-06,0.0004307955490076,6,19310513,19322106,11594,2,2325,3.365728792494354,149
CG5002,17750695,17751094,400,401,10.7830940319903,11.3384023210392,9.86856597140571,1.24509881525688,6.514965741366951e-09,1.26013153155387e-06,2,17750293,17753214,2922,1,402,5.899584121194589,150
CG13501,22063966,22064365,400,401,8.99530730006967,9.5750072134621,8.01098085362582,1.24022895887774,4.77938106380433e-07,5.96842611001778e-05,2,22058904,22061517,2614,2,-2449,4.224140178393421,151
wb,14303529,14303928,400,401,9.94706432231792,10.5845222647628,8.77704124018572,1.23621282615038,2.69935105922346e-05,0.0018567060427412,1,14300999,14328262,27264,1,2530,2.731256849152457,152
lncRNA:CR43928,3477026,3477425,400,401,12.2305797199898,12.8359405656465,11.1675949239523,1.23607389122423,5.29228036452625e-06,0.0004599456499237,1,3476851,3477648,798,1,175,3.3372934842592263,153
Cpr67Fb,10893217,10893616,400,401,11.0933076914159,11.6611194110473,10.1435696177089,1.23295942436234,1.36474244853263e-07,2.02316349880375e-05,3,10894173,10894693,521,1,-557,4.693969018979544,154
Traf4,4371811,4372210,400,401,12.0940326901059,12.6833614174875,11.0808541611082,1.23276657814888,1.66917599417927e-06,0.0001690533561033,1,4371990,4380716,8727,1,0,3.7719762030545207,155
dila,9828438,9828837,400,401,10.2944968468017,10.8962169640823,9.24302346542934,1.22829184853764,4.94942415560283e-06,0.000436040878092,2,9823082,9827206,4125,2,-1232,3.360472794452521,156
CG5639,27597880,27598279,400,401,10.5516205469701,11.1853496833037,9.39457403900551,1.21029708036018,3.38113033201886e-05,0.0022020146276249,4,27586474,27596130,9657,2,-1750,2.657179800407102,157
Tsp42Ei,7035212,7035611,400,401,9.18421626084584,9.80343394227539,8.0762823196236,1.20362397218284,2.11775735527635e-05,0.0015389635018215,2,7035125,7036949,1825,1,87,2.8127716798082107,158
CG12828,7149087,7149486,400,401,10.0758160063978,10.6447234364302,9.12293625587665,1.19830638869537,7.11121048019296e-07,8.2335962269296e-05,2,7149174,7149677,504,2,191,4.084410434486463,159
Argk1,9060099,9060498,400,401,9.70705403899697,10.3164739121947,8.63109126347306,1.19063305180689,1.69976058495026e-05,0.0012822973914324,3,9048812,9062948,14137,2,2450,2.8920112412134724,160
CG8768,12694163,12694562,400,401,10.2220164971826,10.8286638129507,9.15493502252738,1.18865812639425,1.53440977128836e-05,0.0011712964797149,2,12691308,12692690,1383,2,-1473,2.931333161966974,161
tapas,20320361,20320760,400,401,13.5439090805515,14.1042928376651,12.6152285086341,1.17625061890873,6.54156068774222e-07,7.86362844355928e-05,2,20320496,20324717,4222,1,0,4.104377015105232,162
lncRNA:CR46041,19060090,19060489,400,401,11.5385097201593,12.1000674627877,10.6065285765372,1.17051747058699,9.39468856585766e-07,0.0001028418567475,4,19058020,19058519,500,1,2070,3.98783009103429,163
Shrm,57341692,57343288,1600,1604,41.58399915094104,41.29877902225508,39.35847932984954,1.1636594229477948,0.0002399864372803811,0.011656796401089086,8,57348892,57407208,58320,4,-6003,15.149171260512139,164
bbc,13494375,13494774,400,401,11.8742467063063,12.4494077953386,10.9032576305728,1.15833097476387,4.65044609296422e-06,0.0004168387656498,2,13486634,13494862,8229,2,88,3.380031898813815,165
CREG,17393417,17393816,400,401,11.1354103633266,11.6896610266401,10.2238077835818,1.15699350370767,7.30921363005279e-07,8.35686758369369e-05,4,17393272,17394309,1038,2,493,4.07795647926477,166
PolQ,12714045,12714444,400,401,9.67481709703515,10.2177831434111,8.79393465606925,1.15489631142517,1.90295316319829e-07,2.75019495074585e-05,4,12705523,12712299,6777,2,-1746,4.560636519612548,167
CG31446,15693283,15693682,400,401,11.1847759545671,11.7381588471765,10.2755676813236,1.15291396123169,7.85427726401183e-07,8.93466446684791e-05,4,15693086,15694194,1109,1,197,4.048921752384146,168
CG4752,22479603,22480002,400,401,10.0356387386707,10.6596653889131,8.91166821062094,1.15105633959554,5.48889695600718e-05,0.0032164436034916,2,22478379,22483054,4676,1,1224,2.492624059033431,169
CG17124,10755031,10755430,400,401,10.4877706196511,11.0631987306673,9.516001458434,1.15075785214299,5.87206538809374e-06,0.0005001949738699,1,10744075,10756325,12251,2,895,3.300860676523018,170
heca,30276040,30276439,400,401,11.1051909349827,11.6727151796556,10.1562755980676,1.15029514981195,3.29753521732593e-06,0.0003084694307843,4,30277932,30362093,84162,1,-1493,3.5107878679338143,171
eya,6533888,6534287,400,401,8.60440601889949,9.18133041541635,7.6282550647835,1.1483673057935,6.88944003042928e-06,0.0005772991686735,1,6527447,6536111,8665,2,1824,3.2385990678967813,172
pHCl-2,31302139,31302538,400,401,10.5864054201674,11.1314764183681,9.69986016660456,1.13827081518296,5.7245617790155e-07,6.94643168703649e-05,4,31300918,31305384,4467,2,2846,4.1582382308910395,173
CG12236,5908344,5908743,400,401,11.2812500369855,11.8129326214853,10.4302122422884,1.13765567822672,8.79631269024279e-08,1.34693538069343e-05,6,5908135,5913079,4945,1,209,4.870653239081348,174
SP1173,6700300,6700699,400,401,8.86645548400596,9.54326751326943,7.54955591901887,1.13412219673148,0.0001967490333945,0.008593156000128,3,6689327,6703521,14195,2,2822,2.0658473039552483,175
Hsp26,9377256,9377655,400,401,9.55039142680965,10.1245657413252,8.58228023815762,1.13244361346928,8.75018110409993e-06,0.000726123899687,3,9376418,9377375,958,2,0,3.138989268612084,176
CG7408,17879983,17880382,400,401,9.19856689860952,9.88035752960205,7.86166729770385,1.13136489584871,0.0002150509540339,0.0091139798888364,3,17879096,17883653,4558,1,887,2.040291934078895,177
Snp,22067836,22068235,400,401,11.0398690180448,11.5673670756915,10.1996860314787,1.12996385164021,7.0392100010074e-08,1.11094280537371e-05,2,22068275,22069757,1483,1,-40,4.954308299249935,178
CG13607,24117124,24117523,400,401,10.8370503535657,11.4282139232065,9.81828560211602,1.12176733653657,2.66514784534434e-05,0.0018480034588,4,24114043,24116322,2280,2,-802,2.733297220271568,179
CG1146,2488087,2488486,400,401,10.8807877630559,11.4075273412421,10.042560233745,1.11613036667264,1.48248889847303e-07,2.17925868075535e-05,3,2488804,2492613,3810,1,-318,4.661691215390874,180
CR42786,20734392,20734791,400,401,8.23068605482075,8.85118108211074,7.11851507123156,1.11529098296079,7.9502628673662e-05,0.0042876417665198,4,20734748,20735323,576,1,0,2.367781507205871,181
Mecr,13861400,13861799,400,401,10.8300301442704,11.3535555461298,10.0000485577879,1.11429366973427,9.93038975881963e-08,1.50270162673903e-05,2,13860349,13861930,1582,2,131,4.823127243448146,182
lncRNA:CR45585,5016527,5016926,400,401,10.5353350400365,11.0661936875112,9.68644352955585,1.10581018370913,4.76014340327613e-07,5.96842611001778e-05,4,5015624,5021474,5851,1,903,4.224140178393421,183
ACC,7983314,7983713,400,401,11.3277089162316,11.9326664132811,10.2660054150006,1.10409164319999,5.91641124361804e-05,0.0034125488619299,2,7974115,7984063,9949,2,350,2.466921121543976,184
Mtp,20922276,20922675,400,401,11.0624199223082,11.6287561572088,10.1168979003219,1.0835977281183,1.85957162515677e-05,0.0013746402315275,1,20919094,20922876,3783,2,201,2.861810949765888,185
hng3,756675,757074,400,401,11.7389051158797,12.331297653589,10.7163826153194,1.08295061743478,5.48872057069961e-05,0.0032164436034916,3,737680,755489,17810,2,-1186,2.492624059033431,186
CG33109,14220883,14221282,400,401,9.40231112895947,10.002580478527,8.35539134680925,1.07381823225219,7.96739790896903e-05,0.004287893539921,4,14220560,14221584,1025,2,302,2.3677560058709792,187
lncRNA:CR44081,6809447,6809846,400,401,9.63580254950039,10.217021170064,8.64697624701645,1.07103120638084,4.58296417997706e-05,0.0028340565752382,1,6812640,6813110,471,1,-2794,2.547591484339611,188
CG42336,11296918,11297317,400,401,12.0077256777272,12.5187889330347,11.2091083710958,1.06933923395239,2.40591090300657e-07,3.32752999891635e-05,2,11294536,11297520,2985,2,203,4.4778780205099045,189
ND-B14.7,21025857,21026256,400,401,11.1285441773503,11.7331790864117,10.067864347366,1.0653971233682,0.0001007745443992,0.0051745013067275,2,21025078,21026086,1009,1,779,2.286131499044479,190
CG45080,13318224,13318623,400,401,7.37854668517182,8.15171990656151,5.59751543887032,1.06249954444786,0.0006286503422196,0.0195924100740244,4,13318991,13319270,280,2,647,1.7079121378965012,191
CG6023,18317165,18317564,400,401,9.50952036901997,10.0534747355573,8.62598291242002,1.0621406092938,9.04154491226011e-06,0.0007478898484498,6,18314124,18315901,1778,2,-1264,3.126162361671812,192
Yp3,13760592,13760991,400,401,9.46080925504002,10.0061762694679,8.57346519838912,1.05995896672826,1.05314092475704e-05,0.0008546388103903,6,13759546,13761547,2002,1,1046,3.0682173891274886,193
lncRNA:CR45250,11344655,11345054,400,401,10.3331447525303,10.881618794049,9.43737959886838,1.04791308718944,1.76935339172704e-05,0.0013155091330109,3,11342082,11342424,343,1,2573,2.880906132449074,194
Gs2,11420697,11421096,400,401,10.6867640260282,11.2769880157941,9.67086343828559,1.0456813318156,9.15803977343498e-05,0.0047783690598492,6,11422832,11430197,7366,1,-1736,2.3207203103278404,195
CG33511,21079408,21079807,400,401,10.5028255472416,11.0117508417306,9.70949433897452,1.03607419574902,1.20552817382562e-06,0.0001286813787205,1,21081127,21082494,1368,2,2687,3.890484294618859,196
Shaw,3719973,3720372,400,401,9.34905261510315,9.9015643426656,8.44224257895982,1.03596011207194,2.91896924930981e-05,0.0019701145844221,1,3721336,3727587,6252,1,-964,2.7055085139728994,197
app,12223885,12224284,400,401,10.149223532642,10.7101003754277,9.21915793423019,1.03503432661788,4.2346281315483e-05,0.0026634672049897,3,12206238,12224275,18038,2,0,2.5745526462715644,198
Vps24,4310267,4310666,400,401,12.0639905642936,12.6604795945068,11.0288479026071,1.03358972795453,0.0001265659826789,0.0060294627859566,4,4307435,4310947,3513,2,281,2.219721380975611,199
Epg5,18761489,18761888,400,401,9.59908313241375,10.1247665307486,8.76357245502382,1.03245049364017,6.68748403582837e-06,0.000564050907612,4,18750436,18758873,8438,2,-2616,3.248681697617287,200
Fpps,11306866,11307265,400,401,9.13552307030076,9.76374702600118,7.99736406139422,1.02844094095118,0.0002398309043344,0.0099994327617552,2,11305511,11307528,2018,2,263,2.000024635542682,201
nvy,24283245,24283644,400,401,8.28358960385128,8.85652002805557,7.3190952158841,1.01730858114364,8.82736432612754e-05,0.0046533595756071,2,24284687,24291084,6398,1,-1043,2.332233387254321,202
lncRNA:CR34052,2322717,2323116,400,401,11.5851949062892,12.1470338594097,10.6524216388476,1.01512031277126,6.49633166204625e-05,0.0036568519038542,6,2321855,2322264,410,2,-453,2.4368926274774507,203
Pcyt1,1548098,1548497,400,401,11.4590108305856,12.0078784059294,10.5621742516781,1.01299784480151,4.1963148726342e-05,0.0026458382377086,3,1548265,1553236,4972,1,0,2.577436711402506,204
lncRNA:CR44445,8243055,8243454,400,401,13.0710017427372,13.6438351709497,12.1067888738274,1.00957788669229,9.9685376940323e-05,0.0051288126435796,2,8242396,8243500,1105,2,46,2.289983165497651,205
M7BP,7628572,7628971,400,401,11.804882073358,12.3149790897508,11.0086571573557,1.00620290993387,5.31732191588994e-06,0.0004605660144318,2,7628797,7649899,21103,1,0,3.3367081121583433,206
Acsl,8670218,8670617,400,401,11.7270966380642,12.2790930849873,10.8217025676841,1.0021939891229,5.95114896867926e-05,0.0034172613218588,2,8670723,8682791,12069,1,-106,2.4663218089384955,207
ko,21099452,21099851,400,401,10.3546494142086,10.8770264566503,9.52759811418809,1.00139347028638,1.51314219401037e-05,0.0011623375571345,3,21075581,21100100,24520,2,249,2.9346677291645578,208
Fhos,8767017,8767416,400,401,11.576456069558,12.0810930996916,10.7936461745996,0.999883294103189,4.35567153808576e-06,0.0003973391855221,3,8766442,8798719,32278,1,575,3.4008386027854827,209
Alp10,5595075,5595474,400,401,10.2349133038545,10.7365745783635,9.4593414275945,0.998973008499376,3.47068182806177e-06,0.0003223223466674,3,5592741,5595272,2532,2,0,3.4917095837277925,210
AdamTS-A,15474952,15475351,400,401,10.7837421707973,11.3367374116782,9.87560173821801,0.989910725206244,7.84050111862798e-05,0.0042505215529027,4,15442246,15476193,33948,2,842,2.3715577773260446,211
lncRNA:CR42651,6816187,6816586,400,401,11.942092984313,12.5658311559153,10.8190910107011,0.989660443871962,0.0003265008061599,0.0123010892900587,4,6808796,6816379,7584,2,0,1.9100564290715594,212
Pcb,9857708,9858107,400,401,11.4631600155037,11.9921624604471,10.6190876127912,0.988314425185965,3.16929609505571e-05,0.0021067220166746,2,9850703,9856410,5708,2,-1298,2.676392766047766,213
lncRNA:CR45293,15487819,15488218,400,401,13.1399096569192,13.6637165368528,12.3092085528145,0.984623009958407,2.71190545246123e-05,0.0018603671403884,1,15485697,15485951,255,2,-1868,2.7304013400237905,214
eIF2Bepsilon,1921444,1921843,400,401,10.4968317394179,10.9942411130031,9.73151365613036,0.983367613440651,4.78801991295754e-06,0.0004247303871063,6,1920166,1922874,2709,2,1031,3.3718866665334755,215
CG42450,18815087,18815486,400,401,11.8237475024104,12.3535204119775,10.9776775112304,0.977788111543705,4.30548369957683e-05,0.0027014284919905,6,18813297,18830406,17110,1,1790,2.568406523940059,216
CG7530,14727037,14727436,400,401,11.0466468474765,11.5770337405147,10.1989822294466,0.977303500586397,4.47642645253206e-05,0.0027815475964103,4,14724760,14729078,4319,2,1642,2.5557135042360075,217
Treh,21074102,21074501,400,401,11.734512659106,12.2463052804579,10.9340857599135,0.974988361128204,1.87398753485859e-05,0.001381327488087,2,21074018,21088945,14928,1,84,2.859703345745709,218
Hacd2,13445192,13445591,400,401,9.16008063021758,9.76458676078576,8.09980918748333,0.974142199907189,0.0002951431418018,0.0114173794328619,1,13444103,13445651,1549,2,60,1.9424335658316902,219
CG33725,12486960,12487359,400,401,13.2662553352943,13.8216062408889,12.3516092243659,0.97372230509929,0.0001125578718062,0.0055959868898977,3,12485690,12486446,757,1,1270,2.2521233116304877,220
CG34268,503709,504108,400,401,10.177144188049,10.6678090446778,9.42788205574166,0.966100445042066,5.7712249425975e-06,0.0004932384107917,3,500965,501400,436,1,2744,3.3069431102082465,221
Eaat1,9336976,9337375,400,401,9.99581103560622,10.5398800432013,9.11196517378947,0.961944170630379,0.00010132306278,0.0051819797018233,1,9337806,9341925,4120,1,-431,2.285504292508704,222
D,14176204,14176603,400,401,8.53259002513227,9.07897107546262,7.64250497835847,0.956862620721811,0.000119159576665,0.0057619926874228,3,14175610,14177537,1928,2,934,2.239427297220816,223
wdp,22302481,22302880,400,401,12.0570843045939,12.5383598886141,11.3297587430883,0.956786925589509,3.75454609867976e-06,0.0003474305697429,2,22298214,22301423,3210,2,-1058,3.4591319714774036,224
tkv,5234888,5235287,400,401,11.2275433453449,11.7746754373369,10.3354235878279,0.953066373150135,0.0001295433050809,0.0061259219176601,1,5219000,5237362,18363,2,2075,2.2128285431065713,225
Snoo,7975318,7975717,400,401,10.8998465488542,11.3752410817896,10.1860218524035,0.951227993933517,2.74387532231518e-06,0.0002604656555961,1,7893431,7977065,83635,2,1348,3.5842495336635825,226
CG9826,22842675,22843074,400,401,10.7805930551721,11.3115240333702,9.93151330629606,0.948046276059553,8.87948810905318e-05,0.0046617312572529,2,22840739,22842977,2239,1,1936,2.331452766606142,227
CG34290,24289253,24289652,400,401,9.45896689474466,10.0306284582142,8.49814939501968,0.94651872449075,0.000243190219143,0.0100723872476812,4,24288553,24289818,1266,2,166,1.9968675854917268,228
mdy,16816991,16817390,400,401,11.7866307527073,12.2900699085968,11.0067406472162,0.946140339110896,2.93619128881689e-05,0.0019713423338516,1,16817108,16826964,9857,1,0,2.705237951675407,229
CG5446,12427218,12427617,400,401,10.1542103466998,10.6887596337048,9.2956704462993,0.945030658774569,0.0001057687378097,0.0053350995689333,1,12426631,12427709,1079,2,92,2.272857470928399,230
lncRNA:CR45327,22378450,22378849,400,401,9.87498254341678,10.4118023843799,9.01046217605656,0.942707299456292,0.000118077438465,0.0057312115179522,2,22378263,22379007,745,2,158,2.2417535630333836,231
Snx27,5725871,5726270,400,401,11.4527548054425,11.9614986645484,10.6598709452914,0.941661124746555,4.36922088620459e-05,0.0027281118276119,6,5719736,5723570,3835,2,-2301,2.5641378315524443,232
lncRNA:CR45029,9880180,9880579,400,401,11.7095200214294,12.2201592633256,10.9119532504063,0.941196306456636,4.81953065953565e-05,0.0029519625289655,4,9876998,9878498,1501,2,-1682,2.5298891595748763,233
atos,11634688,11635087,400,401,12.2821697847709,12.8046246017517,11.4549202876067,0.935386942499299,8.78627295411439e-05,0.004641208865392,2,11620188,11632515,12328,2,-2173,2.333368886860842,234
Ctps,15096935,15097334,400,401,10.9639345763026,11.4966017437578,10.1103262220142,0.931885715861435,0.0001292075400658,0.0061259219176601,3,15097914,15113003,15090,1,-580,2.2128285431065713,235
lncRNA:CR45047,19906675,19907074,400,401,11.3698062572469,11.8997123187537,10.5233906534884,0.929053607754657,0.0001262895280275,0.0060274547467701,4,19907681,19908091,411,1,-607,2.219866041556367,236
lncRNA:CR46113,30273211,30273610,400,401,12.3145178900667,12.8688655254627,11.4026474135775,0.928991015730039,0.000224632024158,0.0094887665377109,4,30272762,30273555,794,2,0,2.0227902386455927,237
Fer2LCH,30390628,30391027,400,401,9.87065751857605,10.3522071638574,9.14269836539581,0.928002332188023,1.42784249182038e-05,0.0011067251690411,4,30389139,30390584,1446,1,1489,2.9559602132564162,238
CAH9,27103846,27104245,400,401,11.1114069873138,11.6483194128002,10.2466420322722,0.922053322996406,0.0001722352695725,0.0076922783155436,4,27102988,27106184,3197,2,1939,2.113945010871654,239
Ugt37D1,16797947,16798346,400,401,10.2654043767779,10.7539048696791,9.5212413267544,0.921078471491429,2.92549570942376e-05,0.0019701145844221,1,16799025,16801584,2560,1,-679,2.7055085139728994,240
Hk,10258644,10259043,400,401,10.5717143854107,11.0451616411121,9.86232024616652,0.919585340164172,1.11997234333149e-05,0.0009031751890972,6,10238246,10256668,18423,2,-1976,3.044228001315792,241
Snx21,2764762,2765161,400,401,10.8646486621971,11.3625181866842,10.098225852727,0.917848523948097,5.21642069638101e-05,0.0031135132810766,1,2763416,2765665,2250,2,504,2.5067492774017173,242
CG42394,10848361,10848760,400,401,9.10878774436946,9.61032118039144,8.33352566798592,0.916801229380858,6.28685064402999e-05,0.0035585893543055,4,10849825,10851788,1964,1,-1065,2.4487221247943105,243
lncRNA:CR43849,15679049,15679448,400,401,8.99966291962384,9.57025490418306,8.04193506714643,0.916478230503837,0.0003495958692917,0.0128844609420186,4,15667978,15668676,699,1,11071,1.889933746674893,244
Lmpt,16887862,16888261,400,401,8.87167130148992,9.40344534015239,8.02039500400992,0.91591227802375,0.0001690659516088,0.0075988043135489,3,16887106,16922487,35382,1,756,2.119254739414013,245
Jhe,16119367,16119766,400,401,10.1697025987077,10.6559471008421,9.43082729212098,0.914989849279724,3.15685022331703e-05,0.0021038852848401,2,16119793,16122773,2981,1,-27,2.6769779439475485,246
capt,1155618,1156017,400,401,11.0020190439643,11.4886319215827,10.26228220095,0.914885610122663,3.23874547823386e-05,0.0021363263442965,1,1151678,1156311,4634,2,294,2.6703324039368574,247
Rgl,13925215,13925614,400,401,11.9798910065172,12.4856930582558,11.1942333866013,0.914550669758921,7.90159732304913e-05,0.0042703485532655,3,13906897,13925335,18439,2,0,2.3695366756583596,248
CG31174,21869162,21869561,400,401,11.5742812226199,12.0693183806269,10.814639387161,0.913513097213724,5.18554230138097e-05,0.0031022939134241,4,21868681,21869514,834,2,0,2.5083170592202,249
lin-28,5653575,5653974,400,401,11.5104534077745,11.996102969227,10.772967966515,0.913046485850507,3.26836704619686e-05,0.0021448658740666,3,5654681,5657384,2704,1,-707,2.6685998605766974,250
lncRNA:CR44545,10791354,10791753,400,401,9.02574451208453,9.52504222860627,8.25588526362852,0.91134456729203,6.64929301473053e-05,0.0037347830306537,3,10789334,10789876,543,1,2020,2.4277346231194943,251
Kank,14907328,14907727,400,401,9.85751040137974,10.4398248328697,8.86542557016607,0.909948895971151,0.0004387138647872,0.0151488780827536,2,14901475,14907971,6497,2,244,1.8196195295716608,252
CG5151,16142535,16142934,400,401,9.71042811995475,10.1844493162228,8.99973015277322,0.909125585954637,1.82898738051403e-05,0.0013559279643724,3,16139501,16143732,4232,2,798,2.8677633823764586,253
CAH14,20862381,20862780,400,401,8.86190430787927,9.41245323965521,7.96047782218852,0.908107306888729,0.0002843215915393,0.0111193796881687,2,20863781,20867076,3296,1,-1001,1.9539194398690374,254
tRNA:Ile-TAT-1-2,771501,771900,400,401,9.99681303246352,10.5292074651045,9.1439173716249,0.906706970329019,0.0002018853814443,0.0087509681950933,3,770363,770462,100,1,1138,2.057943894574852,255
nrv1,6789189,6789588,400,401,11.1155149643643,11.6289836310183,10.3109176139282,0.904779617776819,0.0001283020081888,0.0061008672100876,1,6778824,6786861,8038,2,-2328,2.21460842764715,256
px,22559258,22559657,400,401,9.46559296948618,9.95879457178989,8.71032161608781,0.904396398213597,6.22474598096534e-05,0.0035364788769182,2,22494297,22562065,67769,2,2408,2.4514289315770843,257
lncRNA:CR45632,21823758,21824157,400,401,10.8481560695171,11.3416267178463,10.0922452888912,0.901756830616198,6.76452877259198e-05,0.0037747831382847,4,21823692,21824086,395,1,66,2.4231079935848903,258
rad50,22421445,22421844,400,401,9.44640167960219,9.93333658625316,8.70591109063261,0.901186297981626,5.07953529092426e-05,0.0030713836007139,2,22421013,22425482,4470,1,432,2.512665938923464,259
CG32795,2788239,2788638,400,401,12.2773695539237,12.8210492175641,11.3945707300919,0.899986306230921,0.0002819649165869,0.0110741182888539,6,2782906,2789322,6417,2,684,1.9556908418569416,260
Dyrk2,14232001,14232400,400,401,9.42047811325772,9.92071231430351,8.64835924201423,0.898341461399319,9.55520443971506e-05,0.0049557990768481,1,14184478,14234108,49631,2,1708,2.3048863095568746,261
lncRNA:CR45303,14498920,14499319,400,401,11.2305410479221,11.7186766799805,10.4872350594942,0.896890342709672,6.16532166014131e-05,0.00351669400681,1,14496997,14498116,1120,2,-804,2.453865418699061,262
ct,7631472,7631871,400,401,9.56963934858362,10.0831368293337,8.76497015298086,0.895080647823765,0.0001573670662358,0.0072161635987836,6,7632222,7678259,46038,1,-351,2.141693629395776,263
CG1840,11887867,11888266,400,401,8.98528716391793,9.53755949749691,8.07913520637608,0.893781102428015,0.0003553527666584,0.0130778968845334,6,11888352,11889186,835,1,-86,1.8834620912472027,264
tun,15849380,15849779,400,401,8.99264685991752,9.52531888643669,8.13902580381429,0.890161627250293,0.0002674823145939,0.0107044021222662,2,15848579,15855645,7067,1,801,1.9704375845350561,265
CG1213,5843566,5843965,400,401,11.8893373866046,12.3661204502018,11.1723414262769,0.888407986917817,4.63717904556625e-05,0.0028607057781101,4,5843880,5846568,2689,1,0,2.5435268068273857,266
Snmp1,21169837,21170236,400,401,9.32843835796472,9.85941984213492,8.47922714875033,0.887834259937669,0.000268771458162,0.0107196058313484,4,21165498,21168205,2708,2,-1632,1.969821183712055,267
CG8519,6709960,6710359,400,401,9.86661801144992,10.4708275910777,8.80728642443063,0.887725866601172,0.0006748510514817,0.0206552933476655,3,6707585,6709000,1416,1,2375,1.6849686327683568,268
CG13829,23160918,23161317,400,401,9.2271650071203,9.73531541740192,8.43574299723684,0.884811731747218,0.0001677423002219,0.0075704748652792,4,23160477,23161338,862,2,21,2.1208768781086142,269
tst,23771781,23772180,400,401,10.2130446766446,10.8491010981855,9.04791665050882,0.882508386014268,0.0008721217466363,0.0247357573673872,4,23768399,23772859,4461,2,679,1.6066747877278782,270
lectin-46Ca,9817274,9817673,400,401,10.6906101217094,11.2044801742915,9.88501150251981,0.880107347681854,0.0002120078193505,0.0090296376701879,2,9817300,9818535,1236,1,0,2.044329676153284,271
CG11426,22470702,22471101,400,401,11.3562755249755,11.8730534924701,10.5433938296076,0.879852534406875,0.0002272259316257,0.0095669183159948,3,22470556,22473509,2954,1,146,2.019227934103038,272
LysD,1210823,1211222,400,401,10.2220095330985,10.7145070519385,9.46840963350773,0.878769842164786,0.0001189174600299,0.0057611142359154,3,1210717,1211196,480,2,0,2.239493513154689,273
CG44227,8684493,8684892,400,401,9.07112041555007,9.55929907923281,8.3277133831779,0.878109688989996,0.0001032302328266,0.0052586093850812,4,8684793,8685176,384,2,284,2.2791290878296717,274
DJ-1alpha,13942744,13943143,400,401,9.80973267422167,10.3577307315169,8.91526197088005,0.877048339961831,0.0004148472523544,0.014559270896067,2,13942534,13943377,844,2,234,1.8368603732196334,275
CR45716,4891232,4891631,400,401,9.43369916742173,9.95728475002023,8.60356378816675,0.876622956459488,0.000278394075148,0.0109841834097904,1,4891327,4891845,519,2,214,1.9592322240237705,276
lncRNA:CR41601,4136672,4137071,400,401,9.57868935272968,10.148040940974,8.62453345667914,0.876498181017428,0.0005455308151208,0.0176907919308773,4,4137894,4138652,759,2,1581,1.752252725399385,277
numb,9438326,9438725,400,401,11.0477277935137,11.5494465564143,10.2720165710074,0.87567605296862,0.000169256166051,0.0075988043135489,1,9437469,9463123,25655,1,857,2.119254739414013,278
sky,20915433,20915832,400,401,10.0825501924521,10.5973192806988,9.27470536542374,0.875495388553315,0.0002359060363434,0.0098838481839348,1,20871335,20917461,46127,2,1629,2.005073933988872,279
Aralar,30453188,30453587,400,401,10.6009298566828,11.183403469094,9.60837086238072,0.875457006453989,0.0006279711877826,0.0195924100740244,4,30445635,30453780,8146,2,193,1.7079121378965012,280
Pld,6243594,6243993,400,401,10.3789076673718,10.8821769710548,9.5994308986258,0.875401908909917,0.0001778055539401,0.0078862894398455,2,6242280,6255266,12987,1,1314,2.103127287645629,281
CG6225,12656682,12657081,400,401,10.5548407780564,11.0517694982263,9.7906753648593,0.874539846625621,0.0001511717081792,0.0069818531291029,4,12654577,12660860,6284,1,2105,2.15602929128395,282
CG33181,8499922,8500321,400,401,10.1061701334135,10.6695226688909,9.16912320472132,0.873557266783773,0.000526765895043,0.0172624874522077,6,8502366,8517029,14664,1,-2045,1.7628966240940618,283
