gene_id	gene_short_name	Ctrl_1	Ctrl_2	Ctrl_3	ScOE_1	ScOE_2	ScOE_3	ScOE_4
FBgn0030519	CG11151	88.3029	123.021	165.421	77.623	192.506	109.437	118.779
FBgn0030520	Pdcd4	177.648	155.943	136.432	226.297	178.309	192.775	169.519
FBgn0030521	CtsB1	436.65	404.922	464.693	675.182	648.02	771.155	534.448
FBgn0030522	CG11103	5.4708	8.25477	6.18288	11.329	8.56465	12.9242	12.0798
FBgn0030524	CG10993	0	0	0.12635	0	0.10929	0	0
FBgn0030525	CG10996	0	0	0.0614937	0.150672	0.0265954	0.192812	0.160657
FBgn0030528	CG11095	2.50812	4.90869	3.29845	2.78566	2.06394	2.7663	2.86026
FBgn0030529	Clic	179.208	227.157	219.357	184.567	162.67	152.073	201.479
FBgn0030530	jub	10.1245	9.11233	10.0825	13.7118	13.2694	14.2896	13.526
FBgn0030536	CG11068	8.67018	7.05077	8.02468	3.16367	1.74834	1.05401	1.10342
FBgn0030537	CG12480	0	0.0332437	0	0	0	0.0174572	0
FBgn0030538	betaNACtes1	0	0.0623897	0.0731431	0	0.0632672	0	0
FBgn0030539	CG1368	0	0	0	0.0554651	0.0489513	0	0
FBgn0030540	CG11581	0.143925	0	0.241629	0.0710446	0.0836015	0.0216463	0.0252509
FBgn0030541	CG11584	0	0	0	0	0	0	0
FBgn0030542	CG12481	0	0	0	0	0	0	0
FBgn0030543	CG11585	0	0	0.468678	0.131241	0.0289569	0.0299903	0.0699689
FBgn0030544	CG13403	0	0	0.146576	0	0	0	0
FBgn0030545	CG11590	42.0311	29.4147	27.4894	35.9024	39.5942	43.1511	27.9578
FBgn0030551	CG11674	0.312341	0.412238	0.769023	0.770835	0.390249	0.744481	0.586279
FBgn0030552	mRpL38	11.7772	11.0142	8.50075	6.32766	5.86376	5.71154	7.08434
FBgn0030554	CG1434	3.8754	2.36546	2.38825	2.19524	1.69756	2.12124	1.64965
FBgn0030555	Fbxl4	2.5581	3.52084	2.12349	3.33224	2.3424	4.22145	3.92708
FBgn0030556	mRNA-cap	31.5125	20.8444	18.2648	26.9904	23.7389	24.6284	17.6558
FBgn0030558	CG1461	0.0410356	3.33E-07	0.145147	0.123108	0.151462	0.0908213	0.164817
FBgn0030559	CG13404	0.000868716	0.141477	0	1.7605	1.46876	2.22187	6.23051
FBgn0030562	CG9400	0	0	0	0.0662431	0.0292317	0.030275	0
FBgn0030563	betaNACtes2	0	0	0	0	0	0	0
FBgn0030566	betaNACtes4	0	0	0	0	0.0344655	0	0
FBgn0030569	CG9411	0	0	0.0184372	0.0361399	0.0398696	0.0247755	0.0192675
FBgn0030570	CG12540	0.0845708	0.0968869	1.24945	0.166985	0.196499	0.050878	0
FBgn0030571	CG14414	46.8214	26.1672	20.2141	30.4307	30.6478	33.9207	25.1078
FBgn0030572	mRpS25	39.3204	28.6431	42.7516	27.1843	22.0084	22.1312	23.4978
FBgn0030573	nmdyn-D6	4.07204	2.83236	2.83222	3.78084	3.29458	2.58099	3.98036
FBgn0030574	CG9413	0.330481	1.3522	1.4373	12.3052	16.9934	19.2485	23.3253
FBgn0030575	CG5321	0	0	0.0590559	0.0199763	0.229345	0.0365336	0
FBgn0030576	CG15890	0.0191206	0.153336	0.102723	0.289444	0.222132	0.218557	0.227977
FBgn0030577	CG5334	0.0608472	0.0697085	0.24517	0.68081	0.883611	0.841934	0.0854033
FBgn0030578	CG5347	0	0	0	0	0	0	0
FBgn0030581	CG14408	8.98963	8.112	7.27724	7.12023	7.94306	8.71616	6.47756
FBgn0030582	CG14411	16.8709	11.495	10.0024	9.72608	9.17859	7.61873	6.88508
FBgn0030583	CG14410	3.4748	1.09816	1.44837	1.26179	1.25281	1.58585	1.76585
FBgn0030584	CG14407	155.52	138.972	171.697	129.517	111.958	122.815	83.6752
FBgn0030586	CG12539	0	0.0582443	0	0	0	0	0.0178395
FBgn0030587	CG9522	0.0481231	0	0	0	0.0139767	0	0.016886
FBgn0030588	CG9521	0.185568	0.106296	0.0311543	0.183202	0.0673696	0.0279096	0
FBgn0030589	CG9519	0	0	0.035095	0	0	0	0
FBgn0030590	CG9518	0.57671	0.676829	0.627769	0.416208	0.382918	0.173495	0.260485
FBgn0030592	CG9514	0.16505	0.170178	0.243845	0.184672	0.220508	0.148942	0.150579
FBgn0030593	CG9512	3.54243	2.87842	2.9369	3.21371	7.36609	4.8198	3.37678
FBgn0030594	CG9509	2.25497	5.30477	11.6059	0.917679	4.18759	2.44394	8.17828
FBgn0030595	CG14406	21.6124	27.2597	36.2843	8.68521	5.4924	10.8767	14.5839
FBgn0030596	CG12398	0.18859	0.0925948	0.144739	0.0354639	0.0625981	0.032416	0.0378141
FBgn0030597	Eo	0	0	0	0.017095	0.0150873	0.0156258	0.0546836
FBgn0030598	CG9503	0.0206023	0.0944105	0.0276707	0.054239	0.0478692	0.0371832	0.0289167
FBgn0030599	CG9030	0.0785824	0.0900265	1.26652	0.258602	0.273878	0	0
FBgn0030600	hiw	0.314743	0.552447	0.849334	0.640465	1.00638	0.89811	1.26044
FBgn0030603	CG5541	59.778	68.3741	71.2645	30.0308	34.1748	36.411	31.1339
FBgn0030605	CG5548	78.6792	41.7166	60.0277	51.482	54.4626	54.918	36.3763
FBgn0030607	dob	0.405572	0.431448	0.311269	0.324135	0.185103	0.261421	0.0813212
FBgn0030608	Lsd-2	116.745	207.927	135.259	54.0491	40.0838	36.0386	21.7489
FBgn0030610	CG9065	63.2178	33.8562	38.2594	28.6744	28.7578	27.493	24.4811
FBgn0030611	CG15027	40.5471	30.6445	29.2612	23.341	20.8107	27.5243	23.6137
FBgn0030612	CG5599	14.4801	20.5965	15.9051	7.96398	6.09597	6.67578	7.40513
FBgn0030613	Rab3-GEF	0.0599218	0.196745	0.0808556	0.975367	1.86608	1.3908	0.851147
FBgn0030614	CG9072	0	0	0	0.166503	0.367373	0.22829	0.0887688
FBgn0030615	Cyp4s3	0.106418	0.0868731	0.264679	0.637646	0.949635	0.655583	1.11926
FBgn0030616	RpL37a	4945.75	1827.57	2107.95	1588.49	1107.31	1862.28	883.855
FBgn0030617	CG9095	0.0728534	0.119249	0.293629	0.034243	0.0967186	0.0563569	0.0145893
FBgn0030620	CG5662	0	0	0	0	0.0353414	0	0
FBgn0030622	CG9101	0	0	0	0	0	0	0
FBgn0030623	PPYR1	0	0	0	0	0.0327164	0	0
FBgn0030624	CG9106	0	0	0.124168	0.243405	0.322231	0.0834293	0
FBgn0030625	CG5877	2.77638	3.04242	2.59404	2.68982	2.51441	2.26162	2.22666
FBgn0030628	CG9114	20.779	10.9897	11.8454	10.7768	11.0829	8.46389	7.44909
FBgn0030629	CG9123	5.89496	1.85621	1.71313	3.90256	3.58441	3.83677	5.75791
FBgn0030630	CG12608	24.4656	9.54991	8.60174	11.0844	8.81816	9.41827	8.41834
FBgn0030631	CG6227	5.34651	3.75891	3.53494	3.05282	3.31816	3.19517	2.84099
FBgn0030634	CG9164	0.030258	0.124221	0.147807	3.46989	4.0041	5.35826	5.3123
FBgn0030638	CG11655	0.252445	0.253057	1.48337	0.394608	1.0448	0.664437	1.04082
FBgn0030640	CG6294	0.660621	0.658113	0.670522	0.328218	0.345492	0.665621	0.528214
FBgn0030641	CG6299	51.7876	49.8683	75.013	48.6051	77.1677	112.356	92.369
FBgn0030642	CG15642	0.863723	1.68369	2.67025	2.75779	2.33125	3.41468	3.82472
FBgn0030643	CG15641	0	0	0.3122	0.15299	0.540092	0.699209	0
FBgn0030645	CG6308	16.8103	16.4592	21.1339	16.6603	10.2756	15.7577	15.4324
FBgn0030646	CG9203	4.74693	2.5021	1.766	2.93359	2.25249	2.23903	2.56496
FBgn0030647	CG6324	0.0141787	0	0.0190433	0.0374272	0.115647	0.102662	0.129739
FBgn0030648	CG6340	7.96019	7.91752	6.92377	13.0171	9.87097	10.103	11.5845
FBgn0030653	CG7860	0.143695	0.987745	1.47966	0.220678	0.333879	0.547508	0.873262
FBgn0030654	CG15643	0.900224	1.80482	1.25226	2.28535	1.73682	1.7021	2.88806
FBgn0030655	CG9213	2.99613	2.25421	1.83185	2.51645	2.4547	3.21487	1.82019
FBgn0030657	cerv	13.1417	9.56453	9.67441	20.9021	20.0661	24.1012	18.0378
FBgn0030658	CG7872	11.6555	8.8515	8.91369	8.34495	7.69097	8.12436	8.50405
FBgn0030659	CG9215	11.427	7.58402	6.67761	7.73781	6.38232	6.36221	4.29879
FBgn0030660	CG8097	9.45814	6.15949	7.97726	11.042	12.8193	12.8026	11.754
FBgn0030661	CG8105	0	0.120483	0	0.0922906	0.061089	0.0843589	0.073805
FBgn0030662	CG9220	5.4284	9.69286	9.60676	8.19163	7.24018	6.80114	8.08572
FBgn0030663	CG8117	0	0	0	0.0558597	0.0492996	0.357413	0
FBgn0030664	CG8119	0	0	3.53E-07	0	1.46E-05	0	0
FBgn0030665	CG15646	0	0.036704	0	0.0421762	0.148903	0.0192743	0
FBgn0030666	CG12708	0	0	0	0	0.0201095	0	0
FBgn0030667	CG15599	0	0.0156905	0.0183949	0.00901424	0	0	0
FBgn0030668	CG8128	6.31709	6.08009	7.1295	5.157	6.96167	9.68783	7.90343
FBgn0030669	CG9240	74.3855	65.9987	74.6151	58.4857	56.3783	58.222	54.3577
FBgn0030670	Pis	98.2345	155.042	150.959	134.119	142.714	145.598	150.196
FBgn0030671	CG8134	15.2686	14.8108	14.7657	17.0983	16.2457	16.3802	17.2629
FBgn0030672	CG9281	158.906	94.716	94.5958	53.6374	49.7203	39.8395	41.6288
FBgn0030673	CG15601	17.1478	16.3392	13.9707	23.4141	19.5787	21.0691	19.6081
FBgn0030674	CG8184	1.69267	1.63038	1.29393	1.60159	1.65781	1.55202	1.91323
FBgn0030675	CG8191	3.56215	3.64149	2.66625	4.01726	3.54085	3.35577	2.6347
FBgn0030676	CG12379	4.83666	2.37948	5.12791	4.4787	4.50762	4.65921	3.62722
FBgn0030678	CG11679	10.5008	9.45843	8.43147	10.2668	7.16044	7.30154	9.13154
FBgn0030679	CG8206	42.0744	31.7699	32.2339	19.1602	27.3444	23.7808	24.0854
FBgn0030680	CG8944	5.99059	2.42845	3.14099	6.04311	6.51118	5.24652	4.70536
FBgn0030683	CG8239	3.84177	3.93436	4.17821	4.69762	5.74795	5.18732	5.90407
FBgn0030684	CG8260	0.0434507	0.0497785	0	0.0285978	0	0	0.030493
FBgn0030685	Graf	28.6633	28.574	27.9356	14.8673	15.4303	12.4702	12.5691
FBgn0030686	mRpL3	56.0974	79.4227	71.4435	55.5794	46.4282	48.7507	47.0996
FBgn0030687	CG17209	3.41	2.99809	3.04315	2.33383	2.4151	2.58308	3.01322
FBgn0030688	CG8952	11.8224	48.5857	630.251	4.20724	52.7426	47.8433	102.456
FBgn0030691	Efhc1.1	0.0811825	0.0232513	0.0545177	0.454169	0.306518	0.280828	0.156675
FBgn0030692	mRpS30	23.8242	21.4844	15.7297	17.8679	15.3992	14.8282	14.0386
FBgn0030693	CG8974	329.688	385.852	397.229	253.635	266.953	228.44	262.546
FBgn0030694	CG15602	15.2921	23.9235	20.0007	28.0433	20.6962	22.4766	27.2245
FBgn0030695	PGRP-LE	41.8937	37.9389	36.0239	38.5509	36.1171	45.0782	33.1976
FBgn0030696	CG8509	0.0805227	0.0461247	0	0.0264987	0.0701601	0.0484426	0.0565096
FBgn0030697	CG8565	0.254429	0.067265	0.630869	0.193219	0.329687	0.129517	0.0686747
FBgn0030699	CG8578	25.8504	23.2785	20.6831	13.0095	11.3971	12.014	12.5029
FBgn0030700	CG15914	4.73839	5.89861	5.67377	3.34429	3.54592	3.01801	4.49368
FBgn0030701	CG16952	9.46567	7.82383	6.92799	12.8787	10.0529	11.5278	8.51403
FBgn0030703	MSBP	69.0509	103.638	119.328	91.8491	102.485	94.5661	110.971
FBgn0030704	CG15916	24.3282	25.8335	20.6458	23.8717	19.4078	26.2911	24.8742
FBgn0030706	CG8909	0.112139	0.0151142	0.124756	0.0781481	0.122614	0.107148	0.0786977
FBgn0030707	CG8916	0	0	0.194067	0.0570599	0.100719	0.0634007	0.0405601
FBgn0030710	CG8924	2.92297	2.00919	1.814	4.51099	4.96482	5.10562	7.32808
FBgn0030711	Rrp47	72.7576	58.4501	55.3348	48.883	48.4352	52.5202	49.1819
FBgn0030715	Or13a	0	0	0.0610834	0	0.0264179	0	0
FBgn0030716	CG9170	0.056929	0.0411671	0.0160815	2.43545	4.21288	3.08919	4.25882
FBgn0030717	CG8931	6.89233	5.83431	3.1371	5.82159	5.89413	4.79144	6.98667
FBgn0030718	CG9172	337.845	326.303	357.019	255.11	234.415	259.248	224.046
FBgn0030719	eIF5	109.336	80.117	77.1631	81.671	84.4672	80.1617	82.6056
FBgn0030720	CG8939	48.2686	28.2151	21.9283	14.1542	12.3886	12.5334	17.7416
FBgn0030721	CG12698	0	0.0321916	0	0.0184942	0.0326444	0	0.0197198
FBgn0030722	CG12395	0	0	0	0	0	0	0
FBgn0030723	dpr18	0.630423	0.699663	0.767335	4.2789	7.15225	8.99567	5.86208
FBgn0030724	Nipsnap	17.7214	23.6929	28.2228	22.1643	26.175	27.7107	27.5948
FBgn0030725	CG8958	0.0530738	0.0912045	0	0.0523972	0.138731	0.0638586	0.0558695
FBgn0030729	CG12507	0	0	0	0.0353588	0.0312063	0	0.0754041
FBgn0030731	Mfe2	27.228	31.3596	43.4253	17.0296	23.7751	21.3188	23.3411
FBgn0030733	CG3560	566.808	472.724	597.905	474.503	525.174	467.83	372.469
FBgn0030734	CG9911	48.4505	46.6186	36.085	41.015	42.3841	36.8699	36.4638
FBgn0030735	CG3632	6.09916	10.1693	8.8537	14.1614	15.1507	13.5161	12.2221
FBgn0030737	CG9914	0.433021	0.00236523	1.39795	0.954119	4.32938	4.18069	3.98385
FBgn0030738	CG9915	11.4212	10.3854	8.64426	13.3036	9.52004	11.4927	9.54868
FBgn0030739	CG13957	14.8416	11.0209	12.4074	9.77295	12.3767	11.6362	6.2689
FBgn0030740	CG9917	22.0016	25.6018	24.7377	28.5266	27.4575	23.4839	35.8206
FBgn0030742	CG9919	0.489138	0.478867	0.588743	2.23293	2.0402	2.63158	2.29676
FBgn0030743	CG9921	66.7844	67.3491	77.352	48.9576	48.8984	48.2369	47.9202
FBgn0030744	CG9992	4.41443	4.91382	3.90578	14.5773	14.5751	14.646	14.3151
FBgn0030745	CG4239	2.3031	3.77949	3.84569	5.20301	5.02586	5.63587	5.41677
FBgn0030746	CG9981	5.42691	6.3196	10.125	1.48259	2.08913	1.74791	2.59564
FBgn0030747	CG4301	13.989	11.5956	12.2435	3.34006	4.35464	4.4356	2.98728
FBgn0030748	Traf-like	3.51417	7.3472	10.6085	14.6115	23.3713	30.4074	26.0942
FBgn0030749	AnxB11	120.588	106.306	102.097	78.3063	74.4064	75.484	85.5382
FBgn0030752	CG9947	125.103	128.613	111.545	80.1033	80.0488	87.5033	61.2912
FBgn0030753	rngo	43.1726	45.6047	46.2528	44.8096	40.5754	40.2995	43.5946
FBgn0030756	CG9903	0.268797	2.1171	6.09219	0.26537	3.64969	1.15218	3.46621
FBgn0030757	CG9902	0.0590202	0.112692	0.237808	0.135958	0.14856	0.10652	0.172581
FBgn0030758	CanA-14F	35.9253	20.9755	18.3224	15.1976	14.9386	13.1312	13.6321
FBgn0030759	CG13014	12.6279	11.445	11.1562	11.1187	6.58539	10.2644	8.54698
FBgn0030761	CG9784	9.15879	7.70625	6.76695	7.39777	5.67951	7.09655	5.25163
FBgn0030763	CG9782	0.199123	0.456243	0.213952	0.629069	0.717122	0.742715	0.503068
FBgn0030764	CG9777	1.55216	0.338706	0.79417	0.218911	0.386404	0.311262	0.233418
FBgn0030766	mthl1	3.92509	3.56597	3.72046	3.85251	2.92247	3.42719	2.36989
FBgn0030768	CG9723	8.37549	6.36088	5.2664	12.3463	9.31109	9.58677	13.3846
FBgn0030769	CG13012	0.673958	0.606653	2.36393	1.36244	2.43032	2.33643	2.71863
FBgn0030770	CG13010	0.907489	0.693099	0.81256	0.530915	0.527135	0.485287	0.919911
FBgn0030773	CG9676	0.3155	0.795183	1.52548	0.249182	0.623102	1.32864	1.41704
FBgn0030774	spheroide	3.97947	13.4698	40.4503	1.25005	8.98357	9.57623	14.4714
FBgn0030775	CG9673	10.3388	28.1181	85.2931	3.90724	36.7865	23.6499	35.3309
FBgn0030776	CG4653	17.081	49.6374	161.242	7.35769	49.8112	49.3331	57.9869
FBgn0030777	CG9672	5.91316	233.487	130.777	7.52424	83.9462	32.4432	19.2549
FBgn0030778	CG4678	1.4606	1.32935	0.706458	3.74053	2.15485	2.97307	2.46353
FBgn0030780	CG13008	0.0342294	0	0	0.0675861	0.0397659	0.0205925	0.0120108
FBgn0030786	mRpL22	47.392	21.0031	29.4808	23.435	21.8056	21.6085	16.8045
FBgn0030787	CG9609	13.3807	6.75699	5.51754	8.42045	7.39746	8.54412	12.6234
FBgn0030788	Sap30	28.2129	25.0657	27.2488	32.8856	31.7859	34.117	32.6088
FBgn0030789	Rrp45	12.8127	9.19496	8.33785	8.32215	7.27799	9.74615	9.27097
FBgn0030790	CG4768	42.5182	51.757	45.342	44.2436	40.4223	37.3918	32.2677
FBgn0030791	CG9132	19.7588	17.9405	12.373	16.739	15.5489	13.8044	20.1434
FBgn0030792	CG4789	72.3537	52.7802	45.6207	51.3008	36.3553	44.783	35.9909
FBgn0030793	CG9125	43.696	37.4513	30.2014	50.4391	47.0199	49.8919	47.0978
FBgn0030794	CG13005	0.550842	0.420708	0.28184	0.466131	0.457098	0.646996	0.570654
FBgn0030795	ppk28	0.000335557	0.113271	7.73E-07	0.368131	0.11567	0.178689	0.0402356
FBgn0030796	CG4829	0.0375105	0.0214827	0.0503799	0.0370312	0.141826	0.135402	0.0921359
FBgn0030797	CG13004	0.281895	0.46067	0.379564	1.19345	1.94165	1.74406	0.706796
FBgn0030798	CG13003	0	0.0115876	0.0894006	0	0.0386648	0.00571963	0.0382498
FBgn0030799	CG4872	4.7276	6.31798	7.6583	5.38681	3.99216	3.73641	5.30501
FBgn0030800	CG9104	13.0014	9.76286	6.6056	10.4447	7.56446	8.71363	6.91714
FBgn0030801	Rcp	8.80557	8.47486	6.76263	5.7425	5.26435	7.82654	7.35355
FBgn0030802	CG9099	71.0938	48.9653	69.1118	58.173	79.6844	78.2668	85.8502
FBgn0030803	CG4880	4.77383	7.16136	6.86529	3.87277	4.35113	3.16367	5.52236
FBgn0030804	CG13002	0	0	0	0	0	0	0
FBgn0030805	wus	5.22104	3.66324	3.69069	4.62012	4.33872	4.77911	4.66332
FBgn0030806	CG13001	4.47492	5.92332	5.60413	4.49747	5.00552	4.96588	7.46913
FBgn0030807	CG13000	1.43035	0.91036	1.06727	0	0	0.382444	0
FBgn0030808	RhoGAP15B	24.0308	29.1129	28.9381	11.6578	10.4311	7.86774	8.39205
FBgn0030809	CG9086	4.06234	4.27276	2.94026	4.33622	3.42589	2.76879	3.67066
FBgn0030812	CG8949	12.9389	10.2216	10.7666	11.5302	8.80478	9.94534	12.9438
FBgn0030813	CG4949	3.32487	3.38106	2.65159	2.64018	2.40047	2.44008	3.56241
FBgn0030814	CG4955	0	0.0335344	0	0.134859	0.0850151	0.0880492	0.0205423
FBgn0030815	CG8945	0.0260618	0.0434668	0.0704384	0.0889296	0.0461495	0.081917	0.0285737
FBgn0030816	CG16700	0.0968041	0.270246	0.0974761	0.352857	0.815922	0.799877	0.918027
FBgn0030817	CG4991	3.37163	2.74493	3.51422	1.96269	3.28612	2.5485	3.09025
FBgn0030823	CG8918	0	0	0	0	0	0	0.0235465
FBgn0030824	CG5070	0.236136	0.0901749	0.528586	0.466251	0.777267	0.236767	0.220955
FBgn0030826	CG12995	0	0	0	0	0	0	0
FBgn0030828	CG5162	0.0406355	0	0.338536	0	0.0418323	0	0
FBgn0030829	CG12998	0	0	0	0	0	0	0
FBgn0030830	CG5172	0	0	0	0	0.0857475	0	0
FBgn0030832	CG10597	0	0	0	0	0	0	0
FBgn0030833	CG8915	1.67349	1.4576	1.37014	1.15424	1.2717	1.124	1.74555
FBgn0030834	CG8675	24.4333	13.3625	14.1807	8.69549	7.99539	9.71073	9.03897
FBgn0030836	CG8664	0.562977	0.321581	0.376113	0.230388	0.656764	0.283453	0.992945
FBgn0030837	CG8661	42.9139	19.6887	18.8482	4.28353	3.66233	7.03546	45.5312
FBgn0030838	CG5445	30.7355	39.7928	49.1162	54.1525	57.6912	51.9237	52.8448
FBgn0030839	CG5613	0.460602	0.807041	0.400288	1.26612	0.881081	1.2062	0.874339
FBgn0030840	p-cup	0.0572439	0	0.0768837	0	0.0332514	0	0
FBgn0030841	CG8568	0.449959	0.0672374	0.0525509	0.154512	0.306824	0.0235388	0.0411879
FBgn0030844	ppk23	0.117913	0	0.0340147	0.141918	0.0198803	0.0457081	0.0177732
FBgn0030846	CG12992	0.604843	0.230777	0.619102	0.247391	0.30294	0.174637	0.182028
FBgn0030847	CG12991	67.0839	95.2728	75.2792	40.3986	35.9147	32.5319	52.9686
FBgn0030850	stas	35.8424	30.2122	25.2768	31.0159	26.3321	26.3157	30.0145
FBgn0030851	CG8326	13.1515	7.37754	6.63911	5.82036	6.11149	5.89307	8.11563
FBgn0030852	CG8316	0.080734	0.0616609	0.0722887	0.425752	0.516678	0.713506	0.643145
FBgn0030853	CG5703	82.7613	58.8726	52.8702	48.6643	53.1538	51.1431	36.4414
FBgn0030854	CG8289	51.2899	39.7945	35.2263	72.1699	74.1456	77.7515	76.4157
FBgn0030855	CG5800	5.8299	3.49635	2.18086	3.43789	2.37504	2.17734	2.96553
FBgn0030858	IntS2	4.33036	3.88664	2.77837	4.375	3.09216	3.15274	2.30343
FBgn0030859	CG12990	0.2943	0.24601	0.360323	0.455073	0.53009	0.40795	0.264276
FBgn0030863	CG8188	38.7623	27.8644	23.9559	38.6998	34.4068	35.0601	34.5023
FBgn0030864	CG8173	9.77505	5.75166	5.18006	18.0535	13.6544	14.9018	21.5599
FBgn0030868	CG12986	0	0.169118	0	0	0	0	0
FBgn0030869	Socs16D	21.1096	17.0519	19.5651	14.8216	15.1276	18.262	16.0064
FBgn0030870	CG6398	0.216386	0.185925	0	0.0178024	0.0167742	0.504442	0
FBgn0030871	CG8142	22.2574	20.3345	19.8661	32.1106	26.403	25.7915	25.5389
FBgn0030872	Ucp4A	12.3741	18.7643	19.7265	15.6853	13.8689	16.3706	18.015
FBgn0030873	CG15814	37.3586	33.009	24.5877	50.5517	41.2415	42.9991	38.5471
FBgn0030874	CG6506	9.87977	13.0561	12.1636	18.1387	16.0588	18.3785	19.2495
FBgn0030876	CG6762	26.1159	31.0128	39.376	47.9333	48.7378	48.3416	55.3939
FBgn0030877	Arp8	9.8396	11.42	9.43206	8.72749	8.39889	6.91232	8.38302
FBgn0030878	CG6769	30.809	22.843	21.5449	16.1998	12.2822	13.4463	13.1355
FBgn0030880	CG6788	0	0	0	0	0.0588357	0	0.106624
FBgn0030881	CG12985	0	0.0475695	0.111537	0	0.0241193	0.1249	0.0291398
FBgn0030882	GS	0	0	0	0	0	0	0
FBgn0030883	CG7772	6.98605	5.33562	5.04456	3.7575	4.10163	3.07303	2.84673
FBgn0030884	CG6847	0.0240147	0.013976	0.0645078	0.0321321	0.00708627	0.00722365	0.00842657
FBgn0030886	CG12672	0.0635312	0.0727834	0	0.167257	0.369035	0.535088	0.334389
FBgn0030887	CG6867	0	0.0182949	0	0.105104	0.139141	0.182536	0.0896558
FBgn0030889	CG15373	0.0145511	0	0	0	0	0	0
FBgn0030890	CG7536	13.1396	10.3486	9.25884	7.38236	6.8873	7.09075	7.4792
FBgn0030891	dik	16.5737	18.742	16.4792	21.0988	18.2137	21.5233	19.1894
FBgn0030892	CG7206	29.6952	27.0758	22.9435	21.093	17.8098	21.8847	17.2957
FBgn0030893	RhoGAP16F	56.7189	47.6252	43.8941	21.6618	20.6964	18.7797	14.7142
FBgn0030894	CG7192	9.78997	7.01746	8.19575	10.5827	14.5129	10.061	8.42689
FBgn0030895	CG7135	0.0364204	0.0417243	0.0489159	0.0719122	0.126934	0.131464	0.0511185
FBgn0030897	Frq1	0.540666	0.649878	2.4528	5.07087	8.91985	9.36875	5.00873
FBgn0030898	Andorra	0	0	0	0	0	0	0
FBgn0030899	Her	0	0	0	0	0	0	0
FBgn0030900	Him	0	0.076755	0	0	0.0389173	0	0
FBgn0030904	upd2	498.189	184.931	188.995	26.1399	36.1769	13.8176	19.5956
FBgn0030905	CG15059	0.828909	0.258982	2.22661	0.495964	0.525263	0.544008	0.105762
FBgn0030911	CR15061	54.9688	16.4381	43.0211	5.3869	7.21944	4.37683	1.70189
FBgn0030912	CG6023	20.4086	14.0289	16.4277	18.8097	15.9631	12.0753	19.8086
FBgn0030913	CG6123	1.3487	0.818594	2.04109	4.20642	4.56591	3.46341	3.51742
FBgn0030914	CG6106	0.342845	0.197382	0.200446	2.87177	2.05571	2.6522	1.60137
FBgn0030915	CG6179	29.4828	16.3253	20.639	16.2587	15.9062	17.8444	14.452
FBgn0030918	CG15056	0	0.044949	0.158089	0	0.0227906	0	0
FBgn0030921	CG6290	0	0.101946	0	0	0	0	0
FBgn0030925	Hayan	0.150674	0.156466	0.0840544	0.176014	0.660409	0.125267	0.405202
FBgn0030926	psh	0	0.0380375	0.535122	0.0218526	0.0192862	0.0998726	0.116504
FBgn0030927	CG15046	0.148268	0	0.318619	0	0	0	0.0832415
FBgn0030928	CG15044	0.776869	10.1461	53.7353	0.562441	51.1731	28.4159	71.2569
FBgn0030929	CG15043	1.92182	38.0578	200.041	1.71662	72.7208	81.0556	305.047
FBgn0030930	GalNAc-T2	5.56842	5.546	5.27895	5.88101	4.42909	5.56738	6.58388
FBgn0030931	Rad51D	0.413045	0.354898	0.346723	0.509724	0.269917	0.310611	0.688437
FBgn0030932	Ggt-1	0	0.0272738	0.0639529	0.125363	0.0553194	0.0859412	0.0668345
FBgn0030933	CG6470	0.0376477	0	0	0.173483	0.21873	0.303516	0.052847
FBgn0030936	CG6481	0.0409876	0	0.0550499	0	0	0	0
FBgn0030937	CG15042	0	0	0	0.0524662	0	0	0
FBgn0030938	CG15047	0.203566	0.0777373	0	2.00971	1.57661	1.83699	1.6667
FBgn0030940	CG15040	0.00804692	0	0.0108077	0.00529622	0.0327196	0.00484105	0.0056472
FBgn0030941	wgn	0.172955	0.272447	0.522666	0.013162	0.150698	0.975483	0.0606876
FBgn0030943	CG6540	10.1881	11.7285	11.242	34.8993	27.4806	29.7659	29.4803
FBgn0030944	CG6617	30.705	34.7511	29.4809	55.6786	47.0718	57.2284	48.069
FBgn0030945	Ing3	0.502256	0.470782	0.337287	0.285491	0.530448	0.727927	0.320432
FBgn0030946	CG6659	11.3379	9.31047	8.65462	7.48221	8.90152	7.76089	7.44619
FBgn0030947	CG6696	5.04E-08	0.0784474	1.30E-09	3.30E-08	1.10E-08	7.62E-10	1.98E-08
FBgn0030949	Cyp308a1	0	0	0	0	0	0	0
FBgn0030951	CG6873	0.101046	0	0	0	0	0	0
FBgn0030952	CG12609	0	0	0.0382583	0.0187481	0.0330926	0	0
FBgn0030954	CCKLR-17D3	0.259572	0.054068	0.190161	0.295091	0.260435	0.340711	0.049681
FBgn0030955	CG6891	565.953	369.225	528.804	354.682	363.237	346.45	181.037
FBgn0030956	CG18259	19.7402	25.3148	28.7254	27.4456	21.9228	28.0811	29.3217
FBgn0030958	CR6900	54.2241	45.7278	58.1611	42.8421	37.8405	50.9708	33.5612
FBgn0030959	CG6961	19.4417	19.3552	19.4985	23.024	22.5206	26.5761	25.0237
FBgn0030960	Atg101	20.4566	21.6714	19.6696	22.2995	19.6131	23.3723	18.1695
FBgn0030961	CG7058	0.208901	0.201536	0.177204	0.159201	0.20437	0.0992176	0.208332
